country,date,owid-total_cases_per_million
DEU,2020-02-20,0.179
DEU,2020-02-21,0.179
DEU,2020-02-22,0.179
DEU,2020-02-23,0.179
DEU,2020-02-24,0.179
DEU,2020-02-25,0.179
DEU,2020-02-26,0.203
DEU,2020-02-27,0.251
DEU,2020-02-28,0.561
DEU,2020-02-29,0.68
DEU,2020-03-01,1.325
DEU,2020-03-02,1.54
DEU,2020-03-03,1.874
DEU,2020-03-04,2.339
DEU,2020-03-05,3.127
DEU,2020-03-06,4.774
DEU,2020-03-07,8.164
DEU,2020-03-08,10.109
DEU,2020-03-09,10.765999999999998
DEU,2020-03-10,13.594000000000001
DEU,2020-03-11,15.468
DEU,2020-03-12,18.703
DEU,2020-03-13,28.275
DEU,2020-03-14,36.546
DEU,2020-03-15,45.295
DEU,2020-03-16,57.744
DEU,2020-03-17,71.756
DEU,2020-03-18,85.41
DEU,2020-03-19,97.84700000000001
DEU,2020-03-20,168.74400000000003
DEU,2020-03-21,217.07
DEU,2020-03-22,256.171
DEU,2020-03-23,295.689
DEU,2020-03-24,348.659
DEU,2020-03-25,376.61199999999997
DEU,2020-03-26,435.74
DEU,2020-03-27,504.727
DEU,2020-03-28,579.849
DEU,2020-03-29,627.173
DEU,2020-03-30,683.878
DEU,2020-03-31,738.96
DEU,2020-04-01,804.044
DEU,2020-04-02,877.5189999999999
DEU,2020-04-03,951.2080000000001
DEU,2020-04-04,1023.8
DEU,2020-04-05,1094.649
DEU,2020-04-06,1138.536
DEU,2020-04-07,1184.296
DEU,2020-04-08,1232.0739999999998
DEU,2020-04-09,1291.441
DEU,2020-04-10,1354.973
DEU,2020-04-11,1404.3020000000001
DEU,2020-04-12,1437.9720000000002
DEU,2020-04-13,1468.253
DEU,2020-04-14,1493.102
DEU,2020-04-15,1522.774
DEU,2020-04-16,1556.981
DEU,2020-04-17,1597.3229999999999
DEU,2020-04-18,1640.398
DEU,2020-04-19,1669.735
DEU,2020-04-20,1690.921
DEU,2020-04-21,1712.225
DEU,2020-04-22,1738.925
DEU,2020-04-23,1766.997
DEU,2020-04-24,1794.89
DEU,2020-04-25,1819.418
DEU,2020-04-26,1840.15
DEU,2020-04-27,1852.3
DEU,2020-04-28,1865.954
DEU,2020-04-29,1881.5179999999998
DEU,2020-04-30,1899.1589999999999
DEU,2020-05-01,1899.1589999999999
DEU,2020-05-02,1930.0
DEU,2020-05-03,1939.465
DEU,2020-05-04,1947.569
DEU,2020-05-05,1955.745
DEU,2020-05-06,1968.122
DEU,2020-05-07,1982.3729999999998
DEU,2020-05-08,1996.8029999999999
DEU,2020-05-09,2011.734
DEU,2020-05-10,2019.695
DEU,2020-05-11,2023.9560000000001
DEU,2020-05-12,2035.092
DEU,2020-05-13,2044.616
DEU,2020-05-14,2055.752
DEU,2020-05-15,2066.649
DEU,2020-05-16,2074.049
DEU,2020-05-17,2081.007
DEU,2020-05-18,2085.089
DEU,2020-05-19,2091.212
DEU,2020-05-20,2100.725
DEU,2020-05-21,2109.617
DEU,2020-05-22,2115.107
DEU,2020-05-23,2122.722
DEU,2020-05-24,2127.866
DEU,2020-05-25,2131.315
DEU,2020-05-26,2136.471
DEU,2020-05-27,2140.792
DEU,2020-05-28,2145.005
DEU,2020-05-29,2153.849
DEU,2020-05-30,2162.658
DEU,2020-05-31,2166.071
DEU,2020-06-01,2170.0460000000003
DEU,2020-06-02,2172.5879999999997
DEU,2020-06-03,2176.67
DEU,2020-06-04,2181.373
DEU,2020-06-05,2187.424
DEU,2020-06-06,2192.282
DEU,2020-06-07,2195.874
DEU,2020-06-08,2198.428
DEU,2020-06-09,2202.606
DEU,2020-06-10,2206.401
DEU,2020-06-11,2213.025
DEU,2020-06-12,2216.105
DEU,2020-06-13,2220.258
DEU,2020-06-14,2223.206
DEU,2020-06-15,2225.498
DEU,2020-06-16,2230.01
DEU,2020-06-17,2234.127
DEU,2020-06-18,2241.05
DEU,2020-06-19,2250.24
DEU,2020-06-20,2257.413
DEU,2020-06-21,2265.613
DEU,2020-06-22,2272.022
DEU,2020-06-23,2278.026
DEU,2020-06-24,2285.032
DEU,2020-06-25,2292.551
DEU,2020-06-26,2298.245
DEU,2020-06-27,2306.444
DEU,2020-06-28,2309.5
DEU,2020-06-29,2312.627
DEU,2020-06-30,2318.571
DEU,2020-07-01,2324.133
DEU,2020-07-02,2330.136
DEU,2020-07-03,2335.459
DEU,2020-07-04,2340.496
DEU,2020-07-05,2343.349
DEU,2020-07-06,2345.9629999999997
DEU,2020-07-07,2350.617
DEU,2020-07-08,2355.356
DEU,2020-07-09,2360.631
DEU,2020-07-10,2365.346
DEU,2020-07-11,2369.857
DEU,2020-07-12,2372.817
DEU,2020-07-13,2374.715
DEU,2020-07-14,2374.715
DEU,2020-07-15,2383.822
DEU,2020-07-16,2390.195
DEU,2020-07-17,2397.154
DEU,2020-07-18,2403.468
DEU,2020-07-19,2405.879
DEU,2020-07-20,2408.851
DEU,2020-07-21,2415.081
DEU,2020-07-22,2420.5
DEU,2020-07-23,2427.291
DEU,2020-07-24,2437.018
DEU,2020-07-25,2446.34
DEU,2020-07-26,2449.98
DJI,2020-03-19,1.012
DJI,2020-03-20,1.012
DJI,2020-03-21,1.012
DJI,2020-03-22,1.012
DJI,2020-03-23,1.012
DJI,2020-03-24,3.036
DJI,2020-03-25,3.036
DJI,2020-03-26,12.145999999999999
DJI,2020-03-27,12.145999999999999
DJI,2020-03-28,13.158
DJI,2020-03-29,15.182
DJI,2020-03-30,19.230999999999998
DJI,2020-03-31,26.316
DJI,2020-04-01,31.375999999999998
DJI,2020-04-02,34.413000000000004
DJI,2020-04-03,41.498000000000005
DJI,2020-04-04,41.498000000000005
DJI,2020-04-05,51.619
DJI,2020-04-06,59.716
DJI,2020-04-07,91.09299999999999
DJI,2020-04-08,122.469
DJI,2020-04-09,136.639
DJI,2020-04-10,141.7
DJI,2020-04-11,151.822
DJI,2020-04-12,189.271
DJI,2020-04-13,216.59900000000002
DJI,2020-04-14,301.619
DJI,2020-04-15,367.408
DJI,2020-04-16,440.283
DJI,2020-04-17,598.177
DJI,2020-04-18,740.8889999999999
DJI,2020-04-19,740.8889999999999
DJI,2020-04-20,856.2739999999999
DJI,2020-04-21,856.2739999999999
DJI,2020-04-22,956.4760000000001
DJI,2020-04-23,985.828
DJI,2020-04-24,997.9739999999999
DJI,2020-04-25,1011.132
DJI,2020-04-26,1020.2410000000001
DJI,2020-04-27,1035.423
DJI,2020-04-28,1047.569
DJI,2020-04-29,1085.018
DJI,2020-04-30,1090.079
DJI,2020-05-01,1102.224
DJI,2020-05-02,1110.322
DJI,2020-05-03,1125.504
DJI,2020-05-04,1125.504
DJI,2020-05-05,1129.552
DJI,2020-05-06,1133.601
DJI,2020-05-07,1133.601
DJI,2020-05-08,1146.759
DJI,2020-05-09,1148.7830000000001
DJI,2020-05-10,1203.4389999999999
DJI,2020-05-11,1224.694
DJI,2020-05-12,1241.9
DJI,2020-05-13,1271.252
DJI,2020-05-14,1283.3980000000001
DJI,2020-05-15,1299.593
DJI,2020-05-16,1324.896
DJI,2020-05-17,1347.1629999999998
DJI,2020-05-18,1418.013
DJI,2020-05-19,1536.434
DJI,2020-05-20,1536.434
DJI,2020-05-21,1850.1989999999998
DJI,2020-05-22,2071.8579999999997
DJI,2020-05-23,2297.5660000000003
DJI,2020-05-24,2297.5660000000003
DJI,2020-05-25,2297.5660000000003
DJI,2020-05-26,2497.971
DJI,2020-05-27,2497.971
DJI,2020-05-28,2729.752
DJI,2020-05-29,2949.387
DJI,2020-05-30,2949.387
DJI,2020-05-31,3232.7870000000003
DJI,2020-06-01,3394.73
DJI,2020-06-02,3612.341
DJI,2020-06-03,3824.8909999999996
DJI,2020-06-04,3982.785
DJI,2020-06-05,4103.231
DJI,2020-06-06,4173.068
DJI,2020-06-07,4219.627
DJI,2020-06-08,4258.089
DJI,2020-06-09,4329.951
DJI,2020-06-10,4383.594
DJI,2020-06-11,4426.104
DJI,2020-06-12,4451.407999999999
DJI,2020-06-13,4494.93
DJI,2020-06-14,4503.027
DJI,2020-06-15,4519.222
DJI,2020-06-16,4555.659000000001
DJI,2020-06-17,4594.12
DJI,2020-06-18,4600.193
DJI,2020-06-19,4612.339
DJI,2020-06-20,4620.436
DJI,2020-06-21,4620.436
DJI,2020-06-22,4637.642
DJI,2020-06-23,4654.849
DJI,2020-06-24,4673.067
DJI,2020-06-25,4686.225
DJI,2020-06-26,4691.286
DJI,2020-06-27,4699.383
DJI,2020-06-28,4699.383
DJI,2020-06-29,4699.383
DJI,2020-06-30,4712.541
DJI,2020-07-01,4738.857
DJI,2020-07-02,4761.124
DJI,2020-07-03,4772.258
DJI,2020-07-04,4793.513
DJI,2020-07-05,4793.513
DJI,2020-07-06,4850.193
DJI,2020-07-07,4880.557
DJI,2020-07-08,4937.237
DJI,2020-07-09,4948.371
DJI,2020-07-10,5015.1720000000005
DJI,2020-07-11,5015.1720000000005
DJI,2020-07-12,5015.1720000000005
DJI,2020-07-13,5032.378
DJI,2020-07-14,5037.439
DJI,2020-07-15,5039.463
DJI,2020-07-16,5045.536
DJI,2020-07-17,5053.633
DJI,2020-07-18,5063.755
DJI,2020-07-19,5063.755
DJI,2020-07-20,5071.852
DJI,2020-07-21,5080.960999999999
DJI,2020-07-22,5088.045999999999
DJI,2020-07-23,5091.083
DJI,2020-07-24,5092.095
DJI,2020-07-25,5100.192
DJI,2020-07-26,5100.192
DMA,2020-03-23,13.890999999999998
DMA,2020-03-24,13.890999999999998
DMA,2020-03-25,27.781
DMA,2020-03-26,97.234
DMA,2020-03-27,152.797
DMA,2020-03-28,152.797
DMA,2020-03-29,152.797
DMA,2020-03-30,152.797
DMA,2020-03-31,152.797
DMA,2020-04-01,152.797
DMA,2020-04-02,166.688
DMA,2020-04-03,166.688
DMA,2020-04-04,194.46900000000002
DMA,2020-04-05,194.46900000000002
DMA,2020-04-06,194.46900000000002
DMA,2020-04-07,208.359
DMA,2020-04-08,208.359
DMA,2020-04-09,208.359
DMA,2020-04-10,222.25
DMA,2020-04-11,222.25
DMA,2020-04-12,222.25
DMA,2020-04-13,222.25
DMA,2020-04-14,222.25
DMA,2020-04-15,222.25
DMA,2020-04-16,222.25
DMA,2020-04-17,222.25
DMA,2020-04-18,222.25
DMA,2020-04-19,222.25
DMA,2020-04-20,222.25
DMA,2020-04-21,222.25
DMA,2020-04-22,222.25
DMA,2020-04-23,222.25
DMA,2020-04-24,222.25
DMA,2020-04-25,222.25
DMA,2020-04-26,222.25
DMA,2020-04-27,222.25
DMA,2020-04-28,222.25
DMA,2020-04-29,222.25
DMA,2020-04-30,222.25
DMA,2020-05-01,222.25
DMA,2020-05-02,222.25
DMA,2020-05-03,222.25
DMA,2020-05-04,222.25
DMA,2020-05-05,222.25
DMA,2020-05-06,222.25
DMA,2020-05-07,222.25
DMA,2020-05-08,222.25
DMA,2020-05-09,222.25
DMA,2020-05-10,222.25
DMA,2020-05-11,222.25
DMA,2020-05-12,222.25
DMA,2020-05-13,222.25
DMA,2020-05-14,222.25
DMA,2020-05-15,222.25
DMA,2020-05-16,222.25
DMA,2020-05-17,222.25
DMA,2020-05-18,222.25
DMA,2020-05-19,222.25
DMA,2020-05-20,222.25
DMA,2020-05-21,222.25
DMA,2020-05-22,222.25
DMA,2020-05-23,222.25
DMA,2020-05-24,222.25
DMA,2020-05-25,222.25
DMA,2020-05-26,222.25
DMA,2020-05-27,222.25
DMA,2020-05-28,222.25
DMA,2020-05-29,222.25
DMA,2020-05-30,222.25
DMA,2020-05-31,222.25
DMA,2020-06-01,222.25
DMA,2020-06-02,250.03099999999998
DMA,2020-06-03,250.03099999999998
DMA,2020-06-04,250.03099999999998
DMA,2020-06-05,250.03099999999998
DMA,2020-06-06,250.03099999999998
DMA,2020-06-07,250.03099999999998
DMA,2020-06-08,250.03099999999998
DMA,2020-06-09,250.03099999999998
DMA,2020-06-10,250.03099999999998
DMA,2020-06-11,250.03099999999998
DMA,2020-06-12,250.03099999999998
DMA,2020-06-13,250.03099999999998
DMA,2020-06-14,250.03099999999998
DMA,2020-06-15,250.03099999999998
DMA,2020-06-16,250.03099999999998
DMA,2020-06-17,250.03099999999998
DMA,2020-06-18,250.03099999999998
DMA,2020-06-19,250.03099999999998
DMA,2020-06-20,250.03099999999998
DMA,2020-06-21,250.03099999999998
DMA,2020-06-22,250.03099999999998
DMA,2020-06-23,250.03099999999998
DMA,2020-06-24,250.03099999999998
DMA,2020-06-25,250.03099999999998
DMA,2020-06-26,250.03099999999998
DMA,2020-06-27,250.03099999999998
DMA,2020-06-28,250.03099999999998
DMA,2020-06-29,250.03099999999998
DMA,2020-06-30,250.03099999999998
DMA,2020-07-01,250.03099999999998
DMA,2020-07-02,250.03099999999998
DMA,2020-07-03,250.03099999999998
DMA,2020-07-04,250.03099999999998
DMA,2020-07-05,250.03099999999998
DMA,2020-07-06,250.03099999999998
DMA,2020-07-07,250.03099999999998
DMA,2020-07-08,250.03099999999998
DMA,2020-07-09,250.03099999999998
DMA,2020-07-10,250.03099999999998
DMA,2020-07-11,250.03099999999998
DMA,2020-07-12,250.03099999999998
DMA,2020-07-13,250.03099999999998
DMA,2020-07-14,250.03099999999998
DMA,2020-07-15,250.03099999999998
DMA,2020-07-16,250.03099999999998
DMA,2020-07-17,250.03099999999998
DMA,2020-07-18,250.03099999999998
DMA,2020-07-19,250.03099999999998
DMA,2020-07-20,250.03099999999998
DMA,2020-07-21,250.03099999999998
DMA,2020-07-22,250.03099999999998
DMA,2020-07-23,250.03099999999998
DMA,2020-07-24,250.03099999999998
DMA,2020-07-25,250.03099999999998
DMA,2020-07-26,250.03099999999998
DNK,2019-12-31,0.0
DNK,2020-01-01,0.0
DNK,2020-01-02,0.0
DNK,2020-01-03,0.0
DNK,2020-01-04,0.0
DNK,2020-01-05,0.0
DNK,2020-01-06,0.0
DNK,2020-01-07,0.0
DNK,2020-01-08,0.0
DNK,2020-01-09,0.0
DNK,2020-01-10,0.0
DNK,2020-01-11,0.0
DNK,2020-01-12,0.0
DNK,2020-01-13,0.0
DNK,2020-01-14,0.0
DNK,2020-01-15,0.0
DNK,2020-01-16,0.0
DNK,2020-01-17,0.0
DNK,2020-01-18,0.0
DNK,2020-01-19,0.0
DNK,2020-01-20,0.0
DNK,2020-01-21,0.0
DNK,2020-01-22,0.0
DNK,2020-01-23,0.0
DNK,2020-01-24,0.0
DNK,2020-01-25,0.0
DNK,2020-01-26,0.0
DNK,2020-01-27,0.0
DNK,2020-01-28,0.0
DNK,2020-01-29,0.0
DNK,2020-01-30,0.0
DNK,2020-01-31,0.0
DNK,2020-02-01,0.0
DNK,2020-02-02,0.0
DNK,2020-02-03,0.0
DNK,2020-02-04,0.0
DNK,2020-02-05,0.0
DNK,2020-02-06,0.0
DNK,2020-02-07,0.0
DNK,2020-02-08,0.0
DNK,2020-02-09,0.0
DNK,2020-02-10,0.0
DNK,2020-02-11,0.0
DNK,2020-02-12,0.0
DNK,2020-02-13,0.0
DNK,2020-02-14,0.0
DNK,2020-02-15,0.0
DNK,2020-02-16,0.0
DNK,2020-02-17,0.0
DNK,2020-02-18,0.0
DNK,2020-02-19,0.0
DNK,2020-02-20,0.0
DNK,2020-02-21,0.0
DNK,2020-02-22,0.0
DNK,2020-02-23,0.0
DNK,2020-02-24,0.0
DNK,2020-02-25,0.0
DNK,2020-02-26,0.0
DNK,2020-02-27,0.17300000000000001
DNK,2020-02-28,0.17300000000000001
DNK,2020-02-29,0.345
DNK,2020-03-01,0.518
DNK,2020-03-02,0.691
DNK,2020-03-03,0.863
DNK,2020-03-04,1.381
DNK,2020-03-05,1.726
DNK,2020-03-06,3.4530000000000003
DNK,2020-03-07,3.971
DNK,2020-03-08,5.352
DNK,2020-03-09,6.561
DNK,2020-03-10,19.509
DNK,2020-03-11,45.57899999999999
DNK,2020-03-12,89.085
DNK,2020-03-13,116.709
DNK,2020-03-14,138.80700000000002
DNK,2020-03-15,142.778
DNK,2020-03-16,151.065
DNK,2020-03-17,160.906
DNK,2020-03-18,176.78900000000002
DNK,2020-03-19,192.5
DNK,2020-03-20,198.715
DNK,2020-03-21,216.671
DNK,2020-03-22,228.928
DNK,2020-03-23,240.84099999999998
DNK,2020-03-24,252.063
DNK,2020-03-25,274.68
DNK,2020-03-26,297.642
DNK,2020-03-27,324.056
DNK,2020-03-28,353.233
DNK,2020-03-29,379.994
DNK,2020-03-30,413.48699999999997
DNK,2020-03-31,444.908
DNK,2020-04-01,493.767
DNK,2020-04-02,536.411
DNK,2020-04-03,584.5790000000001
DNK,2020-04-04,648.631
DNK,2020-04-05,703.877
DNK,2020-04-06,754.29
DNK,2020-04-07,808.155
DNK,2020-04-08,875.487
DNK,2020-04-09,932.633
DNK,2020-04-10,972.86
DNK,2020-04-11,1004.6260000000001
DNK,2020-04-12,1035.185
DNK,2020-04-13,1065.9160000000002
DNK,2020-04-14,1090.777
DNK,2020-04-15,1124.097
DNK,2020-04-16,1153.447
DNK,2020-04-17,1187.631
DNK,2020-04-18,1221.124
DNK,2020-04-19,1250.3010000000002
DNK,2020-04-20,1274.817
DNK,2020-04-21,1297.434
DNK,2020-04-22,1328.51
DNK,2020-04-23,1365.974
DNK,2020-04-24,1393.77
DNK,2020-04-25,1417.4229999999998
DNK,2020-04-26,1457.994
DNK,2020-04-27,1480.4379999999999
DNK,2020-04-28,1501.674
DNK,2020-04-29,1528.089
DNK,2020-04-30,1555.194
DNK,2020-05-01,1581.0910000000001
DNK,2020-05-02,1607.506
DNK,2020-05-03,1624.08
DNK,2020-05-04,1644.1070000000002
DNK,2020-05-05,1669.486
DNK,2020-05-06,1695.555
DNK,2020-05-07,1723.524
DNK,2020-05-08,1740.7879999999998
DNK,2020-05-09,1764.096
DNK,2020-05-10,1781.533
DNK,2020-05-11,1800.524
DNK,2020-05-12,1815.026
DNK,2020-05-13,1828.493
DNK,2020-05-14,1841.614
DNK,2020-05-15,1849.555
DNK,2020-05-16,1863.0220000000002
DNK,2020-05-17,1874.589
DNK,2020-05-18,1886.5020000000002
DNK,2020-05-19,1893.58
DNK,2020-05-20,1906.701
DNK,2020-05-21,1919.3039999999999
DNK,2020-05-22,1930.526
DNK,2020-05-23,1938.8129999999999
DNK,2020-05-24,1948.999
DNK,2020-05-25,1961.257
DNK,2020-05-26,1965.9189999999999
DNK,2020-05-27,1972.997
DNK,2020-05-28,1981.975
DNK,2020-05-29,1987.499
DNK,2020-05-30,2001.484
DNK,2020-05-31,2008.39
DNK,2020-06-01,2014.605
DNK,2020-06-02,2019.7839999999999
DNK,2020-06-03,2025.8270000000002
DNK,2020-06-04,2032.215
DNK,2020-06-05,2039.121
DNK,2020-06-06,2050.17
DNK,2020-06-07,2058.63
DNK,2020-06-08,2062.7729999999997
DNK,2020-06-09,2065.19
DNK,2020-06-10,2071.923
DNK,2020-06-11,2074.513
DNK,2020-06-12,2077.7929999999997
DNK,2020-06-13,2088.843
DNK,2020-06-14,2095.748
DNK,2020-06-15,2105.071
DNK,2020-06-16,2109.215
DNK,2020-06-17,2114.9120000000003
DNK,2020-06-18,2122.508
DNK,2020-06-19,2131.141
DNK,2020-06-20,2139.255
DNK,2020-06-21,2139.255
DNK,2020-06-22,2139.255
DNK,2020-06-23,2162.735
DNK,2020-06-24,2168.605
DNK,2020-06-25,2177.928
DNK,2020-06-26,2181.553
DNK,2020-06-27,2188.2870000000003
DNK,2020-06-28,2188.2870000000003
DNK,2020-06-29,2188.2870000000003
DNK,2020-06-30,2201.408
DNK,2020-07-01,2204.343
DNK,2020-07-02,2208.831
DNK,2020-07-03,2212.4570000000003
DNK,2020-07-04,2215.3920000000003
DNK,2020-07-05,2215.3920000000003
DNK,2020-07-06,2215.3920000000003
DNK,2020-07-07,2223.334
DNK,2020-07-08,2225.06
DNK,2020-07-09,2227.132
DNK,2020-07-10,2229.894
DNK,2020-07-11,2235.074
DNK,2020-07-12,2235.074
DNK,2020-07-13,2235.074
DNK,2020-07-14,2250.784
DNK,2020-07-15,2254.928
DNK,2020-07-16,2260.28
DNK,2020-07-17,2265.805
DNK,2020-07-18,2274.264
DNK,2020-07-19,2274.264
DNK,2020-07-20,2274.264
DNK,2020-07-21,2289.63
DNK,2020-07-22,2296.536
DNK,2020-07-23,2304.823
DNK,2020-07-24,2311.728
DNK,2020-07-25,2320.015
DNK,2020-07-26,2320.015
DOM,2019-12-31,0.0
DOM,2020-01-01,0.0
DOM,2020-01-02,0.0
DOM,2020-01-03,0.0
DOM,2020-01-04,0.0
DOM,2020-01-05,0.0
DOM,2020-01-06,0.0
DOM,2020-01-07,0.0
DOM,2020-01-08,0.0
DOM,2020-01-09,0.0
DOM,2020-01-10,0.0
DOM,2020-01-11,0.0
DOM,2020-01-12,0.0
DOM,2020-01-13,0.0
DOM,2020-01-14,0.0
DOM,2020-01-15,0.0
DOM,2020-01-16,0.0
DOM,2020-01-17,0.0
DOM,2020-01-18,0.0
DOM,2020-01-19,0.0
DOM,2020-01-20,0.0
DOM,2020-01-21,0.0
DOM,2020-01-22,0.0
DOM,2020-01-23,0.0
DOM,2020-01-24,0.0
DOM,2020-01-25,0.0
DOM,2020-01-26,0.0
DOM,2020-01-27,0.0
DOM,2020-01-28,0.0
DOM,2020-01-29,0.0
DOM,2020-01-30,0.0
DOM,2020-01-31,0.0
DOM,2020-02-01,0.0
DOM,2020-02-02,0.0
DOM,2020-02-03,0.0
DOM,2020-02-04,0.0
DOM,2020-02-05,0.0
DOM,2020-02-06,0.0
DOM,2020-02-07,0.0
DOM,2020-02-08,0.0
DOM,2020-02-09,0.0
DOM,2020-02-10,0.0
DOM,2020-02-11,0.0
DOM,2020-02-12,0.0
DOM,2020-02-13,0.0
DOM,2020-02-14,0.0
DOM,2020-02-15,0.0
DOM,2020-02-16,0.0
DOM,2020-02-17,0.0
DOM,2020-02-18,0.0
DOM,2020-02-19,0.0
DOM,2020-02-20,0.0
DOM,2020-02-21,0.0
DOM,2020-02-22,0.0
DOM,2020-02-23,0.0
DOM,2020-02-24,0.0
DOM,2020-02-25,0.0
DOM,2020-02-26,0.0
DOM,2020-02-27,0.0
DOM,2020-02-28,0.0
DOM,2020-02-29,0.0
DOM,2020-03-01,0.0
DOM,2020-03-02,0.092
DOM,2020-03-07,0.184
DOM,2020-03-10,0.461
DOM,2020-03-14,1.014
DOM,2020-03-15,1.014
DOM,2020-03-16,1.014
DOM,2020-03-17,1.014
DOM,2020-03-18,1.014
DOM,2020-03-19,1.936
DOM,2020-03-20,1.936
DOM,2020-03-21,3.134
DOM,2020-03-22,10.325
DOM,2020-03-23,18.621
DOM,2020-03-24,22.585
DOM,2020-03-25,28.761
DOM,2020-03-26,36.135999999999996
DOM,2020-03-27,44.986000000000004
DOM,2020-03-28,53.559
DOM,2020-03-29,66.28
DOM,2020-03-30,79.186
DOM,2020-03-31,83.05799999999999
DOM,2020-04-01,102.23200000000001
DOM,2020-04-02,118.36399999999999
DOM,2020-04-03,127.214
DOM,2020-04-04,137.16899999999998
DOM,2020-04-05,145.466
DOM,2020-04-06,160.861
DOM,2020-04-07,168.512
DOM,2020-04-08,180.31099999999998
DOM,2020-04-09,194.6
DOM,2020-04-10,216.54
DOM,2020-04-11,241.521
DOM,2020-04-12,254.335
DOM,2020-04-13,273.509
DOM,2020-04-14,291.94599999999997
DOM,2020-04-15,302.916
DOM,2020-04-16,333.152
DOM,2020-04-17,346.15
DOM,2020-04-18,380.35
DOM,2020-04-19,399.616
DOM,2020-04-20,431.42
DOM,2020-04-21,457.6
DOM,2020-04-22,464.975
DOM,2020-04-23,488.574
DOM,2020-04-24,510.974
DOM,2020-04-25,529.964
DOM,2020-04-26,546.281
DOM,2020-04-27,565.547
DOM,2020-04-28,565.547
DOM,2020-04-29,591.451
DOM,2020-04-30,613.206
DOM,2020-05-01,642.705
DOM,2020-05-02,671.835
DOM,2020-05-03,698.568
DOM,2020-05-04,733.2289999999999
DOM,2020-05-05,759.133
DOM,2020-05-06,781.7180000000001
DOM,2020-05-07,811.862
DOM,2020-05-08,838.4110000000001
DOM,2020-05-09,864.314
DOM,2020-05-10,910.959
DOM,2020-05-11,953.825
DOM,2020-05-12,980.2819999999999
DOM,2020-05-13,1004.802
DOM,2020-05-14,1032.089
DOM,2020-05-15,1043.52
DOM,2020-05-16,1082.145
DOM,2020-05-17,1096.3410000000001
DOM,2020-05-18,1135.15
DOM,2020-05-19,1173.038
DOM,2020-05-20,1218.945
DOM,2020-05-21,1242.36
DOM,2020-05-22,1258.953
DOM,2020-05-23,1289.558
DOM,2020-05-24,1329.473
DOM,2020-05-25,1329.473
DOM,2020-05-26,1389.485
DOM,2020-05-27,1407.092
DOM,2020-05-28,1449.404
DOM,2020-05-29,1481.2079999999999
DOM,2020-05-30,1523.889
DOM,2020-05-31,1558.642
DOM,2020-06-01,1593.395
DOM,2020-06-02,1619.852
DOM,2020-06-03,1636.445
DOM,2020-06-04,1662.994
DOM,2020-06-05,1688.713
DOM,2020-06-06,1724.5729999999999
DOM,2020-06-07,1769.4660000000001
DOM,2020-06-08,1806.8010000000002
DOM,2020-06-09,1855.289
DOM,2020-06-10,1881.93
DOM,2020-06-11,1918.1589999999999
DOM,2020-06-12,1976.142
DOM,2020-06-13,2028.779
DOM,2020-06-14,2080.771
DOM,2020-06-15,2116.722
DOM,2020-06-16,2145.2070000000003
DOM,2020-06-17,2183.4629999999997
DOM,2020-06-18,2222.0879999999997
DOM,2020-06-19,2271.867
DOM,2020-06-20,2310.861
DOM,2020-06-21,2376.312
DOM,2020-06-22,2459.185
DOM,2020-06-23,2523.0679999999998
DOM,2020-06-24,2575.244
DOM,2020-06-25,2639.312
DOM,2020-06-26,2686.325
DOM,2020-06-27,2743.756
DOM,2020-06-28,2822.573
DOM,2020-06-29,2892.079
DOM,2020-06-30,2932.917
DOM,2020-07-01,3002.239
DOM,2020-07-02,3077.737
DOM,2020-07-03,3152.406
DOM,2020-07-04,3240.073
DOM,2020-07-05,3335.575
DOM,2020-07-06,3449.975
DOM,2020-07-07,3514.78
DOM,2020-07-08,3542.62
DOM,2020-07-09,3649.369
DOM,2020-07-10,3760.173
DOM,2020-07-11,3863.88
DOM,2020-07-12,3974.408
DOM,2020-07-13,4105.125
DOM,2020-07-14,4194.912
DOM,2020-07-15,4268.567
DOM,2020-07-16,4394.4890000000005
DOM,2020-07-17,4493.31
DOM,2020-07-18,4619.602
DOM,2020-07-19,4749.212
DOM,2020-07-20,4872.37
DOM,2020-07-21,4973.8640000000005
DOM,2020-07-22,5051.391
DOM,2020-07-23,5166.251
DOM,2020-07-24,5311.164000000001
DOM,2020-07-25,5445.937
DOM,2020-07-26,5613.619000000001
DZA,2019-12-31,0.0
DZA,2020-01-01,0.0
DZA,2020-01-02,0.0
DZA,2020-01-03,0.0
DZA,2020-01-04,0.0
DZA,2020-01-05,0.0
DZA,2020-01-06,0.0
DZA,2020-01-07,0.0
DZA,2020-01-08,0.0
DZA,2020-01-09,0.0
DZA,2020-01-10,0.0
DZA,2020-01-11,0.0
DZA,2020-01-12,0.0
DZA,2020-01-13,0.0
DZA,2020-01-14,0.0
DZA,2020-01-15,0.0
DZA,2020-01-16,0.0
DZA,2020-01-17,0.0
DZA,2020-01-18,0.0
DZA,2020-01-19,0.0
DZA,2020-01-20,0.0
DZA,2020-01-21,0.0
DZA,2020-01-22,0.0
DZA,2020-01-23,0.0
DZA,2020-01-24,0.0
DZA,2020-01-25,0.0
DZA,2020-01-26,0.0
DZA,2020-01-27,0.0
DZA,2020-01-28,0.0
DZA,2020-01-29,0.0
DZA,2020-01-30,0.0
DZA,2020-01-31,0.0
DZA,2020-02-01,0.0
DZA,2020-02-02,0.0
DZA,2020-02-03,0.0
DZA,2020-02-04,0.0
DZA,2020-02-05,0.0
