iso_code,country,date,owid_new_cases_per_million
AFG,Afghanistan,2020-02-24,0.126
AFG,Afghanistan,2020-02-25,0.0
AFG,Afghanistan,2020-02-26,0.0
AFG,Afghanistan,2020-02-27,0.0
AFG,Afghanistan,2020-02-28,0.0
AFG,Afghanistan,2020-02-29,0.0
AFG,Afghanistan,2020-03-01,0.0
AFG,Afghanistan,2020-03-02,0.0
AFG,Afghanistan,2020-03-03,0.0
AFG,Afghanistan,2020-03-04,0.0
AFG,Afghanistan,2020-03-05,0.0
AFG,Afghanistan,2020-03-06,0.0
AFG,Afghanistan,2020-03-07,0.075
AFG,Afghanistan,2020-03-08,0.0
AFG,Afghanistan,2020-03-09,0.0
AFG,Afghanistan,2020-03-10,0.0
AFG,Afghanistan,2020-03-11,0.075
AFG,Afghanistan,2020-03-12,0.0
AFG,Afghanistan,2020-03-13,0.0
AFG,Afghanistan,2020-03-14,0.075
AFG,Afghanistan,2020-03-15,0.151
AFG,Afghanistan,2020-03-16,0.126
AFG,Afghanistan,2020-03-17,0.025
AFG,Afghanistan,2020-03-18,0.0
AFG,Afghanistan,2020-03-19,0.0
AFG,Afghanistan,2020-03-20,-0.05
AFG,Afghanistan,2020-03-21,0.0
AFG,Afghanistan,2020-03-22,0.251
AFG,Afghanistan,2020-03-23,0.151
AFG,Afghanistan,2020-03-24,0.05
AFG,Afghanistan,2020-03-25,0.803
AFG,Afghanistan,2020-03-26,0.151
AFG,Afghanistan,2020-03-27,0.276
AFG,Afghanistan,2020-03-28,0.377
AFG,Afghanistan,2020-03-29,0.201
AFG,Afghanistan,2020-03-30,0.0
AFG,Afghanistan,2020-03-31,1.305
AFG,Afghanistan,2020-04-01,0.653
AFG,Afghanistan,2020-04-02,1.079
AFG,Afghanistan,2020-04-03,0.854
AFG,Afghanistan,2020-04-04,0.025
AFG,Afghanistan,2020-04-05,0.728
AFG,Afghanistan,2020-04-06,0.954
AFG,Afghanistan,2020-04-07,0.753
AFG,Afghanistan,2020-04-08,1.406
AFG,Afghanistan,2020-04-09,0.527
AFG,Afghanistan,2020-04-10,1.933
AFG,Afghanistan,2020-04-11,0.0
AFG,Afghanistan,2020-04-12,0.854
AFG,Afghanistan,2020-04-13,1.305
AFG,Afghanistan,2020-04-14,1.456
AFG,Afghanistan,2020-04-15,2.636
AFG,Afghanistan,2020-04-16,0.602
AFG,Afghanistan,2020-04-17,1.28
AFG,Afghanistan,2020-04-18,1.582
AFG,Afghanistan,2020-04-19,0.628
AFG,Afghanistan,2020-04-20,1.582
AFG,Afghanistan,2020-04-21,0.753
AFG,Afghanistan,2020-04-22,1.657
AFG,Afghanistan,2020-04-23,2.109
AFG,Afghanistan,2020-04-24,1.255
AFG,Afghanistan,2020-04-25,2.611
AFG,Afghanistan,2020-04-26,3.339
AFG,Afghanistan,2020-04-27,1.707
AFG,Afghanistan,2020-04-28,4.318
AFG,Afghanistan,2020-04-29,3.113
AFG,Afghanistan,2020-04-30,0.0
AFG,Afghanistan,2020-05-01,8.636
AFG,Afghanistan,2020-05-02,7.481
AFG,Afghanistan,2020-05-03,0.0
AFG,Afghanistan,2020-05-04,0.0
AFG,Afghanistan,2020-05-05,0.0
AFG,Afghanistan,2020-05-06,18.953
AFG,Afghanistan,2020-05-07,4.217
AFG,Afghanistan,2020-05-08,4.293
AFG,Afghanistan,2020-05-09,0.0
AFG,Afghanistan,2020-05-10,21.062
AFG,Afghanistan,2020-05-11,6.577
AFG,Afghanistan,2020-05-12,7.606
AFG,Afghanistan,2020-05-13,0.0
AFG,Afghanistan,2020-05-14,9.338
AFG,Afghanistan,2020-05-15,17.924
AFG,Afghanistan,2020-05-16,8.761
AFG,Afghanistan,2020-05-17,5.849
AFG,Afghanistan,2020-05-18,10.97
AFG,Afghanistan,2020-05-19,14.635
AFG,Afghanistan,2020-05-20,12.301
AFG,Afghanistan,2020-05-21,13.33
AFG,Afghanistan,2020-05-22,13.556
AFG,Afghanistan,2020-05-23,18.476
AFG,Afghanistan,2020-05-24,17.974
AFG,Afghanistan,2020-05-25,12.853
AFG,Afghanistan,2020-05-26,18.501
AFG,Afghanistan,2020-05-27,13.757
AFG,Afghanistan,2020-05-28,15.991
AFG,Afghanistan,2020-05-29,16.141
AFG,Afghanistan,2020-05-30,19.681
AFG,Afghanistan,2020-05-31,16.342
AFG,Afghanistan,2020-06-01,16.468
AFG,Afghanistan,2020-06-02,18.627
AFG,Afghanistan,2020-06-03,19.455
AFG,Afghanistan,2020-06-04,15.664
AFG,Afghanistan,2020-06-05,27.061
AFG,Afghanistan,2020-06-06,14.61
AFG,Afghanistan,2020-06-07,19.857
AFG,Afghanistan,2020-06-08,14.434
AFG,Afghanistan,2020-06-09,7.657
AFG,Afghanistan,2020-06-10,23.095
AFG,Afghanistan,2020-06-11,18.777
AFG,Afghanistan,2020-06-12,16.468
AFG,Afghanistan,2020-06-13,13.957
AFG,Afghanistan,2020-06-14,16.669
AFG,Afghanistan,2020-06-15,19.104
AFG,Afghanistan,2020-06-16,2.661
AFG,Afghanistan,2020-06-17,31.153
AFG,Afghanistan,2020-06-18,11.623
AFG,Afghanistan,2020-06-19,13.581
AFG,Afghanistan,2020-06-20,10.518
AFG,Afghanistan,2020-06-21,13.455
AFG,Afghanistan,2020-06-22,7.782
AFG,Afghanistan,2020-06-23,8.485
AFG,Afghanistan,2020-06-24,3.991
AFG,Afghanistan,2020-06-25,13.43
AFG,Afghanistan,2020-06-26,2.134
AFG,Afghanistan,2020-06-27,8.937
AFG,Afghanistan,2020-06-28,8.811
AFG,Afghanistan,2020-06-29,6.803
AFG,Afghanistan,2020-06-30,3.037
AFG,Afghanistan,2020-07-01,10.117
AFG,Afghanistan,2020-07-02,6.527
AFG,Afghanistan,2020-07-03,7.581
AFG,Afghanistan,2020-07-04,8.736
AFG,Afghanistan,2020-07-05,7.004
AFG,Afghanistan,2020-07-06,2.837
AFG,Afghanistan,2020-07-07,8.033
AFG,Afghanistan,2020-07-08,5.272
AFG,Afghanistan,2020-07-09,1.481
AFG,Afghanistan,2020-07-10,13.581
AFG,Afghanistan,2020-07-11,3.941
AFG,Afghanistan,2020-07-12,2.51
AFG,Afghanistan,2020-07-13,0.1
AFG,Afghanistan,2020-07-14,7.154
AFG,Afghanistan,2020-07-15,5.021
AFG,Afghanistan,2020-07-16,3.263
AFG,Afghanistan,2020-07-17,3.991
AFG,Afghanistan,2020-07-18,1.506
AFG,Afghanistan,2020-07-19,4.669
AFG,Afghanistan,2020-07-20,0.854
AFG,Afghanistan,2020-07-21,2.661
AFG,Afghanistan,2020-07-22,2.812
AFG,Afghanistan,2020-07-23,4.719
AFG,Afghanistan,2020-07-24,1.657
AFG,Afghanistan,2020-07-25,1.381
AFG,Afghanistan,2020-07-26,3.037
AFG,Afghanistan,2020-07-27,2.661
AFG,Afghanistan,2020-07-28,2.636
AFG,Afghanistan,2020-07-29,2.586
AFG,Afghanistan,2020-07-30,1.782
AFG,Afghanistan,2020-07-31,0.0
AFG,Afghanistan,2020-08-01,4.217
AFG,Afghanistan,2020-08-02,0.0
AFG,Afghanistan,2020-08-03,0.0
AFG,Afghanistan,2020-08-04,0.929
AFG,Afghanistan,2020-08-05,2.058
AFG,Afghanistan,2020-08-06,1.682
AFG,Afghanistan,2020-08-07,1.029
AFG,Afghanistan,2020-08-08,1.958
AFG,Afghanistan,2020-08-09,0.979
AFG,Afghanistan,2020-08-10,0.0
AFG,Afghanistan,2020-08-11,5.397
AFG,Afghanistan,2020-08-12,1.908
AFG,Afghanistan,2020-08-13,1.983
AFG,Afghanistan,2020-08-14,0.176
AFG,Afghanistan,2020-08-15,3.012
AFG,Afghanistan,2020-08-16,1.13
AFG,Afghanistan,2020-08-17,0.0
AFG,Afghanistan,2020-08-18,0.075
AFG,Afghanistan,2020-08-19,0.0
AFG,Afghanistan,2020-08-20,4.017
AFG,Afghanistan,2020-08-21,2.435
AFG,Afghanistan,2020-08-22,0.954
AFG,Afghanistan,2020-08-23,1.481
AFG,Afghanistan,2020-08-24,1.155
AFG,Afghanistan,2020-08-25,1.782
AFG,Afghanistan,2020-08-26,1.079
AFG,Afghanistan,2020-08-27,0.402
AFG,Afghanistan,2020-08-28,0.276
AFG,Afghanistan,2020-08-29,0.075
AFG,Afghanistan,2020-08-30,0.0
AFG,Afghanistan,2020-08-31,0.477
AFG,Afghanistan,2020-09-01,0.854
AFG,Afghanistan,2020-09-02,1.18
AFG,Afghanistan,2020-09-03,1.13
AFG,Afghanistan,2020-09-04,0.0
AFG,Afghanistan,2020-09-05,0.402
AFG,Afghanistan,2020-09-06,2.36
AFG,Afghanistan,2020-09-07,2.41
AFG,Afghanistan,2020-09-08,0.653
AFG,Afghanistan,2020-09-09,0.602
AFG,Afghanistan,2020-09-10,0.703
AFG,Afghanistan,2020-09-11,0.854
AFG,Afghanistan,2020-09-12,0.879
AFG,Afghanistan,2020-09-13,1.883
AFG,Afghanistan,2020-09-14,1.406
AFG,Afghanistan,2020-09-15,1.079
AFG,Afghanistan,2020-09-16,1.004
AFG,Afghanistan,2020-09-17,0.427
AFG,Afghanistan,2020-09-18,0.276
AFG,Afghanistan,2020-09-19,0.904
AFG,Afghanistan,2020-09-20,3.138
AFG,Afghanistan,2020-09-21,0.753
AFG,Afghanistan,2020-09-22,0.552
AFG,Afghanistan,2020-09-23,1.23
AFG,Afghanistan,2020-09-24,0.628
AFG,Afghanistan,2020-09-25,0.402
AFG,Afghanistan,2020-09-26,0.151
AFG,Afghanistan,2020-09-27,0.879
AFG,Afghanistan,2020-09-28,0.301
AFG,Afghanistan,2020-09-29,0.377
AFG,Afghanistan,2020-09-30,0.351
AFG,Afghanistan,2020-10-01,0.427
AFG,Afghanistan,2020-10-02,0.126
AFG,Afghanistan,2020-10-03,0.176
AFG,Afghanistan,2020-10-04,1.105
AFG,Afghanistan,2020-10-05,2.033
AFG,Afghanistan,2020-10-06,1.607
AFG,Afghanistan,2020-10-07,1.556
AFG,Afghanistan,2020-10-08,1.707
AFG,Afghanistan,2020-10-09,1.933
AFG,Afghanistan,2020-10-10,0.251
AFG,Afghanistan,2020-10-11,2.41
AFG,Afghanistan,2020-10-12,1.782
AFG,Afghanistan,2020-10-13,1.456
AFG,Afghanistan,2020-10-14,1.657
AFG,Afghanistan,2020-10-15,0.803
AFG,Afghanistan,2020-10-16,1.18
AFG,Afghanistan,2020-10-17,1.707
AFG,Afghanistan,2020-10-18,1.481
AFG,Afghanistan,2020-10-19,2.184
AFG,Afghanistan,2020-10-20,2.209
AFG,Afghanistan,2020-10-21,0.0
AFG,Afghanistan,2020-10-22,1.23
AFG,Afghanistan,2020-10-23,2.912
AFG,Afghanistan,2020-10-24,1.531
AFG,Afghanistan,2020-10-25,2.033
AFG,Afghanistan,2020-10-26,1.632
AFG,Afghanistan,2020-10-27,2.611
AFG,Afghanistan,2020-10-28,2.385
AFG,Afghanistan,2020-10-29,2.837
AFG,Afghanistan,2020-10-30,3.088
AFG,Afghanistan,2020-10-31,1.657
AFG,Afghanistan,2020-11-01,2.284
AFG,Afghanistan,2020-11-02,1.908
AFG,Afghanistan,2020-11-03,3.314
AFG,Afghanistan,2020-11-04,2.385
AFG,Afghanistan,2020-11-05,2.159
AFG,Afghanistan,2020-11-06,3.037
AFG,Afghanistan,2020-11-07,1.004
AFG,Afghanistan,2020-11-08,1.456
AFG,Afghanistan,2020-11-09,3.163
AFG,Afghanistan,2020-11-10,3.464
AFG,Afghanistan,2020-11-11,4.167
AFG,Afghanistan,2020-11-12,3.665
AFG,Afghanistan,2020-11-13,4.669
AFG,Afghanistan,2020-11-14,4.368
AFG,Afghanistan,2020-11-15,1.657
AFG,Afghanistan,2020-11-16,5.146
AFG,Afghanistan,2020-11-17,4.092
AFG,Afghanistan,2020-11-18,5.648
AFG,Afghanistan,2020-11-19,5.598
AFG,Afghanistan,2020-11-20,9.464
AFG,Afghanistan,2020-11-21,5.397
AFG,Afghanistan,2020-11-22,1.506
AFG,Afghanistan,2020-11-23,5.096
AFG,Afghanistan,2020-11-24,7.079
AFG,Afghanistan,2020-11-25,7.28
AFG,Afghanistan,2020-11-26,5.322
AFG,Afghanistan,2020-11-27,5.673
AFG,Afghanistan,2020-11-28,3.088
AFG,Afghanistan,2020-11-29,3.188
AFG,Afghanistan,2020-11-30,6.251
AFG,Afghanistan,2020-12-01,7.104
AFG,Afghanistan,2020-12-02,5.498
AFG,Afghanistan,2020-12-03,6.602
AFG,Afghanistan,2020-12-04,6.979
AFG,Afghanistan,2020-12-05,3.263
AFG,Afghanistan,2020-12-06,6.351
AFG,Afghanistan,2020-12-07,6.527
AFG,Afghanistan,2020-12-08,5.899
AFG,Afghanistan,2020-12-09,5.774
AFG,Afghanistan,2020-12-10,4.368
AFG,Afghanistan,2020-12-11,5.347
AFG,Afghanistan,2020-12-12,1.833
AFG,Afghanistan,2020-12-13,3.163
AFG,Afghanistan,2020-12-14,8.058
AFG,Afghanistan,2020-12-15,5.297
AFG,Afghanistan,2020-12-16,5.498
AFG,Afghanistan,2020-12-17,5.623
AFG,Afghanistan,2020-12-18,6.903
AFG,Afghanistan,2020-12-19,6.376
AFG,Afghanistan,2020-12-20,2.008
AFG,Afghanistan,2020-12-21,3.565
AFG,Afghanistan,2020-12-22,5.272
AFG,Afghanistan,2020-12-23,4.569
AFG,Afghanistan,2020-12-24,7.205
AFG,Afghanistan,2020-12-25,5.975
AFG,Afghanistan,2020-12-26,4.242
AFG,Afghanistan,2020-12-27,2.109
AFG,Afghanistan,2020-12-28,3.991
AFG,Afghanistan,2020-12-29,3.514
AFG,Afghanistan,2020-12-30,4.594
AFG,Afghanistan,2020-12-31,0.0
AFG,Afghanistan,2021-01-01,4.594
AFG,Afghanistan,2021-01-02,1.833
AFG,Afghanistan,2021-01-03,3.088
AFG,Afghanistan,2021-01-04,5.021
AFG,Afghanistan,2021-01-05,2.561
AFG,Afghanistan,2021-01-06,2.36
AFG,Afghanistan,2021-01-07,2.561
AFG,Afghanistan,2021-01-08,3.138
AFG,Afghanistan,2021-01-09,1.707
AFG,Afghanistan,2021-01-10,2.234
AFG,Afghanistan,2021-01-11,1.23
AFG,Afghanistan,2021-01-12,1.155
AFG,Afghanistan,2021-01-13,2.661
AFG,Afghanistan,2021-01-14,2.134
AFG,Afghanistan,2021-01-15,1.406
AFG,Afghanistan,2021-01-16,2.686
AFG,Afghanistan,2021-01-17,1.155
AFG,Afghanistan,2021-01-18,1.958
AFG,Afghanistan,2021-01-19,1.983
AFG,Afghanistan,2021-01-20,3.439
AFG,Afghanistan,2021-01-21,3.138
AFG,Afghanistan,2021-01-22,2.008
AFG,Afghanistan,2021-01-23,1.908
AFG,Afghanistan,2021-01-24,0.904
AFG,Afghanistan,2021-01-25,1.933
AFG,Afghanistan,2021-01-26,1.958
AFG,Afghanistan,2021-01-27,2.611
AFG,Afghanistan,2021-01-28,0.929
AFG,Afghanistan,2021-01-29,1.205
AFG,Afghanistan,2021-01-30,1.732
AFG,Afghanistan,2021-01-31,0.377
AFG,Afghanistan,2021-02-01,0.904
AFG,Afghanistan,2021-02-02,1.556
AFG,Afghanistan,2021-02-03,1.33
AFG,Afghanistan,2021-02-04,1.431
AFG,Afghanistan,2021-02-05,0.854
AFG,Afghanistan,2021-02-06,1.632
AFG,Afghanistan,2021-02-07,0.126
AFG,Afghanistan,2021-02-08,0.602
AFG,Afghanistan,2021-02-09,0.628
AFG,Afghanistan,2021-02-10,0.452
AFG,Afghanistan,2021-02-11,0.452
AFG,Afghanistan,2021-02-12,0.628
AFG,Afghanistan,2021-02-13,0.703
AFG,Afghanistan,2021-02-14,0.477
AFG,Afghanistan,2021-02-15,0.552
AFG,Afghanistan,2021-02-16,0.1
AFG,Afghanistan,2021-02-17,0.552
AFG,Afghanistan,2021-02-18,0.427
AFG,Afghanistan,2021-02-19,0.452
AFG,Afghanistan,2021-02-20,0.126
AFG,Afghanistan,2021-02-21,0.602
AFG,Afghanistan,2021-02-22,0.326
AFG,Afghanistan,2021-02-23,0.728
AFG,Afghanistan,2021-02-24,0.452
AFG,Afghanistan,2021-02-25,0.402
AFG,Afghanistan,2021-02-26,0.402
AFG,Afghanistan,2021-02-27,0.276
AFG,Afghanistan,2021-02-28,0.176
AFG,Afghanistan,2021-03-01,0.477
AFG,Afghanistan,2021-03-02,0.653
AFG,Afghanistan,2021-03-03,0.276
AFG,Afghanistan,2021-03-04,0.126
AFG,Afghanistan,2021-03-05,1.305
AFG,Afghanistan,2021-03-06,0.326
AFG,Afghanistan,2021-03-07,0.176
AFG,Afghanistan,2021-03-08,0.728
AFG,Afghanistan,2021-03-09,0.0
AFG,Afghanistan,2021-03-10,0.452
AFG,Afghanistan,2021-03-11,0.577
AFG,Afghanistan,2021-03-12,1.054
AFG,Afghanistan,2021-03-13,0.0
AFG,Afghanistan,2021-03-14,0.653
AFG,Afghanistan,2021-03-15,0.0
AFG,Afghanistan,2021-03-16,0.251
AFG,Afghanistan,2021-03-17,0.527
AFG,Afghanistan,2021-03-18,0.703
AFG,Afghanistan,2021-03-19,0.628
AFG,Afghanistan,2021-03-20,0.602
AFG,Afghanistan,2021-03-21,0.251
AFG,Afghanistan,2021-03-22,1.255
AFG,Afghanistan,2021-03-23,0.602
AFG,Afghanistan,2021-03-24,0.377
AFG,Afghanistan,2021-03-25,0.854
AFG,Afghanistan,2021-03-26,0.703
AFG,Afghanistan,2021-03-27,0.904
AFG,Afghanistan,2021-03-28,0.1
AFG,Afghanistan,2021-03-29,0.703
AFG,Afghanistan,2021-03-30,1.556
AFG,Afghanistan,2021-03-31,1.757
AFG,Afghanistan,2021-04-01,1.582
AFG,Afghanistan,2021-04-02,1.381
AFG,Afghanistan,2021-04-03,0.577
AFG,Afghanistan,2021-04-04,2.033
AFG,Afghanistan,2021-04-05,1.029
AFG,Afghanistan,2021-04-06,1.556
AFG,Afghanistan,2021-04-07,2.36
AFG,Afghanistan,2021-04-08,1.757
AFG,Afghanistan,2021-04-09,1.908
AFG,Afghanistan,2021-04-10,3.138
AFG,Afghanistan,2021-04-11,0.402
AFG,Afghanistan,2021-04-12,2.058
AFG,Afghanistan,2021-04-13,3.063
AFG,Afghanistan,2021-04-14,3.213
AFG,Afghanistan,2021-04-15,1.054
AFG,Afghanistan,2021-04-16,1.958
AFG,Afghanistan,2021-04-17,2.736
AFG,Afghanistan,2021-04-18,1.807
AFG,Afghanistan,2021-04-19,2.636
AFG,Afghanistan,2021-04-20,3.489
AFG,Afghanistan,2021-04-21,4.443
AFG,Afghanistan,2021-04-22,2.46
AFG,Afghanistan,2021-04-23,5.774
AFG,Afghanistan,2021-04-24,4.719
AFG,Afghanistan,2021-04-25,2.837
AFG,Afghanistan,2021-04-26,4.318
AFG,Afghanistan,2021-04-27,5.272
AFG,Afghanistan,2021-04-28,3.64
AFG,Afghanistan,2021-04-29,5.171
AFG,Afghanistan,2021-04-30,4.242
AFG,Afghanistan,2021-05-01,4.87
AFG,Afghanistan,2021-05-02,4.594
AFG,Afghanistan,2021-05-03,4.468
AFG,Afghanistan,2021-05-04,6.602
AFG,Afghanistan,2021-05-05,5.874
AFG,Afghanistan,2021-05-06,9.163
AFG,Afghanistan,2021-05-07,7.355
AFG,Afghanistan,2021-05-08,7.531
AFG,Afghanistan,2021-05-09,2.184
AFG,Afghanistan,2021-05-10,5.548
AFG,Afghanistan,2021-05-11,8.535
AFG,Afghanistan,2021-05-12,7.908
AFG,Afghanistan,2021-05-13,8.209
AFG,Afghanistan,2021-05-14,7.782
AFG,Afghanistan,2021-05-15,1.431
AFG,Afghanistan,2021-05-16,1.807
AFG,Afghanistan,2021-05-17,2.862
AFG,Afghanistan,2021-05-18,5.548
AFG,Afghanistan,2021-05-19,7.606
AFG,Afghanistan,2021-05-20,11.372
AFG,Afghanistan,2021-05-21,12.677
AFG,Afghanistan,2021-05-22,10.192
AFG,Afghanistan,2021-05-23,6.075
AFG,Afghanistan,2021-05-24,13.731
AFG,Afghanistan,2021-05-25,15.765
AFG,Afghanistan,2021-05-26,21.087
AFG,Afghanistan,2021-05-27,15.639
AFG,Afghanistan,2021-05-28,19.179
AFG,Afghanistan,2021-05-29,24.626
AFG,Afghanistan,2021-05-30,16.317
AFG,Afghanistan,2021-05-31,27.036
AFG,Afghanistan,2021-06-01,28.593
AFG,Afghanistan,2021-06-02,26.333
AFG,Afghanistan,2021-06-03,27.438
AFG,Afghanistan,2021-06-04,37.881
AFG,Afghanistan,2021-06-05,33.513
AFG,Afghanistan,2021-06-06,31.655
AFG,Afghanistan,2021-06-07,40.592
AFG,Afghanistan,2021-06-08,37.278
AFG,Afghanistan,2021-06-09,43.278
AFG,Afghanistan,2021-06-10,46.24
AFG,Afghanistan,2021-06-11,45.788
AFG,Afghanistan,2021-06-12,25.706
AFG,Afghanistan,2021-06-13,28.141
AFG,Afghanistan,2021-06-14,40.09
AFG,Afghanistan,2021-06-15,45.537
AFG,Afghanistan,2021-06-16,0.402
AFG,Afghanistan,2021-06-17,81.41
AFG,Afghanistan,2021-06-18,55.303
AFG,Afghanistan,2021-06-19,44.86
AFG,Afghanistan,2021-06-20,34.768
AFG,Afghanistan,2021-06-21,50.106
AFG,Afghanistan,2021-06-22,46.366
AFG,Afghanistan,2021-06-23,55.428
AFG,Afghanistan,2021-06-24,39.538
AFG,Afghanistan,2021-06-25,51.713
AFG,Afghanistan,2021-06-26,38.458
AFG,Afghanistan,2021-06-27,27.513
AFG,Afghanistan,2021-06-28,38.433
AFG,Afghanistan,2021-06-29,35.32
AFG,Afghanistan,2021-06-30,37.68
AFG,Afghanistan,2021-07-01,39.086
AFG,Afghanistan,2021-07-02,48.7
AFG,Afghanistan,2021-07-03,33.362
AFG,Afghanistan,2021-07-04,31.705
AFG,Afghanistan,2021-07-05,29.848
AFG,Afghanistan,2021-07-06,38.333
AFG,Afghanistan,2021-07-07,39.086
AFG,Afghanistan,2021-07-08,27.413
AFG,Afghanistan,2021-07-09,36.977
AFG,Afghanistan,2021-07-10,29.898
AFG,Afghanistan,2021-07-11,20.108
AFG,Afghanistan,2021-07-12,26.986
AFG,Afghanistan,2021-07-13,31.028
AFG,Afghanistan,2021-07-14,18.928
AFG,Afghanistan,2021-07-15,30.375
AFG,Afghanistan,2021-07-16,30.074
AFG,Afghanistan,2021-07-17,29.446
AFG,Afghanistan,2021-07-18,9.489
AFG,Afghanistan,2021-07-19,22.518
AFG,Afghanistan,2021-07-20,22.97
AFG,Afghanistan,2021-07-21,8.736
AFG,Afghanistan,2021-07-22,10.568
AFG,Afghanistan,2021-07-23,6.426
AFG,Afghanistan,2021-07-24,5.698
AFG,Afghanistan,2021-07-25,5.146
AFG,Afghanistan,2021-07-26,10.393
AFG,Afghanistan,2021-07-27,18.15
AFG,Afghanistan,2021-07-28,13.656
AFG,Afghanistan,2021-07-29,11.146
AFG,Afghanistan,2021-07-30,13.229
AFG,Afghanistan,2021-07-31,15.84
AFG,Afghanistan,2021-08-01,8.711
AFG,Afghanistan,2021-08-02,12.15
AFG,Afghanistan,2021-08-03,14.736
AFG,Afghanistan,2021-08-04,9.062
AFG,Afghanistan,2021-08-05,10.744
AFG,Afghanistan,2021-08-06,11.271
AFG,Afghanistan,2021-08-07,10.794
AFG,Afghanistan,2021-08-08,5.473
AFG,Afghanistan,2021-08-09,8.033
AFG,Afghanistan,2021-08-10,5.899
AFG,Afghanistan,2021-08-11,6.979
AFG,Afghanistan,2021-08-12,6.828
AFG,Afghanistan,2021-08-13,5.196
AFG,Afghanistan,2021-08-14,4.293
AFG,Afghanistan,2021-08-15,2.31
AFG,Afghanistan,2021-08-16,2.736
AFG,Afghanistan,2021-08-17,2.535
AFG,Afghanistan,2021-08-18,3.012
AFG,Afghanistan,2021-08-19,1.205
AFG,Afghanistan,2021-08-20,0.929
AFG,Afghanistan,2021-08-21,1.23
AFG,Afghanistan,2021-08-22,0.351
AFG,Afghanistan,2021-08-23,1.807
AFG,Afghanistan,2021-08-24,1.933
AFG,Afghanistan,2021-08-25,1.556
AFG,Afghanistan,2021-08-26,2.51
AFG,Afghanistan,2021-08-27,3.464
AFG,Afghanistan,2021-08-28,1.18
AFG,Afghanistan,2021-08-29,0.653
AFG,Afghanistan,2021-08-30,2.887
AFG,Afghanistan,2021-08-31,1.807
AFG,Afghanistan,2021-09-01,1.004
AFG,Afghanistan,2021-09-02,1.155
AFG,Afghanistan,2021-09-03,1.732
AFG,Afghanistan,2021-09-04,0.502
AFG,Afghanistan,2021-09-05,0.703
AFG,Afghanistan,2021-09-06,2.786
AFG,Afghanistan,2021-09-07,2.31
AFG,Afghanistan,2021-09-08,2.761
AFG,Afghanistan,2021-09-09,2.611
AFG,Afghanistan,2021-09-10,3.063
AFG,Afghanistan,2021-09-11,0.502
AFG,Afghanistan,2021-09-12,0.201
AFG,Afghanistan,2021-09-13,2.611
AFG,Afghanistan,2021-09-14,2.159
AFG,Afghanistan,2021-09-15,2.586
AFG,Afghanistan,2021-09-16,1.958
AFG,Afghanistan,2021-09-17,3.163
AFG,Afghanistan,2021-09-18,0.0
AFG,Afghanistan,2021-09-19,0.0
AFG,Afghanistan,2021-09-20,2.46
AFG,Afghanistan,2021-09-21,3.188
AFG,Afghanistan,2021-09-22,1.13
AFG,Afghanistan,2021-09-23,1.079
AFG,Afghanistan,2021-09-24,4.017
AFG,Afghanistan,2021-09-25,0.0
AFG,Afghanistan,2021-09-26,0.0
AFG,Afghanistan,2021-09-27,2.812
AFG,Afghanistan,2021-09-28,0.527
AFG,Afghanistan,2021-09-29,0.879
AFG,Afghanistan,2021-09-30,1.155
AFG,Afghanistan,2021-10-01,0.427
AFG,Afghanistan,2021-10-02,0.0
AFG,Afghanistan,2021-10-03,0.0
AFG,Afghanistan,2021-10-04,2.41
AFG,Afghanistan,2021-10-05,0.552
AFG,Afghanistan,2021-10-06,1.782
AFG,Afghanistan,2021-10-07,1.23
AFG,Afghanistan,2021-10-08,0.477
AFG,Afghanistan,2021-10-09,0.452
AFG,Afghanistan,2021-10-10,1.054
AFG,Afghanistan,2021-10-11,0.803
AFG,Afghanistan,2021-10-12,1.481
AFG,Afghanistan,2021-10-13,0.703
AGO,Angola,2020-03-20,0.029
AGO,Angola,2020-03-21,0.029
AGO,Angola,2020-03-22,0.0
AGO,Angola,2020-03-23,0.029
AGO,Angola,2020-03-24,0.0
AGO,Angola,2020-03-25,0.0
AGO,Angola,2020-03-26,0.029
AGO,Angola,2020-03-27,0.0
AGO,Angola,2020-03-28,0.029
AGO,Angola,2020-03-29,0.059
AGO,Angola,2020-03-30,0.0
AGO,Angola,2020-03-31,0.0
AGO,Angola,2020-04-01,0.029
AGO,Angola,2020-04-02,0.0
AGO,Angola,2020-04-03,0.0
AGO,Angola,2020-04-04,0.059
AGO,Angola,2020-04-05,0.118
AGO,Angola,2020-04-06,0.059
AGO,Angola,2020-04-07,0.029
AGO,Angola,2020-04-08,0.059
AGO,Angola,2020-04-09,0.0
AGO,Angola,2020-04-10,0.0
AGO,Angola,2020-04-11,0.0
AGO,Angola,2020-04-12,0.0
AGO,Angola,2020-04-13,0.0
AGO,Angola,2020-04-14,0.0
AGO,Angola,2020-04-15,0.0
AGO,Angola,2020-04-16,0.0
AGO,Angola,2020-04-17,0.0
AGO,Angola,2020-04-18,0.147
AGO,Angola,2020-04-19,0.0
AGO,Angola,2020-04-20,0.0
AGO,Angola,2020-04-21,0.0
AGO,Angola,2020-04-22,0.029
AGO,Angola,2020-04-23,0.0
AGO,Angola,2020-04-24,0.0
AGO,Angola,2020-04-25,0.0
AGO,Angola,2020-04-26,0.029
AGO,Angola,2020-04-27,0.029
AGO,Angola,2020-04-28,0.0
AGO,Angola,2020-04-29,0.0
AGO,Angola,2020-04-30,0.0
AGO,Angola,2020-05-01,0.088
