iso_code,country,date,yougov_support_temporarily_close_schools
FRA,France,2020-12-16,18.0
FRA,France,2021-01-06,25.0
FRA,France,2021-01-20,25.0
FRA,France,2021-01-27,27.0
FRA,France,2021-02-03,26.0
FRA,France,2021-02-12,26.0
FRA,France,2021-02-16,26.0
FRA,France,2021-02-23,22.0
FRA,France,2021-03-10,17.0
FRA,France,2021-03-17,21.0
FRA,France,2021-03-24,26.0
FRA,France,2021-03-31,39.0
FRA,France,2021-04-08,37.0
FRA,France,2021-04-14,31.0
FRA,France,2021-04-21,25.0
FRA,France,2021-04-28,20.0
FRA,France,2021-05-19,11.0
FRA,France,2021-06-03,9.0
FRA,France,2021-06-09,9.0
FRA,France,2021-06-16,6.0
FRA,France,2021-06-23,5.0
FRA,France,2021-06-29,5.0
GBR,United Kingdom,2020-03-01,17.0
GBR,United Kingdom,2020-03-13,34.0
GBR,United Kingdom,2020-03-20,64.0
GBR,United Kingdom,2020-03-27,81.0
GBR,United Kingdom,2020-04-03,81.0
GBR,United Kingdom,2020-04-14,75.0
GBR,United Kingdom,2020-04-17,74.0
GBR,United Kingdom,2020-04-24,74.0
GBR,United Kingdom,2020-05-01,70.0
GBR,United Kingdom,2020-05-30,50.0
GBR,United Kingdom,2020-06-05,44.0
GBR,United Kingdom,2020-06-16,35.0
GBR,United Kingdom,2020-06-25,32.0
GBR,United Kingdom,2020-07-03,37.0
GBR,United Kingdom,2020-07-12,25.0
GBR,United Kingdom,2020-07-26,21.0
GBR,United Kingdom,2020-07-31,24.0
GBR,United Kingdom,2020-08-07,21.0
GBR,United Kingdom,2020-08-12,20.0
GBR,United Kingdom,2020-08-25,16.0
GBR,United Kingdom,2020-09-08,16.0
GBR,United Kingdom,2020-09-16,18.0
GBR,United Kingdom,2020-09-29,20.0
GBR,United Kingdom,2020-10-07,20.0
GBR,United Kingdom,2020-10-22,26.0
GBR,United Kingdom,2020-11-18,34.0
GBR,United Kingdom,2020-11-26,30.0
GBR,United Kingdom,2020-12-04,30.0
GBR,United Kingdom,2020-12-15,42.0
GBR,United Kingdom,2021-01-05,66.0
GBR,United Kingdom,2021-01-19,61.0
GBR,United Kingdom,2021-01-29,61.0
GBR,United Kingdom,2021-02-11,49.0
GBR,United Kingdom,2021-02-22,46.0
GBR,United Kingdom,2021-03-09,21.0
GBR,United Kingdom,2021-03-21,20.0
GBR,United Kingdom,2021-04-09,13.0
GBR,United Kingdom,2021-04-20,12.0
GBR,United Kingdom,2021-05-07,7.0
GBR,United Kingdom,2021-05-20,8.0
GBR,United Kingdom,2021-06-02,9.0
HKG,Hong Kong SAR China,2020-02-25,40.0
HKG,Hong Kong SAR China,2020-04-07,67.0
HKG,Hong Kong SAR China,2020-04-14,66.0
HKG,Hong Kong SAR China,2020-04-21,64.0
HKG,Hong Kong SAR China,2020-04-28,62.0
HKG,Hong Kong SAR China,2020-05-05,65.0
HKG,Hong Kong SAR China,2020-06-08,52.0
HKG,Hong Kong SAR China,2020-06-22,44.0
HKG,Hong Kong SAR China,2020-07-06,39.0
HKG,Hong Kong SAR China,2020-08-04,62.0
HKG,Hong Kong SAR China,2020-08-18,61.0
HKG,Hong Kong SAR China,2020-09-15,46.0
HKG,Hong Kong SAR China,2020-09-28,44.0
HKG,Hong Kong SAR China,2020-10-12,44.0
HKG,Hong Kong SAR China,2020-10-27,37.0
HKG,Hong Kong SAR China,2020-11-09,35.0
HKG,Hong Kong SAR China,2020-11-24,46.0
HKG,Hong Kong SAR China,2020-12-07,59.0
HKG,Hong Kong SAR China,2020-12-21,58.0
HKG,Hong Kong SAR China,2021-01-05,55.0
HKG,Hong Kong SAR China,2021-01-18,57.0
HKG,Hong Kong SAR China,2021-02-01,51.0
HKG,Hong Kong SAR China,2021-02-16,50.0
HKG,Hong Kong SAR China,2021-03-02,44.0
HKG,Hong Kong SAR China,2021-03-15,46.0
HKG,Hong Kong SAR China,2021-03-29,44.0
HKG,Hong Kong SAR China,2021-04-12,41.0
HKG,Hong Kong SAR China,2021-04-27,38.0
HKG,Hong Kong SAR China,2021-05-10,31.0
HKG,Hong Kong SAR China,2021-05-25,36.0
HKG,Hong Kong SAR China,2021-06-07,36.0
HKG,Hong Kong SAR China,2021-06-21,32.0
HKG,Hong Kong SAR China,2021-07-05,31.0
IDN,Indonesia,2020-02-24,12.0
IDN,Indonesia,2020-04-06,61.0
IDN,Indonesia,2020-04-13,61.0
IDN,Indonesia,2020-04-20,61.0
IDN,Indonesia,2020-04-27,56.0
IDN,Indonesia,2020-05-22,58.0
IDN,Indonesia,2020-06-08,57.0
IDN,Indonesia,2020-06-22,55.0
IDN,Indonesia,2020-07-06,52.0
IDN,Indonesia,2020-08-03,44.0
IDN,Indonesia,2020-08-17,52.0
IDN,Indonesia,2020-08-31,51.0
IDN,Indonesia,2020-09-14,56.0
IDN,Indonesia,2020-09-28,54.0
IDN,Indonesia,2020-10-12,53.0
IDN,Indonesia,2020-10-26,48.0
IDN,Indonesia,2020-11-09,46.0
IDN,Indonesia,2020-11-23,45.0
IDN,Indonesia,2020-12-07,49.0
IDN,Indonesia,2020-12-21,53.0
IDN,Indonesia,2021-01-04,45.0
IDN,Indonesia,2021-01-18,51.0
IDN,Indonesia,2021-02-01,45.0
IDN,Indonesia,2021-02-15,43.0
IDN,Indonesia,2021-03-01,38.0
IDN,Indonesia,2021-03-15,43.0
IDN,Indonesia,2021-03-29,40.0
IDN,Indonesia,2021-04-12,36.0
IDN,Indonesia,2021-04-26,37.0
IDN,Indonesia,2021-05-10,36.0
IDN,Indonesia,2021-05-24,40.0
IDN,Indonesia,2021-06-07,35.0
IDN,Indonesia,2021-06-21,37.0
IDN,Indonesia,2021-07-05,47.0
IND,India,2020-03-16,48.0
IND,India,2020-03-20,61.0
IND,India,2020-03-27,76.0
IND,India,2020-04-03,75.0
ITA,Italy,2020-03-11,79.0
ITA,Italy,2020-03-19,81.0
ITA,Italy,2020-03-25,79.0
ITA,Italy,2020-04-03,78.0
ITA,Italy,2020-04-09,76.0
ITA,Italy,2020-04-16,71.0
ITA,Italy,2020-04-23,67.0
ITA,Italy,2020-04-30,66.0
ITA,Italy,2020-05-26,39.0
ITA,Italy,2020-06-02,35.0
ITA,Italy,2020-06-10,26.0
ITA,Italy,2020-06-17,26.0
ITA,Italy,2020-06-23,25.0
ITA,Italy,2020-07-07,20.0
ITA,Italy,2020-07-14,22.0
ITA,Italy,2020-07-21,21.0
ITA,Italy,2020-07-28,19.0
ITA,Italy,2020-08-18,22.0
ITA,Italy,2020-08-25,21.0
ITA,Italy,2020-09-01,19.0
ITA,Italy,2020-09-09,19.0
ITA,Italy,2020-09-16,17.0
ITA,Italy,2020-09-29,18.0
ITA,Italy,2020-10-06,19.0
ITA,Italy,2020-10-13,21.0
ITA,Italy,2020-10-20,23.0
ITA,Italy,2020-10-27,32.0
ITA,Italy,2020-11-03,37.0
ITA,Italy,2020-11-10,40.0
ITA,Italy,2020-11-17,40.0
ITA,Italy,2020-12-01,33.0
ITA,Italy,2020-12-09,33.0
ITA,Italy,2020-12-14,39.0
ITA,Italy,2020-12-22,33.0
ITA,Italy,2021-01-05,40.0
ITA,Italy,2021-01-12,36.0
ITA,Italy,2021-01-19,32.0
ITA,Italy,2021-01-26,28.0
ITA,Italy,2021-02-02,28.0
ITA,Italy,2021-02-09,29.0
ITA,Italy,2021-02-16,32.0
ITA,Italy,2021-02-25,30.0
ITA,Italy,2021-03-02,39.0
ITA,Italy,2021-03-09,39.0
ITA,Italy,2021-03-16,36.0
ITA,Italy,2021-03-23,34.0
ITA,Italy,2021-03-30,32.0
ITA,Italy,2021-04-06,28.0
ITA,Italy,2021-04-13,25.0
ITA,Italy,2021-04-20,26.0
ITA,Italy,2021-04-27,26.0
ITA,Italy,2021-05-04,22.0
ITA,Italy,2021-05-18,17.0
ITA,Italy,2021-05-25,15.0
ITA,Italy,2021-06-01,12.0
ITA,Italy,2021-06-08,10.0
ITA,Italy,2021-06-15,11.0
ITA,Italy,2021-06-29,12.0
JPN,Japan,2020-04-06,48.0
JPN,Japan,2020-04-13,55.0
JPN,Japan,2020-04-20,58.0
JPN,Japan,2020-04-27,55.0
JPN,Japan,2020-05-04,55.0
MEX,Mexico,2020-03-17,51.0
MEX,Mexico,2020-03-23,70.0
MEX,Mexico,2020-03-30,70.0
MEX,Mexico,2020-04-06,74.0
MEX,Mexico,2020-04-13,72.0
MEX,Mexico,2020-04-20,71.0
MEX,Mexico,2020-04-27,68.0
MEX,Mexico,2020-05-06,68.0
MYS,Malaysia,2020-02-24,20.0
MYS,Malaysia,2020-04-06,78.0
MYS,Malaysia,2020-04-13,78.0
MYS,Malaysia,2020-04-20,78.0
MYS,Malaysia,2020-04-27,82.0
MYS,Malaysia,2020-05-04,79.0
MYS,Malaysia,2020-05-25,74.0
MYS,Malaysia,2020-06-08,69.0
MYS,Malaysia,2020-06-22,68.0
MYS,Malaysia,2020-07-06,53.0
MYS,Malaysia,2020-08-03,46.0
MYS,Malaysia,2020-08-17,50.0
MYS,Malaysia,2020-08-31,42.0
MYS,Malaysia,2020-09-14,38.0
MYS,Malaysia,2020-09-28,41.0
MYS,Malaysia,2020-10-12,57.0
MYS,Malaysia,2020-10-26,66.0
MYS,Malaysia,2020-11-09,68.0
MYS,Malaysia,2020-11-23,69.0
MYS,Malaysia,2020-12-07,64.0
MYS,Malaysia,2020-12-21,64.0
MYS,Malaysia,2021-01-04,60.0
MYS,Malaysia,2021-01-18,68.0
MYS,Malaysia,2021-02-01,68.0
MYS,Malaysia,2021-02-15,59.0
MYS,Malaysia,2021-03-01,56.0
MYS,Malaysia,2021-03-15,42.0
MYS,Malaysia,2021-03-29,44.0
MYS,Malaysia,2021-04-12,45.0
MYS,Malaysia,2021-04-26,55.0
MYS,Malaysia,2021-05-10,64.0
MYS,Malaysia,2021-05-24,65.0
MYS,Malaysia,2021-06-07,72.0
MYS,Malaysia,2021-06-21,71.0
MYS,Malaysia,2021-07-05,66.0
PHL,Philippines,2020-02-24,29.0
PHL,Philippines,2020-04-06,68.0
PHL,Philippines,2020-04-13,70.0
PHL,Philippines,2020-04-20,68.0
PHL,Philippines,2020-04-27,69.0
PHL,Philippines,2020-05-04,70.0
PHL,Philippines,2020-05-25,72.0
PHL,Philippines,2020-06-08,69.0
PHL,Philippines,2020-06-22,71.0
PHL,Philippines,2020-07-06,70.0
PHL,Philippines,2020-08-03,63.0
PHL,Philippines,2020-08-17,71.0
PHL,Philippines,2020-08-31,71.0
PHL,Philippines,2020-09-14,68.0
PHL,Philippines,2020-09-28,67.0
PHL,Philippines,2020-10-12,65.0
PHL,Philippines,2020-10-26,57.0
PHL,Philippines,2020-11-09,63.0
PHL,Philippines,2020-11-23,63.0
PHL,Philippines,2020-12-07,64.0
PHL,Philippines,2020-12-21,66.0
PHL,Philippines,2021-01-04,66.0
PHL,Philippines,2021-01-18,66.0
PHL,Philippines,2021-02-01,61.0
PHL,Philippines,2021-02-15,58.0
PHL,Philippines,2021-03-01,58.0
PHL,Philippines,2021-03-15,52.0
PHL,Philippines,2021-03-29,58.0
PHL,Philippines,2021-04-12,58.0
PHL,Philippines,2021-04-26,59.0
PHL,Philippines,2021-05-10,58.0
PHL,Philippines,2021-05-24,55.0
PHL,Philippines,2021-06-07,52.0
PHL,Philippines,2021-06-21,55.0
PHL,Philippines,2021-07-06,54.0
SGP,Singapore,2020-02-21,30.0
SGP,Singapore,2020-04-03,47.0
SGP,Singapore,2020-04-10,69.0
SGP,Singapore,2020-04-17,61.0
SGP,Singapore,2020-04-24,65.0
SGP,Singapore,2020-05-01,58.0
SGP,Singapore,2020-05-22,46.0
SGP,Singapore,2020-06-05,33.0
SGP,Singapore,2020-06-19,34.0
SGP,Singapore,2020-07-07,30.0
SGP,Singapore,2020-08-03,23.0
SGP,Singapore,2020-08-14,19.0
SGP,Singapore,2020-08-28,19.0
SGP,Singapore,2020-09-11,19.0
SGP,Singapore,2020-09-25,18.0
SGP,Singapore,2020-10-09,15.0
SGP,Singapore,2020-10-23,13.0
SGP,Singapore,2020-11-06,13.0
SGP,Singapore,2020-11-20,15.0
SGP,Singapore,2020-12-04,13.0
SGP,Singapore,2020-12-18,13.0
SGP,Singapore,2021-01-04,16.0
SGP,Singapore,2021-01-15,14.0
SGP,Singapore,2021-01-29,12.0
SGP,Singapore,2021-02-12,11.0
SGP,Singapore,2021-02-26,12.0
SGP,Singapore,2021-03-12,11.0
SGP,Singapore,2021-03-26,11.0
SGP,Singapore,2021-04-09,10.0
SGP,Singapore,2021-04-23,10.0
SGP,Singapore,2021-05-07,19.0
SGP,Singapore,2021-05-21,57.0
SGP,Singapore,2021-06-04,39.0
SGP,Singapore,2021-06-18,34.0
SGP,Singapore,2021-07-02,22.0
THA,Thailand,2020-02-24,24.0
THA,Thailand,2020-04-06,64.0
THA,Thailand,2020-04-13,65.0
THA,Thailand,2020-04-20,63.0
THA,Thailand,2020-04-27,62.0
THA,Thailand,2020-05-04,59.0
THA,Thailand,2020-05-25,54.0
THA,Thailand,2020-06-08,49.0
THA,Thailand,2020-06-22,41.0
THA,Thailand,2020-07-06,33.0
THA,Thailand,2020-08-17,26.0
THA,Thailand,2020-08-31,25.0
THA,Thailand,2020-09-14,24.0
THA,Thailand,2020-09-28,25.0
THA,Thailand,2020-10-12,20.0
THA,Thailand,2020-10-26,22.0
THA,Thailand,2020-11-09,21.0
THA,Thailand,2020-11-23,23.0
THA,Thailand,2020-12-07,26.0
THA,Thailand,2020-12-21,27.0
THA,Thailand,2021-01-04,46.0
THA,Thailand,2021-01-18,50.0
THA,Thailand,2021-02-01,43.0
THA,Thailand,2021-02-16,37.0
THA,Thailand,2021-03-01,32.0
THA,Thailand,2021-03-15,26.0
THA,Thailand,2021-03-29,27.0
THA,Thailand,2021-04-12,37.0
THA,Thailand,2021-04-26,50.0
THA,Thailand,2021-05-10,54.0
THA,Thailand,2021-05-24,53.0
THA,Thailand,2021-06-07,48.0
THA,Thailand,2021-06-21,48.0
THA,Thailand,2021-07-05,55.0
TWN,Taiwan,2020-02-25,43.0
TWN,Taiwan,2020-04-07,36.0
TWN,Taiwan,2020-04-14,32.0
TWN,Taiwan,2020-04-21,26.0
TWN,Taiwan,2020-04-28,26.0
TWN,Taiwan,2020-05-05,20.0
TWN,Taiwan,2020-05-25,21.0
TWN,Taiwan,2020-06-08,21.0
TWN,Taiwan,2020-06-22,19.0
TWN,Taiwan,2020-07-06,19.0
TWN,Taiwan,2020-08-03,16.0
TWN,Taiwan,2020-08-17,17.0
TWN,Taiwan,2020-08-31,15.0
TWN,Taiwan,2020-09-14,16.0
TWN,Taiwan,2020-09-28,18.0
TWN,Taiwan,2020-10-12,15.0
TWN,Taiwan,2020-10-27,14.0
TWN,Taiwan,2020-11-09,13.0
TWN,Taiwan,2020-11-24,14.0
TWN,Taiwan,2020-12-07,14.0
TWN,Taiwan,2020-12-21,15.0
TWN,Taiwan,2021-01-04,15.0
TWN,Taiwan,2021-01-18,16.0
TWN,Taiwan,2021-02-01,21.0
TWN,Taiwan,2021-02-16,16.0
TWN,Taiwan,2021-03-02,17.0
TWN,Taiwan,2021-03-22,18.0
TWN,Taiwan,2021-03-29,16.0
TWN,Taiwan,2021-04-12,15.0
TWN,Taiwan,2021-04-26,15.0
TWN,Taiwan,2021-05-10,19.0
TWN,Taiwan,2021-05-24,68.0
TWN,Taiwan,2021-06-07,68.0
TWN,Taiwan,2021-06-21,63.0
TWN,Taiwan,2021-07-05,57.0
USA,United States,2020-03-02,18.0
USA,United States,2020-03-17,56.0
USA,United States,2020-03-23,68.0
USA,United States,2020-03-30,74.0
USA,United States,2020-04-06,76.0
USA,United States,2020-04-13,69.0
USA,United States,2020-04-20,65.0
USA,United States,2020-04-27,64.0
USA,United States,2020-05-06,58.0
USA,United States,2020-05-26,43.0
USA,United States,2020-06-01,38.0
USA,United States,2020-06-08,35.0
USA,United States,2020-06-15,40.0
USA,United States,2020-06-22,37.0
USA,United States,2020-07-06,35.0
USA,United States,2020-07-14,48.0
USA,United States,2020-07-20,39.0
USA,United States,2020-07-27,47.0
USA,United States,2020-08-03,44.0
USA,United States,2020-08-10,49.0
USA,United States,2020-08-17,47.0
USA,United States,2020-08-25,42.0
USA,United States,2020-09-01,43.0
USA,United States,2020-09-08,40.0
USA,United States,2020-09-14,38.0
USA,United States,2020-09-21,38.0
USA,United States,2020-09-28,39.0
USA,United States,2020-10-06,35.0
USA,United States,2020-10-12,37.0
USA,United States,2020-10-19,37.0
USA,United States,2020-10-26,37.0
USA,United States,2020-11-02,37.0
USA,United States,2020-11-09,34.0
USA,United States,2020-11-16,42.0
USA,United States,2020-11-25,37.0
USA,United States,2020-12-02,39.0
USA,United States,2020-12-14,36.0
USA,United States,2020-12-22,34.0
USA,United States,2021-01-11,34.0
USA,United States,2021-01-20,33.0
USA,United States,2021-01-26,34.0
USA,United States,2021-02-03,31.0
USA,United States,2021-02-09,30.0
USA,United States,2021-02-17,28.0
USA,United States,2021-02-23,22.0
USA,United States,2021-03-01,27.0
USA,United States,2021-03-08,22.0
USA,United States,2021-03-16,22.0
USA,United States,2021-03-22,22.0
USA,United States,2021-03-31,22.0
USA,United States,2021-04-05,22.0
USA,United States,2021-04-12,21.0
USA,United States,2021-05-02,16.0
USA,United States,2021-05-10,18.0
USA,United States,2021-05-18,12.0
USA,United States,2021-05-24,14.0
USA,United States,2021-05-31,15.0
USA,United States,2021-06-07,13.0
USA,United States,2021-06-14,12.0
USA,United States,2021-06-22,12.0
USA,United States,2021-07-07,11.0
VNM,Vietnam,2020-04-06,80.0
VNM,Vietnam,2020-04-13,80.0
VNM,Vietnam,2020-04-20,78.0
VNM,Vietnam,2020-04-27,79.0
VNM,Vietnam,2020-05-04,77.0
VNM,Vietnam,2020-05-25,62.0
VNM,Vietnam,2020-06-08,60.0
VNM,Vietnam,2020-06-22,56.0
VNM,Vietnam,2020-07-06,56.0
VNM,Vietnam,2020-08-03,59.0
VNM,Vietnam,2020-08-17,58.0
VNM,Vietnam,2020-08-31,48.0
VNM,Vietnam,2020-09-14,48.0
VNM,Vietnam,2020-09-28,49.0
VNM,Vietnam,2020-10-12,44.0
VNM,Vietnam,2020-10-26,47.0
VNM,Vietnam,2020-11-09,43.0
VNM,Vietnam,2020-11-23,45.0
VNM,Vietnam,2020-12-07,50.0
VNM,Vietnam,2020-12-21,45.0
VNM,Vietnam,2021-01-04,41.0
VNM,Vietnam,2021-01-18,41.0
VNM,Vietnam,2021-02-01,57.0
VNM,Vietnam,2021-02-15,56.0
VNM,Vietnam,2021-03-01,51.0
VNM,Vietnam,2021-03-15,47.0
VNM,Vietnam,2021-03-29,44.0
VNM,Vietnam,2021-04-13,41.0
VNM,Vietnam,2021-04-26,40.0
VNM,Vietnam,2021-05-10,61.0
VNM,Vietnam,2021-05-24,65.0
VNM,Vietnam,2021-06-07,65.0
VNM,Vietnam,2021-06-21,64.0
VNM,Vietnam,2021-07-05,63.0
