iso_code,country,date,google_mobility_change_residential
AFG,Afghanistan,2020-04-11,16.0
AFG,Afghanistan,2020-04-12,15.0
AFG,Afghanistan,2020-04-13,14.0
AFG,Afghanistan,2020-04-14,15.0
AFG,Afghanistan,2020-04-15,14.0
AFG,Afghanistan,2020-04-16,16.0
AFG,Afghanistan,2020-04-17,11.0
AFG,Afghanistan,2020-04-18,14.0
AFG,Afghanistan,2020-04-19,13.0
AFG,Afghanistan,2020-04-20,12.0
AFG,Afghanistan,2020-04-21,11.0
AFG,Afghanistan,2020-04-22,11.0
AFG,Afghanistan,2020-04-23,13.0
AFG,Afghanistan,2020-04-24,14.0
AFG,Afghanistan,2020-04-25,18.0
AFG,Afghanistan,2020-04-26,17.0
AFG,Afghanistan,2020-04-27,16.0
AFG,Afghanistan,2020-04-28,13.0
AFG,Afghanistan,2020-04-29,14.0
AFG,Afghanistan,2020-04-30,17.0
AFG,Afghanistan,2020-05-01,13.0
AFG,Afghanistan,2020-05-02,16.0
AFG,Afghanistan,2020-05-03,16.0
AFG,Afghanistan,2020-05-04,14.0
AFG,Afghanistan,2020-05-05,15.0
AFG,Afghanistan,2020-05-06,15.0
AFG,Afghanistan,2020-05-07,16.0
AFG,Afghanistan,2020-05-08,10.0
AFG,Afghanistan,2020-05-09,12.0
AFG,Afghanistan,2020-05-10,14.0
AFG,Afghanistan,2020-05-11,12.0
AFG,Afghanistan,2020-05-12,13.0
AFG,Afghanistan,2020-05-13,13.0
AFG,Afghanistan,2020-05-14,13.0
AFG,Afghanistan,2020-05-15,10.0
AFG,Afghanistan,2020-05-16,12.0
AFG,Afghanistan,2020-05-17,13.0
AFG,Afghanistan,2020-05-18,11.0
AFG,Afghanistan,2020-07-03,4.0
AFG,Afghanistan,2020-07-04,6.0
AFG,Afghanistan,2020-07-05,7.0
AFG,Afghanistan,2020-07-06,5.0
AFG,Afghanistan,2020-07-07,5.0
AFG,Afghanistan,2020-07-08,5.0
AFG,Afghanistan,2020-07-09,5.0
AFG,Afghanistan,2020-07-10,4.0
AFG,Afghanistan,2020-07-11,5.0
AFG,Afghanistan,2020-07-12,6.0
AFG,Afghanistan,2020-07-13,4.0
AFG,Afghanistan,2020-07-14,5.0
AFG,Afghanistan,2020-07-15,5.0
AFG,Afghanistan,2020-07-16,5.0
AFG,Afghanistan,2020-07-17,3.0
AFG,Afghanistan,2020-07-18,4.0
AFG,Afghanistan,2020-07-19,4.0
AFG,Afghanistan,2020-07-20,4.0
AFG,Afghanistan,2020-07-21,4.0
AFG,Afghanistan,2020-07-22,4.0
AFG,Afghanistan,2020-07-23,5.0
AFG,Afghanistan,2020-07-24,3.0
AFG,Afghanistan,2020-07-25,4.0
AFG,Afghanistan,2020-07-26,4.0
AFG,Afghanistan,2020-07-27,2.0
AFG,Afghanistan,2020-07-28,1.0
AFG,Afghanistan,2020-07-29,2.0
AFG,Afghanistan,2020-07-30,8.0
AFG,Afghanistan,2020-07-31,3.0
AFG,Afghanistan,2020-08-01,10.0
AFG,Afghanistan,2020-08-02,9.0
AFG,Afghanistan,2020-08-03,4.0
AFG,Afghanistan,2020-08-04,2.0
AFG,Afghanistan,2020-08-05,2.0
AFG,Afghanistan,2020-08-06,3.0
AFG,Afghanistan,2020-08-07,1.0
AFG,Afghanistan,2020-08-08,5.0
AFG,Afghanistan,2020-08-09,5.0
AFG,Afghanistan,2020-08-10,-2.0
AFG,Afghanistan,2020-08-11,-1.0
AFG,Afghanistan,2020-08-12,-1.0
AFG,Afghanistan,2020-08-13,1.0
AFG,Afghanistan,2020-08-14,1.0
AFG,Afghanistan,2020-08-15,-1.0
AFG,Afghanistan,2020-08-16,-2.0
AFG,Afghanistan,2020-08-17,-3.0
AFG,Afghanistan,2020-08-18,5.0
AFG,Afghanistan,2020-08-19,-2.0
AFG,Afghanistan,2020-08-20,1.0
AFG,Afghanistan,2020-08-21,1.0
AFG,Afghanistan,2020-08-22,-1.0
AFG,Afghanistan,2020-08-23,-1.0
AFG,Afghanistan,2020-08-24,-2.0
AFG,Afghanistan,2020-08-25,-2.0
AFG,Afghanistan,2020-08-26,-1.0
AFG,Afghanistan,2020-08-27,1.0
AFG,Afghanistan,2020-08-28,2.0
AFG,Afghanistan,2020-08-29,3.0
AFG,Afghanistan,2020-08-30,13.0
AFG,Afghanistan,2020-08-31,-1.0
AFG,Afghanistan,2020-09-01,-1.0
AFG,Afghanistan,2020-09-02,0.0
AFG,Afghanistan,2020-09-03,2.0
AFG,Afghanistan,2020-09-04,3.0
AFG,Afghanistan,2020-09-05,0.0
AFG,Afghanistan,2020-09-06,0.0
AFG,Afghanistan,2020-09-07,-2.0
AFG,Afghanistan,2020-09-08,8.0
AFG,Afghanistan,2020-09-09,-1.0
AFG,Afghanistan,2020-09-10,1.0
AFG,Afghanistan,2020-09-11,2.0
AFG,Afghanistan,2020-09-12,1.0
AFG,Afghanistan,2020-09-13,1.0
AFG,Afghanistan,2020-09-14,0.0
AFG,Afghanistan,2020-09-15,0.0
AFG,Afghanistan,2020-09-16,1.0
AFG,Afghanistan,2020-09-17,2.0
AFG,Afghanistan,2020-09-18,4.0
AFG,Afghanistan,2020-09-19,1.0
AFG,Afghanistan,2020-09-20,2.0
AFG,Afghanistan,2020-09-21,1.0
AFG,Afghanistan,2020-09-22,2.0
AFG,Afghanistan,2020-09-23,3.0
AFG,Afghanistan,2020-09-24,3.0
AFG,Afghanistan,2020-09-25,4.0
AFG,Afghanistan,2020-09-26,4.0
AFG,Afghanistan,2020-09-27,4.0
AFG,Afghanistan,2020-09-28,2.0
AFG,Afghanistan,2020-09-29,2.0
AFG,Afghanistan,2020-09-30,0.0
AFG,Afghanistan,2020-10-01,-1.0
AFG,Afghanistan,2020-10-02,-1.0
AFG,Afghanistan,2020-10-03,-2.0
AFG,Afghanistan,2020-10-04,-1.0
AFG,Afghanistan,2020-10-05,-2.0
AFG,Afghanistan,2020-10-06,-3.0
AFG,Afghanistan,2020-10-07,-2.0
AFG,Afghanistan,2020-10-08,1.0
AFG,Afghanistan,2020-10-09,4.0
AFG,Afghanistan,2020-10-10,3.0
AFG,Afghanistan,2020-10-11,3.0
AFG,Afghanistan,2020-10-12,2.0
AFG,Afghanistan,2020-10-13,1.0
AFG,Afghanistan,2020-10-14,2.0
AFG,Afghanistan,2020-10-15,2.0
AFG,Afghanistan,2020-10-16,4.0
AFG,Afghanistan,2020-10-17,2.0
AFG,Afghanistan,2020-10-18,4.0
AFG,Afghanistan,2020-10-19,3.0
AFG,Afghanistan,2020-10-20,2.0
AFG,Afghanistan,2020-10-21,3.0
AFG,Afghanistan,2020-10-22,2.0
AFG,Afghanistan,2020-10-23,4.0
AFG,Afghanistan,2020-10-24,2.0
AFG,Afghanistan,2020-10-25,3.0
AFG,Afghanistan,2020-10-26,1.0
AFG,Afghanistan,2020-10-27,1.0
AFG,Afghanistan,2020-10-28,0.0
AFG,Afghanistan,2020-10-29,10.0
AFG,Afghanistan,2020-10-30,3.0
AGO,Angola,2020-02-15,1.0
AGO,Angola,2020-02-16,2.0
AGO,Angola,2020-02-17,0.0
AGO,Angola,2020-02-18,-1.0
AGO,Angola,2020-02-19,1.0
AGO,Angola,2020-02-20,-1.0
AGO,Angola,2020-02-21,0.0
AGO,Angola,2020-02-22,0.0
AGO,Angola,2020-02-23,1.0
AGO,Angola,2020-02-24,12.0
AGO,Angola,2020-02-25,13.0
AGO,Angola,2020-02-26,-1.0
AGO,Angola,2020-02-27,-1.0
AGO,Angola,2020-02-28,0.0
AGO,Angola,2020-02-29,0.0
AGO,Angola,2020-03-01,0.0
AGO,Angola,2020-03-02,-1.0
AGO,Angola,2020-03-03,-2.0
AGO,Angola,2020-03-04,-1.0
AGO,Angola,2020-03-05,-2.0
AGO,Angola,2020-03-06,-1.0
AGO,Angola,2020-03-07,-1.0
AGO,Angola,2020-03-08,0.0
AGO,Angola,2020-03-09,-1.0
AGO,Angola,2020-03-10,-2.0
AGO,Angola,2020-03-11,-1.0
AGO,Angola,2020-03-12,-2.0
AGO,Angola,2020-03-13,-1.0
AGO,Angola,2020-03-14,1.0
AGO,Angola,2020-03-15,2.0
AGO,Angola,2020-03-16,-1.0
AGO,Angola,2020-03-17,0.0
AGO,Angola,2020-03-18,0.0
AGO,Angola,2020-03-19,0.0
AGO,Angola,2020-03-20,2.0
AGO,Angola,2020-03-21,5.0
AGO,Angola,2020-03-22,13.0
AGO,Angola,2020-03-23,26.0
AGO,Angola,2020-03-24,12.0
AGO,Angola,2020-03-25,15.0
AGO,Angola,2020-03-26,11.0
AGO,Angola,2020-03-27,26.0
AGO,Angola,2020-03-28,20.0
AGO,Angola,2020-03-29,22.0
AGO,Angola,2020-03-30,30.0
AGO,Angola,2020-03-31,29.0
AGO,Angola,2020-04-01,28.0
AGO,Angola,2020-04-02,28.0
AGO,Angola,2020-04-03,32.0
AGO,Angola,2020-04-04,24.0
AGO,Angola,2020-04-05,22.0
AGO,Angola,2020-04-06,28.0
AGO,Angola,2020-04-07,28.0
AGO,Angola,2020-04-08,28.0
AGO,Angola,2020-04-09,27.0
AGO,Angola,2020-04-10,36.0
AGO,Angola,2020-04-11,22.0
AGO,Angola,2020-04-12,21.0
AGO,Angola,2020-04-13,29.0
AGO,Angola,2020-04-14,27.0
AGO,Angola,2020-04-15,29.0
AGO,Angola,2020-04-16,25.0
AGO,Angola,2020-04-17,31.0
AGO,Angola,2020-04-18,23.0
AGO,Angola,2020-04-19,21.0
AGO,Angola,2020-04-20,28.0
AGO,Angola,2020-04-21,27.0
AGO,Angola,2020-04-22,28.0
AGO,Angola,2020-04-23,26.0
AGO,Angola,2020-04-24,29.0
AGO,Angola,2020-04-25,18.0
AGO,Angola,2020-04-26,19.0
AGO,Angola,2020-04-27,21.0
AGO,Angola,2020-04-28,17.0
AGO,Angola,2020-04-29,20.0
AGO,Angola,2020-04-30,18.0
AGO,Angola,2020-05-01,31.0
AGO,Angola,2020-05-02,16.0
AGO,Angola,2020-05-03,19.0
AGO,Angola,2020-05-04,22.0
AGO,Angola,2020-05-05,19.0
AGO,Angola,2020-05-06,22.0
AGO,Angola,2020-05-07,19.0
AGO,Angola,2020-05-08,24.0
AGO,Angola,2020-05-09,16.0
AGO,Angola,2020-05-10,19.0
AGO,Angola,2020-05-11,21.0
AGO,Angola,2020-05-12,20.0
AGO,Angola,2020-05-13,20.0
AGO,Angola,2020-05-14,18.0
AGO,Angola,2020-05-15,23.0
AGO,Angola,2020-05-16,17.0
AGO,Angola,2020-05-17,18.0
AGO,Angola,2020-05-18,21.0
AGO,Angola,2020-05-19,20.0
AGO,Angola,2020-05-20,21.0
AGO,Angola,2020-05-21,20.0
AGO,Angola,2020-05-22,22.0
AGO,Angola,2020-05-23,15.0
AGO,Angola,2020-05-24,17.0
AGO,Angola,2020-05-25,19.0
AGO,Angola,2020-05-26,16.0
AGO,Angola,2020-05-27,16.0
AGO,Angola,2020-05-28,15.0
AGO,Angola,2020-05-29,17.0
AGO,Angola,2020-05-30,10.0
AGO,Angola,2020-05-31,12.0
AGO,Angola,2020-06-01,14.0
AGO,Angola,2020-06-02,14.0
AGO,Angola,2020-06-03,14.0
AGO,Angola,2020-06-04,14.0
AGO,Angola,2020-06-05,16.0
AGO,Angola,2020-06-06,10.0
AGO,Angola,2020-06-07,13.0
AGO,Angola,2020-06-08,15.0
AGO,Angola,2020-06-09,14.0
AGO,Angola,2020-06-10,14.0
AGO,Angola,2020-06-11,14.0
AGO,Angola,2020-06-12,16.0
AGO,Angola,2020-06-13,10.0
AGO,Angola,2020-06-14,12.0
AGO,Angola,2020-06-15,14.0
AGO,Angola,2020-06-16,13.0
AGO,Angola,2020-06-17,14.0
AGO,Angola,2020-06-18,14.0
AGO,Angola,2020-06-19,16.0
AGO,Angola,2020-06-20,10.0
AGO,Angola,2020-06-21,13.0
AGO,Angola,2020-06-22,15.0
AGO,Angola,2020-06-23,14.0
AGO,Angola,2020-06-24,13.0
AGO,Angola,2020-06-25,12.0
AGO,Angola,2020-06-26,13.0
AGO,Angola,2020-06-27,8.0
AGO,Angola,2020-06-28,10.0
AGO,Angola,2020-06-29,12.0
AGO,Angola,2020-06-30,11.0
AGO,Angola,2020-07-01,10.0
AGO,Angola,2020-07-02,11.0
AGO,Angola,2020-07-03,13.0
AGO,Angola,2020-07-04,8.0
AGO,Angola,2020-07-05,10.0
AGO,Angola,2020-07-06,12.0
AGO,Angola,2020-07-07,12.0
AGO,Angola,2020-07-08,12.0
AGO,Angola,2020-07-09,14.0
AGO,Angola,2020-07-10,17.0
AGO,Angola,2020-07-11,11.0
AGO,Angola,2020-07-12,13.0
AGO,Angola,2020-07-13,15.0
AGO,Angola,2020-07-14,14.0
AGO,Angola,2020-07-15,15.0
AGO,Angola,2020-07-16,14.0
AGO,Angola,2020-07-17,18.0
AGO,Angola,2020-07-18,11.0
AGO,Angola,2020-07-19,14.0
AGO,Angola,2020-07-20,16.0
AGO,Angola,2020-07-21,15.0
AGO,Angola,2020-07-22,15.0
AGO,Angola,2020-07-23,13.0
AGO,Angola,2020-07-24,17.0
AGO,Angola,2020-07-25,10.0
AGO,Angola,2020-07-26,12.0
AGO,Angola,2020-07-27,14.0
AGO,Angola,2020-07-28,13.0
AGO,Angola,2020-07-29,13.0
AGO,Angola,2020-07-30,12.0
AGO,Angola,2020-07-31,14.0
AGO,Angola,2020-08-01,7.0
AGO,Angola,2020-08-02,10.0
AGO,Angola,2020-08-03,13.0
AGO,Angola,2020-08-04,12.0
AGO,Angola,2020-08-05,13.0
AGO,Angola,2020-08-06,12.0
AGO,Angola,2020-08-07,14.0
AGO,Angola,2020-08-08,8.0
AGO,Angola,2020-08-09,10.0
AGO,Angola,2020-08-10,13.0
AGO,Angola,2020-08-11,11.0
AGO,Angola,2020-08-12,13.0
AGO,Angola,2020-08-13,12.0
AGO,Angola,2020-08-14,14.0
AGO,Angola,2020-08-15,8.0
AGO,Angola,2020-08-16,10.0
AGO,Angola,2020-08-17,13.0
AGO,Angola,2020-08-18,12.0
AGO,Angola,2020-08-19,13.0
AGO,Angola,2020-08-20,12.0
AGO,Angola,2020-08-21,14.0
AGO,Angola,2020-08-22,8.0
AGO,Angola,2020-08-23,10.0
AGO,Angola,2020-08-24,13.0
AGO,Angola,2020-08-25,12.0
AGO,Angola,2020-08-26,12.0
AGO,Angola,2020-08-27,11.0
AGO,Angola,2020-08-28,13.0
AGO,Angola,2020-08-29,6.0
AGO,Angola,2020-08-30,8.0
AGO,Angola,2020-08-31,11.0
AGO,Angola,2020-09-01,9.0
AGO,Angola,2020-09-02,10.0
AGO,Angola,2020-09-03,9.0
AGO,Angola,2020-09-04,12.0
AGO,Angola,2020-09-05,6.0
AGO,Angola,2020-09-06,8.0
AGO,Angola,2020-09-07,11.0
AGO,Angola,2020-09-08,10.0
AGO,Angola,2020-09-09,10.0
AGO,Angola,2020-09-10,10.0
AGO,Angola,2020-09-11,12.0
AGO,Angola,2020-09-12,6.0
AGO,Angola,2020-09-13,9.0
AGO,Angola,2020-09-14,11.0
AGO,Angola,2020-09-15,11.0
AGO,Angola,2020-09-16,9.0
AGO,Angola,2020-09-17,18.0
AGO,Angola,2020-09-18,21.0
AGO,Angola,2020-09-19,10.0
AGO,Angola,2020-09-20,10.0
AGO,Angola,2020-09-21,12.0
AGO,Angola,2020-09-22,11.0
AGO,Angola,2020-09-23,12.0
AGO,Angola,2020-09-24,11.0
AGO,Angola,2020-09-25,13.0
AGO,Angola,2020-09-26,6.0
AGO,Angola,2020-09-27,9.0
AGO,Angola,2020-09-28,12.0
AGO,Angola,2020-09-29,10.0
AGO,Angola,2020-09-30,8.0
AGO,Angola,2020-10-01,5.0
AGO,Angola,2020-10-02,7.0
AGO,Angola,2020-10-03,1.0
AGO,Angola,2020-10-04,4.0
AGO,Angola,2020-10-05,5.0
AGO,Angola,2020-10-06,5.0
