iso_code,country,date,yougov_support_quarantine_any_location
FRA,France,2020-12-09,19.0
FRA,France,2020-12-16,21.0
FRA,France,2021-01-06,23.0
FRA,France,2021-01-20,26.0
FRA,France,2021-01-27,23.0
FRA,France,2021-02-03,25.0
FRA,France,2021-02-12,24.0
FRA,France,2021-02-16,23.0
FRA,France,2021-02-23,23.0
FRA,France,2021-03-10,19.0
FRA,France,2021-03-17,22.0
FRA,France,2021-03-24,23.0
FRA,France,2021-03-31,24.0
FRA,France,2021-04-08,23.0
FRA,France,2021-04-14,23.0
FRA,France,2021-04-21,23.0
FRA,France,2021-04-28,23.0
FRA,France,2021-05-19,21.0
FRA,France,2021-06-03,17.0
FRA,France,2021-06-09,20.0
FRA,France,2021-06-16,19.0
FRA,France,2021-06-23,20.0
FRA,France,2021-06-29,20.0
FRA,France,2021-07-07,18.0
FRA,France,2021-07-14,19.0
FRA,France,2021-07-21,17.0
FRA,France,2021-07-28,19.0
FRA,France,2021-08-25,20.0
FRA,France,2021-09-01,16.0
FRA,France,2021-09-08,16.0
FRA,France,2021-09-15,17.0
FRA,France,2021-09-22,16.0
GBR,United Kingdom,2020-03-01,26.0
GBR,United Kingdom,2020-03-13,18.0
GBR,United Kingdom,2020-03-20,23.0
GBR,United Kingdom,2020-03-27,34.0
GBR,United Kingdom,2020-04-03,32.0
GBR,United Kingdom,2020-04-14,32.0
GBR,United Kingdom,2020-04-17,27.0
GBR,United Kingdom,2020-04-24,24.0
GBR,United Kingdom,2020-05-01,27.0
GBR,United Kingdom,2020-05-30,28.0
GBR,United Kingdom,2020-06-05,27.0
GBR,United Kingdom,2020-06-16,26.0
GBR,United Kingdom,2020-06-25,30.0
GBR,United Kingdom,2020-07-03,28.0
GBR,United Kingdom,2020-07-12,25.0
GBR,United Kingdom,2020-07-26,26.0
GBR,United Kingdom,2020-07-31,28.0
GBR,United Kingdom,2020-08-07,30.0
GBR,United Kingdom,2020-08-12,29.0
GBR,United Kingdom,2020-08-25,35.0
GBR,United Kingdom,2020-09-08,30.0
GBR,United Kingdom,2020-09-16,28.0
GBR,United Kingdom,2020-09-29,27.0
GBR,United Kingdom,2020-10-07,22.0
GBR,United Kingdom,2020-10-22,23.0
GBR,United Kingdom,2020-11-18,26.0
GBR,United Kingdom,2020-11-26,22.0
GBR,United Kingdom,2020-12-04,22.0
GBR,United Kingdom,2020-12-15,25.0
GBR,United Kingdom,2021-01-05,35.0
GBR,United Kingdom,2021-01-19,33.0
GBR,United Kingdom,2021-01-29,31.0
GBR,United Kingdom,2021-02-11,31.0
GBR,United Kingdom,2021-02-22,38.0
GBR,United Kingdom,2021-03-09,31.0
GBR,United Kingdom,2021-03-21,30.0
GBR,United Kingdom,2021-04-09,20.0
GBR,United Kingdom,2021-04-20,24.0
GBR,United Kingdom,2021-05-07,23.0
GBR,United Kingdom,2021-05-20,26.0
GBR,United Kingdom,2021-06-02,23.0
GBR,United Kingdom,2021-07-16,15.0
GBR,United Kingdom,2021-07-22,15.0
GBR,United Kingdom,2021-07-30,13.0
GBR,United Kingdom,2021-08-18,14.0
GBR,United Kingdom,2021-08-29,13.0
GBR,United Kingdom,2021-09-10,11.0
GBR,United Kingdom,2021-09-24,12.0
HKG,Hong Kong SAR China,2020-02-25,43.0
HKG,Hong Kong SAR China,2020-03-03,41.0
HKG,Hong Kong SAR China,2020-03-10,35.0
HKG,Hong Kong SAR China,2020-03-17,40.0
HKG,Hong Kong SAR China,2020-03-24,45.0
HKG,Hong Kong SAR China,2020-03-31,48.0
HKG,Hong Kong SAR China,2020-04-07,52.0
HKG,Hong Kong SAR China,2020-04-14,53.0
HKG,Hong Kong SAR China,2020-04-21,48.0
HKG,Hong Kong SAR China,2020-04-28,48.0
HKG,Hong Kong SAR China,2020-05-05,47.0
HKG,Hong Kong SAR China,2020-06-08,47.0
HKG,Hong Kong SAR China,2020-06-22,49.0
HKG,Hong Kong SAR China,2020-07-06,41.0
HKG,Hong Kong SAR China,2020-08-04,51.0
HKG,Hong Kong SAR China,2020-08-18,47.0
HKG,Hong Kong SAR China,2020-09-15,40.0
HKG,Hong Kong SAR China,2020-09-28,43.0
HKG,Hong Kong SAR China,2020-10-12,44.0
HKG,Hong Kong SAR China,2020-10-27,42.0
HKG,Hong Kong SAR China,2020-11-09,45.0
HKG,Hong Kong SAR China,2020-11-24,42.0
HKG,Hong Kong SAR China,2020-12-07,46.0
HKG,Hong Kong SAR China,2020-12-21,46.0
HKG,Hong Kong SAR China,2021-01-05,47.0
HKG,Hong Kong SAR China,2021-01-18,47.0
HKG,Hong Kong SAR China,2021-02-01,45.0
HKG,Hong Kong SAR China,2021-02-16,43.0
HKG,Hong Kong SAR China,2021-03-02,42.0
HKG,Hong Kong SAR China,2021-03-15,43.0
HKG,Hong Kong SAR China,2021-03-29,46.0
HKG,Hong Kong SAR China,2021-04-12,44.0
HKG,Hong Kong SAR China,2021-04-27,48.0
HKG,Hong Kong SAR China,2021-05-10,43.0
HKG,Hong Kong SAR China,2021-05-25,44.0
HKG,Hong Kong SAR China,2021-06-07,46.0
HKG,Hong Kong SAR China,2021-06-21,42.0
HKG,Hong Kong SAR China,2021-07-05,42.0
HKG,Hong Kong SAR China,2021-07-20,43.0
HKG,Hong Kong SAR China,2021-07-29,42.0
HKG,Hong Kong SAR China,2021-08-12,44.0
HKG,Hong Kong SAR China,2021-08-26,44.0
HKG,Hong Kong SAR China,2021-09-14,42.0
IDN,Indonesia,2020-02-24,33.0
IDN,Indonesia,2020-03-02,34.0
IDN,Indonesia,2020-03-09,32.0
IDN,Indonesia,2020-03-16,41.0
IDN,Indonesia,2020-03-23,52.0
IDN,Indonesia,2020-03-30,58.0
IDN,Indonesia,2020-04-06,55.0
IDN,Indonesia,2020-04-13,56.0
IDN,Indonesia,2020-04-20,55.0
IDN,Indonesia,2020-04-27,53.0
IDN,Indonesia,2020-05-22,56.0
IDN,Indonesia,2020-06-08,47.0
IDN,Indonesia,2020-06-22,45.0
IDN,Indonesia,2020-07-06,42.0
IDN,Indonesia,2020-08-03,40.0
IDN,Indonesia,2020-08-17,40.0
IDN,Indonesia,2020-08-31,41.0
IDN,Indonesia,2020-09-14,46.0
IDN,Indonesia,2020-09-28,44.0
IDN,Indonesia,2020-10-12,41.0
IDN,Indonesia,2020-10-26,42.0
IDN,Indonesia,2020-11-09,37.0
IDN,Indonesia,2020-11-23,37.0
IDN,Indonesia,2020-12-07,40.0
IDN,Indonesia,2020-12-21,40.0
IDN,Indonesia,2021-01-04,35.0
IDN,Indonesia,2021-01-18,37.0
IDN,Indonesia,2021-02-01,34.0
IDN,Indonesia,2021-02-15,38.0
IDN,Indonesia,2021-03-01,34.0
IDN,Indonesia,2021-03-15,35.0
IDN,Indonesia,2021-03-29,35.0
IDN,Indonesia,2021-04-12,31.0
IDN,Indonesia,2021-04-26,36.0
IDN,Indonesia,2021-05-10,35.0
IDN,Indonesia,2021-05-24,37.0
IDN,Indonesia,2021-06-07,35.0
IDN,Indonesia,2021-06-21,38.0
IDN,Indonesia,2021-07-05,43.0
IDN,Indonesia,2021-07-19,38.0
IDN,Indonesia,2021-07-29,30.0
IDN,Indonesia,2021-08-12,34.0
IDN,Indonesia,2021-08-26,32.0
IDN,Indonesia,2021-09-13,33.0
IND,India,2020-03-16,41.0
IND,India,2020-03-20,46.0
IND,India,2020-03-27,67.0
IND,India,2020-04-03,68.0
IND,India,2020-04-10,72.0
IND,India,2020-04-17,75.0
IND,India,2020-04-24,72.0
IND,India,2020-05-01,69.0
IND,India,2020-07-23,56.0
IND,India,2020-08-02,60.0
IND,India,2020-08-05,58.0
IND,India,2020-08-14,60.0
IND,India,2020-08-21,54.0
IND,India,2020-09-18,53.0
IND,India,2020-09-24,53.0
IND,India,2020-10-02,48.0
IND,India,2020-10-11,49.0
IND,India,2020-10-19,47.0
IND,India,2020-10-23,48.0
IND,India,2020-10-31,48.0
IND,India,2020-11-06,46.0
IND,India,2020-11-13,49.0
IND,India,2020-11-20,51.0
IND,India,2020-11-29,49.0
IND,India,2020-12-05,53.0
IND,India,2020-12-14,51.0
IND,India,2020-12-18,52.0
IND,India,2020-12-27,55.0
IND,India,2021-01-03,54.0
IND,India,2021-01-08,52.0
IND,India,2021-01-15,48.0
IND,India,2021-01-22,52.0
IND,India,2021-01-30,49.0
IND,India,2021-02-08,47.0
IND,India,2021-02-15,48.0
IND,India,2021-02-25,50.0
IND,India,2021-03-07,52.0
IND,India,2021-03-22,49.0
IND,India,2021-03-28,51.0
IND,India,2021-04-04,52.0
IND,India,2021-04-11,53.0
IND,India,2021-04-18,56.0
IND,India,2021-04-25,53.0
IND,India,2021-05-03,58.0
IND,India,2021-05-10,60.0
IND,India,2021-05-16,55.0
IND,India,2021-05-21,56.0
IND,India,2021-05-30,53.0
IND,India,2021-06-06,56.0
IND,India,2021-06-13,55.0
IND,India,2021-06-20,53.0
IND,India,2021-06-27,54.0
IND,India,2021-07-04,54.0
IND,India,2021-07-08,51.0
IND,India,2021-07-17,53.0
ITA,Italy,2020-03-11,53.0
ITA,Italy,2020-03-19,56.0
ITA,Italy,2020-03-25,52.0
ITA,Italy,2020-04-03,51.0
ITA,Italy,2020-04-09,50.0
ITA,Italy,2020-04-16,45.0
ITA,Italy,2020-04-23,42.0
ITA,Italy,2020-04-30,35.0
ITA,Italy,2020-05-26,24.0
ITA,Italy,2020-06-02,21.0
ITA,Italy,2020-06-10,21.0
ITA,Italy,2020-06-17,23.0
ITA,Italy,2020-06-23,26.0
ITA,Italy,2020-07-07,30.0
ITA,Italy,2020-07-14,29.0
ITA,Italy,2020-07-21,30.0
ITA,Italy,2020-07-28,31.0
ITA,Italy,2020-08-18,28.0
ITA,Italy,2020-08-25,30.0
ITA,Italy,2020-09-01,28.0
ITA,Italy,2020-09-09,25.0
ITA,Italy,2020-09-16,22.0
ITA,Italy,2020-09-29,26.0
ITA,Italy,2020-10-06,23.0
ITA,Italy,2020-10-13,24.0
ITA,Italy,2020-10-20,26.0
ITA,Italy,2020-10-27,25.0
ITA,Italy,2020-11-03,26.0
ITA,Italy,2020-11-10,31.0
ITA,Italy,2020-11-17,26.0
ITA,Italy,2020-12-01,23.0
ITA,Italy,2020-12-09,23.0
ITA,Italy,2020-12-14,25.0
ITA,Italy,2020-12-22,25.0
ITA,Italy,2021-01-05,28.0
ITA,Italy,2021-01-12,27.0
ITA,Italy,2021-01-19,25.0
ITA,Italy,2021-01-26,21.0
ITA,Italy,2021-02-02,31.0
ITA,Italy,2021-02-09,32.0
ITA,Italy,2021-02-16,27.0
ITA,Italy,2021-02-25,28.0
ITA,Italy,2021-03-02,29.0
ITA,Italy,2021-03-09,30.0
ITA,Italy,2021-03-16,30.0
ITA,Italy,2021-03-23,27.0
ITA,Italy,2021-03-30,25.0
ITA,Italy,2021-04-06,27.0
ITA,Italy,2021-04-13,30.0
ITA,Italy,2021-04-20,24.0
ITA,Italy,2021-04-27,25.0
ITA,Italy,2021-05-04,25.0
ITA,Italy,2021-05-18,22.0
ITA,Italy,2021-05-25,21.0
ITA,Italy,2021-06-01,17.0
ITA,Italy,2021-06-08,19.0
ITA,Italy,2021-06-15,21.0
ITA,Italy,2021-06-29,24.0
ITA,Italy,2021-07-13,23.0
ITA,Italy,2021-07-20,23.0
ITA,Italy,2021-07-27,24.0
ITA,Italy,2021-08-03,22.0
ITA,Italy,2021-08-10,22.0
ITA,Italy,2021-08-17,23.0
ITA,Italy,2021-08-24,19.0
ITA,Italy,2021-08-31,19.0
ITA,Italy,2021-09-07,25.0
ITA,Italy,2021-09-14,18.0
ITA,Italy,2021-09-21,17.0
JPN,Japan,2020-03-17,24.0
JPN,Japan,2020-03-24,22.0
JPN,Japan,2020-03-30,24.0
JPN,Japan,2020-04-06,31.0
JPN,Japan,2020-04-13,31.0
JPN,Japan,2020-04-20,30.0
JPN,Japan,2020-04-27,30.0
JPN,Japan,2020-05-04,30.0
MEX,Mexico,2020-03-17,39.0
MEX,Mexico,2020-03-23,49.0
MEX,Mexico,2020-03-30,46.0
MEX,Mexico,2020-04-06,51.0
MEX,Mexico,2020-04-13,48.0
MEX,Mexico,2020-04-20,48.0
MEX,Mexico,2020-04-27,46.0
MEX,Mexico,2020-05-06,46.0
MYS,Malaysia,2020-02-24,37.0
MYS,Malaysia,2020-03-02,35.0
MYS,Malaysia,2020-03-09,43.0
MYS,Malaysia,2020-03-16,53.0
MYS,Malaysia,2020-03-23,65.0
MYS,Malaysia,2020-03-30,67.0
MYS,Malaysia,2020-04-06,69.0
MYS,Malaysia,2020-04-13,68.0
MYS,Malaysia,2020-04-20,66.0
MYS,Malaysia,2020-04-27,69.0
MYS,Malaysia,2020-05-04,70.0
MYS,Malaysia,2020-05-25,67.0
MYS,Malaysia,2020-06-08,63.0
MYS,Malaysia,2020-06-22,62.0
MYS,Malaysia,2020-07-06,60.0
MYS,Malaysia,2020-08-03,57.0
MYS,Malaysia,2020-08-17,67.0
MYS,Malaysia,2020-08-31,63.0
MYS,Malaysia,2020-09-14,66.0
MYS,Malaysia,2020-09-28,67.0
MYS,Malaysia,2020-10-12,70.0
MYS,Malaysia,2020-10-26,71.0
MYS,Malaysia,2020-11-09,70.0
MYS,Malaysia,2020-11-23,65.0
MYS,Malaysia,2020-12-07,64.0
MYS,Malaysia,2020-12-21,64.0
MYS,Malaysia,2021-01-04,62.0
MYS,Malaysia,2021-01-18,66.0
MYS,Malaysia,2021-02-01,63.0
MYS,Malaysia,2021-02-15,60.0
MYS,Malaysia,2021-03-01,62.0
MYS,Malaysia,2021-03-15,52.0
MYS,Malaysia,2021-03-29,56.0
MYS,Malaysia,2021-04-12,53.0
MYS,Malaysia,2021-04-26,56.0
MYS,Malaysia,2021-05-10,61.0
MYS,Malaysia,2021-05-24,58.0
MYS,Malaysia,2021-06-07,60.0
MYS,Malaysia,2021-06-21,64.0
MYS,Malaysia,2021-07-05,62.0
MYS,Malaysia,2021-07-19,64.0
MYS,Malaysia,2021-07-29,61.0
MYS,Malaysia,2021-08-12,66.0
MYS,Malaysia,2021-08-26,57.0
MYS,Malaysia,2021-09-13,52.0
PHL,Philippines,2020-02-24,35.0
PHL,Philippines,2020-03-02,43.0
PHL,Philippines,2020-03-09,41.0
PHL,Philippines,2020-03-16,62.0
PHL,Philippines,2020-03-23,69.0
PHL,Philippines,2020-03-30,73.0
PHL,Philippines,2020-04-06,73.0
PHL,Philippines,2020-04-13,73.0
PHL,Philippines,2020-04-20,70.0
PHL,Philippines,2020-04-27,73.0
PHL,Philippines,2020-05-04,69.0
PHL,Philippines,2020-05-25,70.0
PHL,Philippines,2020-06-08,65.0
PHL,Philippines,2020-06-22,69.0
PHL,Philippines,2020-07-06,71.0
PHL,Philippines,2020-08-03,64.0
PHL,Philippines,2020-08-17,69.0
PHL,Philippines,2020-08-31,68.0
PHL,Philippines,2020-09-14,69.0
PHL,Philippines,2020-09-28,65.0
PHL,Philippines,2020-10-12,65.0
PHL,Philippines,2020-10-26,57.0
PHL,Philippines,2020-11-09,61.0
PHL,Philippines,2020-11-23,59.0
PHL,Philippines,2020-12-07,62.0
PHL,Philippines,2020-12-21,61.0
PHL,Philippines,2021-01-04,67.0
PHL,Philippines,2021-01-18,61.0
PHL,Philippines,2021-02-01,62.0
PHL,Philippines,2021-02-15,59.0
PHL,Philippines,2021-03-01,56.0
PHL,Philippines,2021-03-15,54.0
PHL,Philippines,2021-03-29,58.0
PHL,Philippines,2021-04-12,56.0
PHL,Philippines,2021-04-26,59.0
PHL,Philippines,2021-05-10,57.0
PHL,Philippines,2021-05-24,60.0
PHL,Philippines,2021-06-07,56.0
PHL,Philippines,2021-06-21,58.0
PHL,Philippines,2021-07-06,55.0
PHL,Philippines,2021-07-19,58.0
PHL,Philippines,2021-07-29,57.0
PHL,Philippines,2021-08-12,54.0
PHL,Philippines,2021-08-26,52.0
PHL,Philippines,2021-09-13,61.0
SGP,Singapore,2020-02-21,41.0
SGP,Singapore,2020-02-28,24.0
SGP,Singapore,2020-03-06,25.0
SGP,Singapore,2020-03-13,25.0
SGP,Singapore,2020-03-20,28.0
SGP,Singapore,2020-03-27,30.0
SGP,Singapore,2020-04-03,46.0
SGP,Singapore,2020-04-10,48.0
SGP,Singapore,2020-04-17,46.0
SGP,Singapore,2020-04-24,48.0
SGP,Singapore,2020-05-01,43.0
SGP,Singapore,2020-05-22,43.0
SGP,Singapore,2020-06-05,38.0
SGP,Singapore,2020-06-19,34.0
SGP,Singapore,2020-07-07,39.0
SGP,Singapore,2020-08-03,32.0
SGP,Singapore,2020-08-14,32.0
SGP,Singapore,2020-08-28,29.0
SGP,Singapore,2020-09-11,28.0
SGP,Singapore,2020-09-25,27.0
SGP,Singapore,2020-10-09,28.0
SGP,Singapore,2020-10-23,25.0
SGP,Singapore,2020-11-06,27.0
SGP,Singapore,2020-11-20,26.0
SGP,Singapore,2020-12-04,27.0
SGP,Singapore,2020-12-18,29.0
SGP,Singapore,2021-01-04,31.0
SGP,Singapore,2021-01-15,30.0
SGP,Singapore,2021-01-29,30.0
SGP,Singapore,2021-02-12,29.0
SGP,Singapore,2021-02-26,28.0
SGP,Singapore,2021-03-12,28.0
SGP,Singapore,2021-03-26,33.0
SGP,Singapore,2021-04-09,29.0
SGP,Singapore,2021-04-23,29.0
SGP,Singapore,2021-05-07,35.0
SGP,Singapore,2021-05-21,42.0
SGP,Singapore,2021-06-04,47.0
SGP,Singapore,2021-06-18,49.0
SGP,Singapore,2021-07-02,39.0
SGP,Singapore,2021-07-16,44.0
SGP,Singapore,2021-07-29,39.0
SGP,Singapore,2021-08-12,40.0
SGP,Singapore,2021-08-26,37.0
SGP,Singapore,2021-09-10,34.0
THA,Thailand,2020-02-24,42.0
THA,Thailand,2020-03-02,44.0
THA,Thailand,2020-03-09,46.0
THA,Thailand,2020-03-16,45.0
THA,Thailand,2020-03-23,55.0
THA,Thailand,2020-03-30,61.0
THA,Thailand,2020-04-06,64.0
THA,Thailand,2020-04-13,66.0
THA,Thailand,2020-04-20,63.0
THA,Thailand,2020-04-27,63.0
THA,Thailand,2020-05-04,61.0
THA,Thailand,2020-05-25,58.0
THA,Thailand,2020-06-08,55.0
THA,Thailand,2020-06-22,52.0
THA,Thailand,2020-07-06,54.0
THA,Thailand,2020-08-17,56.0
THA,Thailand,2020-08-31,55.0
THA,Thailand,2020-09-14,55.0
THA,Thailand,2020-09-28,59.0
THA,Thailand,2020-10-12,53.0
THA,Thailand,2020-10-26,56.0
THA,Thailand,2020-11-09,52.0
THA,Thailand,2020-11-23,57.0
THA,Thailand,2020-12-07,59.0
THA,Thailand,2020-12-21,58.0
THA,Thailand,2021-01-04,61.0
THA,Thailand,2021-01-18,63.0
THA,Thailand,2021-02-01,60.0
THA,Thailand,2021-02-16,59.0
THA,Thailand,2021-03-01,59.0
THA,Thailand,2021-03-15,55.0
THA,Thailand,2021-03-29,58.0
THA,Thailand,2021-04-12,60.0
THA,Thailand,2021-04-26,63.0
THA,Thailand,2021-05-10,63.0
THA,Thailand,2021-05-24,63.0
THA,Thailand,2021-06-07,61.0
THA,Thailand,2021-06-21,61.0
THA,Thailand,2021-07-05,62.0
THA,Thailand,2021-07-19,61.0
THA,Thailand,2021-07-29,63.0
THA,Thailand,2021-08-12,59.0
THA,Thailand,2021-08-26,59.0
THA,Thailand,2021-09-14,62.0
TWN,Taiwan,2020-02-25,24.0
TWN,Taiwan,2020-03-03,36.0
TWN,Taiwan,2020-03-10,34.0
TWN,Taiwan,2020-03-17,32.0
TWN,Taiwan,2020-03-24,42.0
TWN,Taiwan,2020-03-31,42.0
TWN,Taiwan,2020-04-07,44.0
TWN,Taiwan,2020-04-14,40.0
TWN,Taiwan,2020-04-21,37.0
TWN,Taiwan,2020-04-28,39.0
TWN,Taiwan,2020-05-05,37.0
TWN,Taiwan,2020-05-25,37.0
TWN,Taiwan,2020-06-08,32.0
TWN,Taiwan,2020-06-22,35.0
TWN,Taiwan,2020-07-06,36.0
TWN,Taiwan,2020-08-03,34.0
TWN,Taiwan,2020-08-17,33.0
TWN,Taiwan,2020-08-31,31.0
TWN,Taiwan,2020-09-14,35.0
TWN,Taiwan,2020-09-28,35.0
TWN,Taiwan,2020-10-12,32.0
TWN,Taiwan,2020-10-27,35.0
TWN,Taiwan,2020-11-09,33.0
TWN,Taiwan,2020-11-24,35.0
TWN,Taiwan,2020-12-07,29.0
TWN,Taiwan,2020-12-21,35.0
TWN,Taiwan,2021-01-04,35.0
TWN,Taiwan,2021-01-18,36.0
TWN,Taiwan,2021-02-01,41.0
TWN,Taiwan,2021-02-16,36.0
TWN,Taiwan,2021-03-02,37.0
TWN,Taiwan,2021-03-22,39.0
TWN,Taiwan,2021-03-29,36.0
TWN,Taiwan,2021-04-12,33.0
TWN,Taiwan,2021-04-26,33.0
TWN,Taiwan,2021-05-10,36.0
TWN,Taiwan,2021-05-24,46.0
TWN,Taiwan,2021-06-07,45.0
TWN,Taiwan,2021-06-21,44.0
TWN,Taiwan,2021-07-05,42.0
TWN,Taiwan,2021-07-19,42.0
