iso_code,country,date,ox_government_response_index
ABW,Aruba,2020-02-22,0.0
ABW,Aruba,2020-02-23,0.0
ABW,Aruba,2020-02-24,0.0
ABW,Aruba,2020-02-25,0.0
ABW,Aruba,2020-02-26,0.0
ABW,Aruba,2020-02-27,0.0
ABW,Aruba,2020-02-28,0.0
ABW,Aruba,2020-02-29,0.0
ABW,Aruba,2020-03-01,0.0
ABW,Aruba,2020-03-02,0.0
ABW,Aruba,2020-03-03,0.0
ABW,Aruba,2020-03-04,0.0
ABW,Aruba,2020-03-05,0.0
ABW,Aruba,2020-03-06,0.0
ABW,Aruba,2020-03-07,0.0
ABW,Aruba,2020-03-08,0.0
ABW,Aruba,2020-03-09,0.0
ABW,Aruba,2020-03-10,2.56
ABW,Aruba,2020-03-11,2.56
ABW,Aruba,2020-03-12,2.56
ABW,Aruba,2020-03-13,2.56
ABW,Aruba,2020-03-14,2.56
ABW,Aruba,2020-03-15,2.56
ABW,Aruba,2020-03-16,10.26
ABW,Aruba,2020-03-17,17.95
ABW,Aruba,2020-03-18,25.64
ABW,Aruba,2020-03-19,29.49
ABW,Aruba,2020-03-20,29.49
ABW,Aruba,2020-03-21,37.18
ABW,Aruba,2020-03-22,37.18
ABW,Aruba,2020-03-23,37.18
ABW,Aruba,2020-03-24,37.18
ABW,Aruba,2020-03-25,37.18
ABW,Aruba,2020-03-26,37.18
ABW,Aruba,2020-03-27,37.18
ABW,Aruba,2020-03-28,37.18
ABW,Aruba,2020-03-29,65.38
ABW,Aruba,2020-03-30,73.08
ABW,Aruba,2020-03-31,73.08
ABW,Aruba,2020-04-01,78.85
ABW,Aruba,2020-04-02,78.85
ABW,Aruba,2020-04-03,78.85
ABW,Aruba,2020-04-04,78.85
ABW,Aruba,2020-04-05,78.85
ABW,Aruba,2020-04-06,78.85
ABW,Aruba,2020-04-07,78.85
ABW,Aruba,2020-04-08,78.85
ABW,Aruba,2020-04-09,78.85
ABW,Aruba,2020-04-10,81.41
ABW,Aruba,2020-04-11,78.85
ABW,Aruba,2020-04-12,81.41
ABW,Aruba,2020-04-13,81.41
ABW,Aruba,2020-04-14,78.85
ABW,Aruba,2020-04-15,78.85
ABW,Aruba,2020-04-16,78.85
ABW,Aruba,2020-04-17,78.85
ABW,Aruba,2020-04-18,78.85
ABW,Aruba,2020-04-19,78.85
ABW,Aruba,2020-04-20,78.85
ABW,Aruba,2020-04-21,78.85
ABW,Aruba,2020-04-22,78.85
ABW,Aruba,2020-04-23,78.85
ABW,Aruba,2020-04-24,78.85
ABW,Aruba,2020-04-25,78.85
ABW,Aruba,2020-04-26,78.85
ABW,Aruba,2020-04-27,78.85
ABW,Aruba,2020-04-28,78.85
ABW,Aruba,2020-04-29,78.85
ABW,Aruba,2020-04-30,78.85
ABW,Aruba,2020-05-01,78.85
ABW,Aruba,2020-05-02,78.85
ABW,Aruba,2020-05-03,78.85
ABW,Aruba,2020-05-04,76.28
ABW,Aruba,2020-05-05,76.28
ABW,Aruba,2020-05-06,76.28
ABW,Aruba,2020-05-07,76.28
ABW,Aruba,2020-05-08,76.28
ABW,Aruba,2020-05-09,76.28
ABW,Aruba,2020-05-10,76.28
ABW,Aruba,2020-05-11,76.28
ABW,Aruba,2020-05-12,76.28
ABW,Aruba,2020-05-13,76.28
ABW,Aruba,2020-05-14,76.28
ABW,Aruba,2020-05-15,76.28
ABW,Aruba,2020-05-16,76.28
ABW,Aruba,2020-05-17,76.28
ABW,Aruba,2020-05-18,53.21
ABW,Aruba,2020-05-19,53.21
ABW,Aruba,2020-05-20,53.21
ABW,Aruba,2020-05-21,53.21
ABW,Aruba,2020-05-22,53.21
ABW,Aruba,2020-05-23,53.21
ABW,Aruba,2020-05-24,53.21
ABW,Aruba,2020-05-25,53.21
ABW,Aruba,2020-05-26,53.21
ABW,Aruba,2020-05-27,53.21
ABW,Aruba,2020-05-28,50.64
ABW,Aruba,2020-05-29,50.64
ABW,Aruba,2020-05-30,50.64
ABW,Aruba,2020-05-31,46.79
ABW,Aruba,2020-06-01,46.79
ABW,Aruba,2020-06-02,46.79
ABW,Aruba,2020-06-03,46.79
ABW,Aruba,2020-06-04,46.79
ABW,Aruba,2020-06-05,46.79
ABW,Aruba,2020-06-06,46.79
ABW,Aruba,2020-06-07,46.79
ABW,Aruba,2020-06-08,46.79
ABW,Aruba,2020-06-09,46.79
ABW,Aruba,2020-06-10,42.31
ABW,Aruba,2020-06-11,42.31
ABW,Aruba,2020-06-12,42.31
ABW,Aruba,2020-06-13,42.31
ABW,Aruba,2020-06-14,42.31
ABW,Aruba,2020-06-15,42.31
ABW,Aruba,2020-06-16,42.31
ABW,Aruba,2020-06-17,42.31
ABW,Aruba,2020-06-18,42.31
ABW,Aruba,2020-06-19,42.31
ABW,Aruba,2020-06-20,42.31
ABW,Aruba,2020-06-21,42.31
ABW,Aruba,2020-06-22,42.31
ABW,Aruba,2020-06-23,42.31
ABW,Aruba,2020-06-24,42.31
ABW,Aruba,2020-06-25,44.87
ABW,Aruba,2020-06-26,44.87
ABW,Aruba,2020-06-27,44.87
ABW,Aruba,2020-06-28,44.87
ABW,Aruba,2020-06-29,44.87
ABW,Aruba,2020-06-30,44.87
ABW,Aruba,2020-07-01,44.87
ABW,Aruba,2020-07-02,44.87
ABW,Aruba,2020-07-03,44.87
ABW,Aruba,2020-07-04,44.87
ABW,Aruba,2020-07-05,44.87
ABW,Aruba,2020-07-06,44.87
ABW,Aruba,2020-07-07,44.87
ABW,Aruba,2020-07-08,44.87
ABW,Aruba,2020-07-09,44.87
ABW,Aruba,2020-07-10,44.87
ABW,Aruba,2020-07-11,44.87
ABW,Aruba,2020-07-12,44.87
ABW,Aruba,2020-07-13,44.87
ABW,Aruba,2020-07-14,44.87
ABW,Aruba,2020-07-15,44.87
ABW,Aruba,2020-07-16,44.87
ABW,Aruba,2020-07-17,44.87
ABW,Aruba,2020-07-18,44.87
ABW,Aruba,2020-07-19,44.87
ABW,Aruba,2020-07-20,41.03
ABW,Aruba,2020-07-21,41.03
ABW,Aruba,2020-07-22,41.03
ABW,Aruba,2020-07-23,41.03
ABW,Aruba,2020-07-24,41.03
ABW,Aruba,2020-07-25,41.03
ABW,Aruba,2020-07-26,41.03
ABW,Aruba,2020-07-27,41.03
ABW,Aruba,2020-07-28,41.03
ABW,Aruba,2020-07-29,41.03
ABW,Aruba,2020-07-30,41.03
ABW,Aruba,2020-07-31,41.03
ABW,Aruba,2020-08-01,41.03
ABW,Aruba,2020-08-02,41.03
ABW,Aruba,2020-08-03,41.03
ABW,Aruba,2020-08-04,48.72
ABW,Aruba,2020-08-05,48.72
ABW,Aruba,2020-08-06,48.72
ABW,Aruba,2020-08-07,51.28
ABW,Aruba,2020-08-08,51.28
ABW,Aruba,2020-08-09,51.28
ABW,Aruba,2020-08-10,51.28
ABW,Aruba,2020-08-11,51.28
ABW,Aruba,2020-08-12,51.28
ABW,Aruba,2020-08-13,51.28
ABW,Aruba,2020-08-14,51.28
ABW,Aruba,2020-08-15,51.28
ABW,Aruba,2020-08-16,51.28
ABW,Aruba,2020-08-17,51.28
ABW,Aruba,2020-08-18,58.97
ABW,Aruba,2020-08-19,58.97
ABW,Aruba,2020-08-20,58.97
ABW,Aruba,2020-08-21,58.97
ABW,Aruba,2020-08-22,58.97
ABW,Aruba,2020-08-23,58.97
ABW,Aruba,2020-08-24,58.97
ABW,Aruba,2020-08-25,58.97
ABW,Aruba,2020-08-26,58.97
ABW,Aruba,2020-08-27,58.97
ABW,Aruba,2020-08-28,60.58
ABW,Aruba,2020-08-29,60.58
ABW,Aruba,2020-08-30,60.58
ABW,Aruba,2020-08-31,60.58
ABW,Aruba,2020-09-01,60.58
ABW,Aruba,2020-09-02,60.58
ABW,Aruba,2020-09-03,60.58
ABW,Aruba,2020-09-04,60.58
ABW,Aruba,2020-09-05,60.58
ABW,Aruba,2020-09-06,60.58
ABW,Aruba,2020-09-07,56.73
ABW,Aruba,2020-09-08,56.73
ABW,Aruba,2020-09-09,56.73
ABW,Aruba,2020-09-10,56.73
ABW,Aruba,2020-09-11,62.5
ABW,Aruba,2020-09-12,62.5
ABW,Aruba,2020-09-13,62.5
ABW,Aruba,2020-09-14,62.5
ABW,Aruba,2020-09-15,62.5
ABW,Aruba,2020-09-16,62.5
ABW,Aruba,2020-09-17,62.5
ABW,Aruba,2020-09-18,62.5
ABW,Aruba,2020-09-19,62.5
ABW,Aruba,2020-09-20,62.5
ABW,Aruba,2020-09-21,58.65
ABW,Aruba,2020-09-22,58.65
ABW,Aruba,2020-09-23,58.65
ABW,Aruba,2020-09-24,58.65
ABW,Aruba,2020-09-25,58.65
ABW,Aruba,2020-09-26,58.65
ABW,Aruba,2020-09-27,58.65
ABW,Aruba,2020-09-28,58.65
AFG,Afghanistan,2020-01-01,0.0
AFG,Afghanistan,2020-01-02,0.0
AFG,Afghanistan,2020-01-03,0.0
AFG,Afghanistan,2020-01-04,0.0
AFG,Afghanistan,2020-01-05,0.0
AFG,Afghanistan,2020-01-06,0.0
AFG,Afghanistan,2020-01-07,0.0
AFG,Afghanistan,2020-01-08,0.0
AFG,Afghanistan,2020-01-09,0.0
AFG,Afghanistan,2020-01-10,0.0
AFG,Afghanistan,2020-01-11,0.0
AFG,Afghanistan,2020-01-12,0.0
AFG,Afghanistan,2020-01-13,0.0
AFG,Afghanistan,2020-01-14,0.0
AFG,Afghanistan,2020-01-15,0.0
AFG,Afghanistan,2020-01-16,0.0
AFG,Afghanistan,2020-01-17,0.0
AFG,Afghanistan,2020-01-18,0.0
AFG,Afghanistan,2020-01-19,0.0
AFG,Afghanistan,2020-01-20,0.0
AFG,Afghanistan,2020-01-21,0.0
AFG,Afghanistan,2020-01-22,0.0
AFG,Afghanistan,2020-01-23,0.0
AFG,Afghanistan,2020-01-24,0.0
AFG,Afghanistan,2020-01-25,0.0
AFG,Afghanistan,2020-01-26,0.0
AFG,Afghanistan,2020-01-27,0.0
AFG,Afghanistan,2020-01-28,0.0
AFG,Afghanistan,2020-01-29,0.0
AFG,Afghanistan,2020-01-30,0.0
AFG,Afghanistan,2020-01-31,0.0
AFG,Afghanistan,2020-02-01,0.0
AFG,Afghanistan,2020-02-02,0.0
AFG,Afghanistan,2020-02-03,0.0
AFG,Afghanistan,2020-02-04,0.0
AFG,Afghanistan,2020-02-05,0.0
AFG,Afghanistan,2020-02-06,0.0
AFG,Afghanistan,2020-02-07,0.0
AFG,Afghanistan,2020-02-08,0.0
AFG,Afghanistan,2020-02-09,0.0
AFG,Afghanistan,2020-02-10,0.0
AFG,Afghanistan,2020-02-11,0.0
AFG,Afghanistan,2020-02-12,0.0
AFG,Afghanistan,2020-02-13,0.0
AFG,Afghanistan,2020-02-14,0.0
AFG,Afghanistan,2020-02-15,0.0
AFG,Afghanistan,2020-02-16,0.0
AFG,Afghanistan,2020-02-17,0.0
AFG,Afghanistan,2020-02-18,0.0
AFG,Afghanistan,2020-02-19,0.0
AFG,Afghanistan,2020-02-20,0.0
AFG,Afghanistan,2020-02-21,0.0
AFG,Afghanistan,2020-02-22,0.0
AFG,Afghanistan,2020-02-23,8.33
AFG,Afghanistan,2020-02-24,12.18
AFG,Afghanistan,2020-02-25,12.18
AFG,Afghanistan,2020-02-26,12.18
AFG,Afghanistan,2020-02-27,12.18
AFG,Afghanistan,2020-02-28,12.18
AFG,Afghanistan,2020-02-29,12.18
AFG,Afghanistan,2020-03-01,25.64
AFG,Afghanistan,2020-03-02,25.64
AFG,Afghanistan,2020-03-03,25.64
AFG,Afghanistan,2020-03-04,25.64
AFG,Afghanistan,2020-03-05,25.64
AFG,Afghanistan,2020-03-06,25.64
AFG,Afghanistan,2020-03-07,25.64
AFG,Afghanistan,2020-03-08,25.64
AFG,Afghanistan,2020-03-09,25.64
AFG,Afghanistan,2020-03-10,25.64
AFG,Afghanistan,2020-03-11,25.64
AFG,Afghanistan,2020-03-12,25.64
AFG,Afghanistan,2020-03-13,25.64
AFG,Afghanistan,2020-03-14,33.33
AFG,Afghanistan,2020-03-15,33.33
AFG,Afghanistan,2020-03-16,33.33
AFG,Afghanistan,2020-03-17,33.33
AFG,Afghanistan,2020-03-18,35.26
AFG,Afghanistan,2020-03-19,35.26
AFG,Afghanistan,2020-03-20,35.26
AFG,Afghanistan,2020-03-21,35.26
AFG,Afghanistan,2020-03-22,35.26
AFG,Afghanistan,2020-03-23,35.26
AFG,Afghanistan,2020-03-24,41.67
AFG,Afghanistan,2020-03-25,47.44
AFG,Afghanistan,2020-03-26,47.44
AFG,Afghanistan,2020-03-27,47.44
AFG,Afghanistan,2020-03-28,53.21
AFG,Afghanistan,2020-03-29,53.21
AFG,Afghanistan,2020-03-30,53.21
AFG,Afghanistan,2020-03-31,53.21
AFG,Afghanistan,2020-04-01,53.21
AFG,Afghanistan,2020-04-02,53.21
AFG,Afghanistan,2020-04-03,53.21
AFG,Afghanistan,2020-04-04,53.21
AFG,Afghanistan,2020-04-05,60.9
AFG,Afghanistan,2020-04-06,60.9
AFG,Afghanistan,2020-04-07,60.9
AFG,Afghanistan,2020-04-08,60.9
AFG,Afghanistan,2020-04-09,60.9
AFG,Afghanistan,2020-04-10,60.9
AFG,Afghanistan,2020-04-11,60.9
AFG,Afghanistan,2020-04-12,64.74
AFG,Afghanistan,2020-04-13,64.74
AFG,Afghanistan,2020-04-14,64.74
AFG,Afghanistan,2020-04-15,64.74
AFG,Afghanistan,2020-04-16,64.74
AFG,Afghanistan,2020-04-17,64.74
AFG,Afghanistan,2020-04-18,64.74
AFG,Afghanistan,2020-04-19,64.74
AFG,Afghanistan,2020-04-20,64.74
AFG,Afghanistan,2020-04-21,64.74
AFG,Afghanistan,2020-04-22,64.74
AFG,Afghanistan,2020-04-23,64.74
AFG,Afghanistan,2020-04-24,64.74
AFG,Afghanistan,2020-04-25,64.74
AFG,Afghanistan,2020-04-26,64.74
AFG,Afghanistan,2020-04-27,64.74
AFG,Afghanistan,2020-04-28,64.74
AFG,Afghanistan,2020-04-29,64.74
AFG,Afghanistan,2020-04-30,64.74
AFG,Afghanistan,2020-05-01,64.74
AFG,Afghanistan,2020-05-02,64.74
AFG,Afghanistan,2020-05-03,64.74
AFG,Afghanistan,2020-05-04,64.74
AFG,Afghanistan,2020-05-05,64.74
AFG,Afghanistan,2020-05-06,64.74
AFG,Afghanistan,2020-05-07,64.74
AFG,Afghanistan,2020-05-08,64.74
AFG,Afghanistan,2020-05-09,64.74
AFG,Afghanistan,2020-05-10,64.74
AFG,Afghanistan,2020-05-11,64.74
AFG,Afghanistan,2020-05-12,64.74
AFG,Afghanistan,2020-05-13,64.74
AFG,Afghanistan,2020-05-14,64.74
AFG,Afghanistan,2020-05-15,64.74
AFG,Afghanistan,2020-05-16,64.74
AFG,Afghanistan,2020-05-17,64.74
AFG,Afghanistan,2020-05-18,64.74
AFG,Afghanistan,2020-05-19,64.74
AFG,Afghanistan,2020-05-20,64.74
AFG,Afghanistan,2020-05-21,64.74
AFG,Afghanistan,2020-05-22,64.74
AFG,Afghanistan,2020-05-23,64.74
AFG,Afghanistan,2020-05-24,64.74
AFG,Afghanistan,2020-05-25,64.74
AFG,Afghanistan,2020-05-26,64.74
AFG,Afghanistan,2020-05-27,64.74
AFG,Afghanistan,2020-05-28,64.74
AFG,Afghanistan,2020-05-29,64.74
AFG,Afghanistan,2020-05-30,64.74
AFG,Afghanistan,2020-05-31,64.74
AFG,Afghanistan,2020-06-01,64.74
AFG,Afghanistan,2020-06-02,64.74
AFG,Afghanistan,2020-06-03,64.74
AFG,Afghanistan,2020-06-04,64.74
AFG,Afghanistan,2020-06-05,64.74
AFG,Afghanistan,2020-06-06,64.74
AFG,Afghanistan,2020-06-07,64.74
AFG,Afghanistan,2020-06-08,64.74
AFG,Afghanistan,2020-06-09,60.9
AFG,Afghanistan,2020-06-10,60.9
AFG,Afghanistan,2020-06-11,60.9
AFG,Afghanistan,2020-06-12,60.9
AFG,Afghanistan,2020-06-13,60.9
AFG,Afghanistan,2020-06-14,60.9
AFG,Afghanistan,2020-06-15,60.9
AFG,Afghanistan,2020-06-16,60.9
AFG,Afghanistan,2020-06-17,60.9
AFG,Afghanistan,2020-06-18,60.9
AFG,Afghanistan,2020-06-19,60.9
AFG,Afghanistan,2020-06-20,60.9
AFG,Afghanistan,2020-06-21,60.9
AFG,Afghanistan,2020-06-22,60.9
AFG,Afghanistan,2020-06-23,60.9
AFG,Afghanistan,2020-06-24,60.9
AFG,Afghanistan,2020-06-25,60.9
AFG,Afghanistan,2020-06-26,60.9
AFG,Afghanistan,2020-06-27,60.9
AFG,Afghanistan,2020-06-28,60.9
AFG,Afghanistan,2020-06-29,60.9
AFG,Afghanistan,2020-06-30,60.9
AFG,Afghanistan,2020-07-01,60.9
AFG,Afghanistan,2020-07-02,60.9
AFG,Afghanistan,2020-07-03,60.9
AFG,Afghanistan,2020-07-04,60.9
AFG,Afghanistan,2020-07-05,60.9
AFG,Afghanistan,2020-07-06,60.9
AFG,Afghanistan,2020-07-07,60.9
AFG,Afghanistan,2020-07-08,60.9
AFG,Afghanistan,2020-07-09,60.9
AFG,Afghanistan,2020-07-10,60.9
AFG,Afghanistan,2020-07-11,60.9
AFG,Afghanistan,2020-07-12,60.9
AFG,Afghanistan,2020-07-13,60.9
AFG,Afghanistan,2020-07-14,60.9
AFG,Afghanistan,2020-07-15,60.9
AFG,Afghanistan,2020-07-16,60.9
AFG,Afghanistan,2020-07-17,60.9
AFG,Afghanistan,2020-07-18,60.9
AFG,Afghanistan,2020-07-19,60.9
AFG,Afghanistan,2020-07-20,60.9
AFG,Afghanistan,2020-07-21,60.9
AFG,Afghanistan,2020-07-22,60.9
AFG,Afghanistan,2020-07-23,60.9
AFG,Afghanistan,2020-07-24,60.9
AFG,Afghanistan,2020-07-25,60.9
AFG,Afghanistan,2020-07-26,60.9
AFG,Afghanistan,2020-07-27,60.9
AFG,Afghanistan,2020-07-28,60.9
AFG,Afghanistan,2020-07-29,60.9
AFG,Afghanistan,2020-07-30,60.9
AFG,Afghanistan,2020-07-31,60.9
AFG,Afghanistan,2020-08-01,60.9
AFG,Afghanistan,2020-08-02,60.9
AFG,Afghanistan,2020-08-03,60.9
AFG,Afghanistan,2020-08-04,58.33
AFG,Afghanistan,2020-08-05,55.77
AFG,Afghanistan,2020-08-06,55.77
AFG,Afghanistan,2020-08-07,55.77
AFG,Afghanistan,2020-08-08,55.77
AFG,Afghanistan,2020-08-09,55.77
AFG,Afghanistan,2020-08-10,55.77
AFG,Afghanistan,2020-08-11,55.77
AFG,Afghanistan,2020-08-12,55.77
AFG,Afghanistan,2020-08-13,55.77
AFG,Afghanistan,2020-08-14,55.77
AFG,Afghanistan,2020-08-15,48.08
AFG,Afghanistan,2020-08-16,48.08
AFG,Afghanistan,2020-08-17,48.08
AFG,Afghanistan,2020-08-18,48.72
AFG,Afghanistan,2020-08-19,48.72
AFG,Afghanistan,2020-08-20,48.72
AFG,Afghanistan,2020-08-21,48.72
AFG,Afghanistan,2020-08-22,48.72
AFG,Afghanistan,2020-08-23,48.72
AFG,Afghanistan,2020-08-24,48.72
AFG,Afghanistan,2020-08-25,48.72
AFG,Afghanistan,2020-08-26,30.13
AFG,Afghanistan,2020-08-27,30.13
AFG,Afghanistan,2020-08-28,30.13
AFG,Afghanistan,2020-08-29,30.13
AFG,Afghanistan,2020-08-30,30.13
AFG,Afghanistan,2020-08-31,30.13
AFG,Afghanistan,2020-09-01,30.13
AFG,Afghanistan,2020-09-02,30.13
AFG,Afghanistan,2020-09-03,30.13
AFG,Afghanistan,2020-09-04,30.13
AFG,Afghanistan,2020-09-05,26.28
AFG,Afghanistan,2020-09-06,26.28
AFG,Afghanistan,2020-09-07,26.28
AFG,Afghanistan,2020-09-08,26.28
AFG,Afghanistan,2020-09-09,26.28
AFG,Afghanistan,2020-09-10,26.28
AFG,Afghanistan,2020-09-11,26.28
AFG,Afghanistan,2020-09-12,26.28
AFG,Afghanistan,2020-09-13,26.28
AFG,Afghanistan,2020-09-14,26.28
AFG,Afghanistan,2020-09-15,26.28
AFG,Afghanistan,2020-09-16,26.28
AFG,Afghanistan,2020-09-17,26.28
AFG,Afghanistan,2020-09-18,26.28
AFG,Afghanistan,2020-09-19,26.28
AFG,Afghanistan,2020-09-20,26.28
AFG,Afghanistan,2020-09-21,26.28
AFG,Afghanistan,2020-09-22,31.41
AFG,Afghanistan,2020-09-23,31.41
AFG,Afghanistan,2020-09-24,31.41
AFG,Afghanistan,2020-09-25,31.41
AFG,Afghanistan,2020-09-26,31.41
AFG,Afghanistan,2020-09-27,31.41
AFG,Afghanistan,2020-09-28,31.41
AFG,Afghanistan,2020-09-29,31.41
AFG,Afghanistan,2020-09-30,31.41
AFG,Afghanistan,2020-10-01,31.41
AFG,Afghanistan,2020-10-02,31.41
AFG,Afghanistan,2020-10-03,28.85
AFG,Afghanistan,2020-10-04,28.85
AFG,Afghanistan,2020-10-05,28.85
AGO,Angola,2020-01-01,0.0
AGO,Angola,2020-01-02,0.0
AGO,Angola,2020-01-03,0.0
AGO,Angola,2020-01-04,0.0
AGO,Angola,2020-01-05,0.0
AGO,Angola,2020-01-06,0.0
AGO,Angola,2020-01-07,0.0
AGO,Angola,2020-01-08,0.0
AGO,Angola,2020-01-09,0.0
AGO,Angola,2020-01-10,0.0
AGO,Angola,2020-01-11,0.0
AGO,Angola,2020-01-12,0.0
AGO,Angola,2020-01-13,0.0
AGO,Angola,2020-01-14,0.0
AGO,Angola,2020-01-15,0.0
AGO,Angola,2020-01-16,0.0
AGO,Angola,2020-01-17,0.0
AGO,Angola,2020-01-18,0.0
AGO,Angola,2020-01-19,0.0
AGO,Angola,2020-01-20,0.0
AGO,Angola,2020-01-21,0.0
AGO,Angola,2020-01-22,0.0
AGO,Angola,2020-01-23,0.0
AGO,Angola,2020-01-24,0.0
AGO,Angola,2020-01-25,0.0
AGO,Angola,2020-01-26,0.0
AGO,Angola,2020-01-27,0.0
AGO,Angola,2020-01-28,0.0
AGO,Angola,2020-01-29,0.0
AGO,Angola,2020-01-30,0.0
AGO,Angola,2020-01-31,0.0
AGO,Angola,2020-02-01,0.0
AGO,Angola,2020-02-02,0.0
AGO,Angola,2020-02-03,0.0
AGO,Angola,2020-02-04,0.0
AGO,Angola,2020-02-05,0.0
AGO,Angola,2020-02-06,3.85
AGO,Angola,2020-02-07,3.85
AGO,Angola,2020-02-08,3.85
AGO,Angola,2020-02-09,3.85
AGO,Angola,2020-02-10,3.85
AGO,Angola,2020-02-11,3.85
AGO,Angola,2020-02-12,3.85
AGO,Angola,2020-02-13,3.85
AGO,Angola,2020-02-14,3.85
AGO,Angola,2020-02-15,3.85
AGO,Angola,2020-02-16,3.85
AGO,Angola,2020-02-17,3.85
AGO,Angola,2020-02-18,3.85
AGO,Angola,2020-02-19,3.85
AGO,Angola,2020-02-20,3.85
AGO,Angola,2020-02-21,3.85
AGO,Angola,2020-02-22,3.85
AGO,Angola,2020-02-23,3.85
AGO,Angola,2020-02-24,3.85
AGO,Angola,2020-02-25,3.85
AGO,Angola,2020-02-26,6.41
AGO,Angola,2020-02-27,6.41
AGO,Angola,2020-02-28,6.41
AGO,Angola,2020-02-29,6.41
AGO,Angola,2020-03-01,8.33
AGO,Angola,2020-03-02,8.33
AGO,Angola,2020-03-03,8.33
AGO,Angola,2020-03-04,8.33
AGO,Angola,2020-03-05,8.33
AGO,Angola,2020-03-06,8.33
AGO,Angola,2020-03-07,8.33
AGO,Angola,2020-03-08,8.33
AGO,Angola,2020-03-09,8.33
AGO,Angola,2020-03-10,8.33
AGO,Angola,2020-03-11,8.33
AGO,Angola,2020-03-12,8.33
AGO,Angola,2020-03-13,8.33
AGO,Angola,2020-03-14,8.33
AGO,Angola,2020-03-15,8.33
AGO,Angola,2020-03-16,8.33
AGO,Angola,2020-03-17,8.33
AGO,Angola,2020-03-18,8.33
AGO,Angola,2020-03-19,8.33
AGO,Angola,2020-03-20,10.26
AGO,Angola,2020-03-21,10.26
AGO,Angola,2020-03-22,10.26
AGO,Angola,2020-03-23,10.26
AGO,Angola,2020-03-24,25.64
AGO,Angola,2020-03-25,25.64
AGO,Angola,2020-03-26,25.64
AGO,Angola,2020-03-27,65.38
AGO,Angola,2020-03-28,65.38
AGO,Angola,2020-03-29,65.38
AGO,Angola,2020-03-30,65.38
AGO,Angola,2020-03-31,65.38
AGO,Angola,2020-04-01,67.95
AGO,Angola,2020-04-02,67.95
AGO,Angola,2020-04-03,67.95
AGO,Angola,2020-04-04,67.95
AGO,Angola,2020-04-05,67.95
AGO,Angola,2020-04-06,67.95
AGO,Angola,2020-04-07,67.95
AGO,Angola,2020-04-08,67.95
AGO,Angola,2020-04-09,75.64
AGO,Angola,2020-04-10,75.64
AGO,Angola,2020-04-11,75.64
AGO,Angola,2020-04-12,75.64
AGO,Angola,2020-04-13,75.64
AGO,Angola,2020-04-14,75.64
AGO,Angola,2020-04-15,75.64
AGO,Angola,2020-04-16,75.64
AGO,Angola,2020-04-17,75.64
AGO,Angola,2020-04-18,75.64
AGO,Angola,2020-04-19,75.64
AGO,Angola,2020-04-20,75.64
AGO,Angola,2020-04-21,75.64
AGO,Angola,2020-04-22,75.64
AGO,Angola,2020-04-23,67.31
AGO,Angola,2020-04-24,71.15
AGO,Angola,2020-04-25,71.15
AGO,Angola,2020-04-26,71.15
AGO,Angola,2020-04-27,71.15
AGO,Angola,2020-04-28,71.15
AGO,Angola,2020-04-29,71.15
AGO,Angola,2020-04-30,71.15
AGO,Angola,2020-05-01,71.15
AGO,Angola,2020-05-02,71.15
AGO,Angola,2020-05-03,71.15
AGO,Angola,2020-05-04,71.15
