iso_code,country,date,google_mobility_change_retail_and_recreation
BWA,Botswana,2020-10-16,2.0
BWA,Botswana,2020-10-17,11.0
BWA,Botswana,2020-10-18,1.0
BWA,Botswana,2020-10-19,0.0
BWA,Botswana,2020-10-20,5.0
BWA,Botswana,2020-10-21,10.0
BWA,Botswana,2020-10-22,16.0
BWA,Botswana,2020-10-23,17.0
BWA,Botswana,2020-10-24,32.0
BWA,Botswana,2020-10-25,22.0
BWA,Botswana,2020-10-26,17.0
BWA,Botswana,2020-10-27,18.0
BWA,Botswana,2020-10-28,23.0
BWA,Botswana,2020-10-29,25.0
BWA,Botswana,2020-10-30,21.0
BWA,Botswana,2020-10-31,35.0
BWA,Botswana,2020-11-01,22.0
BWA,Botswana,2020-11-02,16.0
BWA,Botswana,2020-11-03,13.0
BWA,Botswana,2020-11-04,13.0
BWA,Botswana,2020-11-05,14.0
BWA,Botswana,2020-11-06,9.0
BWA,Botswana,2020-11-07,21.0
BWA,Botswana,2020-11-08,9.0
BWA,Botswana,2020-11-09,6.0
BWA,Botswana,2020-11-10,7.0
BWA,Botswana,2020-11-11,12.0
BWA,Botswana,2020-11-12,11.0
BWA,Botswana,2020-11-13,7.0
BWA,Botswana,2020-11-14,17.0
BWA,Botswana,2020-11-15,8.0
BWA,Botswana,2020-11-16,3.0
BWA,Botswana,2020-11-17,3.0
BWA,Botswana,2020-11-18,8.0
BWA,Botswana,2020-11-19,13.0
BWA,Botswana,2020-11-20,11.0
BWA,Botswana,2020-11-21,23.0
BWA,Botswana,2020-11-22,15.0
BWA,Botswana,2020-11-23,12.0
BWA,Botswana,2020-11-24,17.0
BWA,Botswana,2020-11-25,26.0
BWA,Botswana,2020-11-26,35.0
BWA,Botswana,2020-11-27,31.0
BWA,Botswana,2020-11-28,45.0
BWA,Botswana,2020-11-29,35.0
BWA,Botswana,2020-11-30,31.0
BWA,Botswana,2020-12-01,31.0
BWA,Botswana,2020-12-02,30.0
BWA,Botswana,2020-12-03,31.0
BWA,Botswana,2020-12-04,24.0
BWA,Botswana,2020-12-05,32.0
BWA,Botswana,2020-12-06,24.0
BWA,Botswana,2020-12-07,18.0
CAN,Canada,2020-02-15,4.0
CAN,Canada,2020-02-16,13.0
CAN,Canada,2020-02-17,-12.0
CAN,Canada,2020-02-18,-1.0
CAN,Canada,2020-02-19,1.0
CAN,Canada,2020-02-20,6.0
CAN,Canada,2020-02-21,2.0
CAN,Canada,2020-02-22,8.0
CAN,Canada,2020-02-23,10.0
CAN,Canada,2020-02-24,3.0
CAN,Canada,2020-02-25,2.0
CAN,Canada,2020-02-26,-2.0
CAN,Canada,2020-02-27,-8.0
CAN,Canada,2020-02-28,-1.0
CAN,Canada,2020-02-29,7.0
CAN,Canada,2020-03-01,10.0
CAN,Canada,2020-03-02,3.0
CAN,Canada,2020-03-03,4.0
CAN,Canada,2020-03-04,5.0
CAN,Canada,2020-03-05,7.0
CAN,Canada,2020-03-06,1.0
CAN,Canada,2020-03-07,6.0
CAN,Canada,2020-03-08,9.0
CAN,Canada,2020-03-09,4.0
CAN,Canada,2020-03-10,-1.0
CAN,Canada,2020-03-11,3.0
CAN,Canada,2020-03-12,7.0
CAN,Canada,2020-03-13,-5.0
CAN,Canada,2020-03-14,-11.0
CAN,Canada,2020-03-15,-12.0
CAN,Canada,2020-03-16,-12.0
CAN,Canada,2020-03-17,-27.0
CAN,Canada,2020-03-18,-33.0
CAN,Canada,2020-03-19,-36.0
CAN,Canada,2020-03-20,-44.0
CAN,Canada,2020-03-21,-49.0
CAN,Canada,2020-03-22,-51.0
CAN,Canada,2020-03-23,-45.0
CAN,Canada,2020-03-24,-49.0
CAN,Canada,2020-03-25,-53.0
CAN,Canada,2020-03-26,-54.0
CAN,Canada,2020-03-27,-55.0
CAN,Canada,2020-03-28,-59.0
CAN,Canada,2020-03-29,-59.0
CAN,Canada,2020-03-30,-54.0
CAN,Canada,2020-03-31,-51.0
CAN,Canada,2020-04-01,-52.0
CAN,Canada,2020-04-02,-53.0
CAN,Canada,2020-04-03,-55.0
CAN,Canada,2020-04-04,-57.0
CAN,Canada,2020-04-05,-63.0
CAN,Canada,2020-04-06,-51.0
CAN,Canada,2020-04-07,-52.0
CAN,Canada,2020-04-08,-51.0
CAN,Canada,2020-04-09,-44.0
CAN,Canada,2020-04-10,-70.0
CAN,Canada,2020-04-11,-54.0
CAN,Canada,2020-04-12,-74.0
CAN,Canada,2020-04-13,-55.0
CAN,Canada,2020-04-14,-50.0
CAN,Canada,2020-04-15,-50.0
CAN,Canada,2020-04-16,-49.0
CAN,Canada,2020-04-17,-53.0
CAN,Canada,2020-04-18,-54.0
CAN,Canada,2020-04-19,-60.0
CAN,Canada,2020-04-20,-46.0
CAN,Canada,2020-04-21,-50.0
CAN,Canada,2020-04-22,-50.0
CAN,Canada,2020-04-23,-49.0
CAN,Canada,2020-04-24,-52.0
CAN,Canada,2020-04-25,-51.0
CAN,Canada,2020-04-26,-57.0
CAN,Canada,2020-04-27,-45.0
CAN,Canada,2020-04-28,-46.0
CAN,Canada,2020-04-29,-46.0
CAN,Canada,2020-04-30,-47.0
CAN,Canada,2020-05-01,-47.0
CAN,Canada,2020-05-02,-49.0
CAN,Canada,2020-05-03,-51.0
CAN,Canada,2020-05-04,-42.0
CAN,Canada,2020-05-05,-42.0
CAN,Canada,2020-05-06,-41.0
CAN,Canada,2020-05-07,-42.0
CAN,Canada,2020-05-08,-45.0
CAN,Canada,2020-05-09,-44.0
CAN,Canada,2020-05-10,-44.0
CAN,Canada,2020-05-11,-41.0
CAN,Canada,2020-05-12,-41.0
CAN,Canada,2020-05-13,-38.0
CAN,Canada,2020-05-14,-38.0
CAN,Canada,2020-05-15,-41.0
CAN,Canada,2020-05-16,-40.0
CAN,Canada,2020-05-17,-41.0
CAN,Canada,2020-05-18,-48.0
CAN,Canada,2020-05-19,-31.0
CAN,Canada,2020-05-20,-28.0
CAN,Canada,2020-05-21,-30.0
CAN,Canada,2020-05-22,-34.0
CAN,Canada,2020-05-23,-33.0
CAN,Canada,2020-05-24,-32.0
CAN,Canada,2020-05-25,-26.0
CAN,Canada,2020-05-26,-28.0
CAN,Canada,2020-05-27,-26.0
CAN,Canada,2020-05-28,-28.0
CAN,Canada,2020-05-29,-32.0
CAN,Canada,2020-05-30,-32.0
CAN,Canada,2020-05-31,-30.0
CAN,Canada,2020-06-01,-23.0
CAN,Canada,2020-06-02,-27.0
CAN,Canada,2020-06-03,-27.0
CAN,Canada,2020-06-04,-25.0
CAN,Canada,2020-06-05,-29.0
CAN,Canada,2020-06-06,-29.0
CAN,Canada,2020-06-07,-26.0
CAN,Canada,2020-06-08,-21.0
CAN,Canada,2020-06-09,-24.0
CAN,Canada,2020-06-10,-22.0
CAN,Canada,2020-06-11,-21.0
CAN,Canada,2020-06-12,-25.0
CAN,Canada,2020-06-13,-25.0
CAN,Canada,2020-06-14,-22.0
CAN,Canada,2020-06-15,-18.0
CAN,Canada,2020-06-16,-18.0
CAN,Canada,2020-06-17,-19.0
CAN,Canada,2020-06-18,-17.0
CAN,Canada,2020-06-19,-21.0
CAN,Canada,2020-06-20,-22.0
CAN,Canada,2020-06-21,-17.0
CAN,Canada,2020-06-22,-16.0
CAN,Canada,2020-06-23,-17.0
CAN,Canada,2020-06-24,-23.0
CAN,Canada,2020-06-25,-13.0
CAN,Canada,2020-06-26,-20.0
CAN,Canada,2020-06-27,-21.0
CAN,Canada,2020-06-28,-17.0
CAN,Canada,2020-06-29,-9.0
CAN,Canada,2020-06-30,-2.0
CAN,Canada,2020-07-01,-34.0
CAN,Canada,2020-07-02,-9.0
CAN,Canada,2020-07-03,-15.0
CAN,Canada,2020-07-04,-19.0
CAN,Canada,2020-07-05,-13.0
CAN,Canada,2020-07-06,-9.0
CAN,Canada,2020-07-07,-12.0
CAN,Canada,2020-07-08,-12.0
CAN,Canada,2020-07-09,-11.0
CAN,Canada,2020-07-10,-18.0
CAN,Canada,2020-07-11,-20.0
CAN,Canada,2020-07-12,-12.0
CAN,Canada,2020-07-13,-10.0
CAN,Canada,2020-07-14,-11.0
CAN,Canada,2020-07-15,-10.0
CAN,Canada,2020-07-16,-11.0
CAN,Canada,2020-07-17,-15.0
CAN,Canada,2020-07-18,-18.0
CAN,Canada,2020-07-19,-15.0
CAN,Canada,2020-07-20,-7.0
CAN,Canada,2020-07-21,-10.0
CAN,Canada,2020-07-22,-12.0
CAN,Canada,2020-07-23,-10.0
CAN,Canada,2020-07-24,-17.0
CAN,Canada,2020-07-25,-18.0
CAN,Canada,2020-07-26,-12.0
CAN,Canada,2020-07-27,-10.0
CAN,Canada,2020-07-28,-10.0
CAN,Canada,2020-07-29,-9.0
CAN,Canada,2020-07-30,-7.0
CAN,Canada,2020-07-31,-13.0
CAN,Canada,2020-08-01,-17.0
CAN,Canada,2020-08-02,-13.0
CAN,Canada,2020-08-03,-17.0
CAN,Canada,2020-08-04,-12.0
CAN,Canada,2020-08-05,-7.0
CAN,Canada,2020-08-06,-8.0
CAN,Canada,2020-08-07,-16.0
CAN,Canada,2020-08-08,-16.0
CAN,Canada,2020-08-09,-11.0
CAN,Canada,2020-08-10,-8.0
CAN,Canada,2020-08-11,-11.0
CAN,Canada,2020-08-12,-9.0
CAN,Canada,2020-08-13,-8.0
CAN,Canada,2020-08-14,-14.0
CAN,Canada,2020-08-15,-15.0
CAN,Canada,2020-08-16,-10.0
CAN,Canada,2020-08-17,-10.0
CAN,Canada,2020-08-18,-10.0
CAN,Canada,2020-08-19,-10.0
CAN,Canada,2020-08-20,-7.0
CAN,Canada,2020-08-21,-15.0
CAN,Canada,2020-08-22,-15.0
CAN,Canada,2020-08-23,-10.0
CAN,Canada,2020-08-24,-9.0
CAN,Canada,2020-08-25,-10.0
CAN,Canada,2020-08-26,-9.0
CAN,Canada,2020-08-27,-7.0
CAN,Canada,2020-08-28,-14.0
CAN,Canada,2020-08-29,-16.0
CAN,Canada,2020-08-30,-7.0
CAN,Canada,2020-08-31,-7.0
CAN,Canada,2020-09-01,-8.0
CAN,Canada,2020-09-02,-10.0
CAN,Canada,2020-09-03,-8.0
CAN,Canada,2020-09-04,-11.0
CAN,Canada,2020-09-05,-13.0
CAN,Canada,2020-09-06,-2.0
CAN,Canada,2020-09-07,-33.0
CAN,Canada,2020-09-08,-9.0
CAN,Canada,2020-09-09,-12.0
CAN,Canada,2020-09-10,-10.0
CAN,Canada,2020-09-11,-14.0
CAN,Canada,2020-09-12,-12.0
CAN,Canada,2020-09-13,-12.0
CAN,Canada,2020-09-14,-11.0
CAN,Canada,2020-09-15,-11.0
CAN,Canada,2020-09-16,-13.0
CAN,Canada,2020-09-17,-12.0
CAN,Canada,2020-09-18,-14.0
CAN,Canada,2020-09-19,-13.0
CAN,Canada,2020-09-20,-8.0
CAN,Canada,2020-09-21,-13.0
CAN,Canada,2020-09-22,-15.0
CAN,Canada,2020-09-23,-17.0
CAN,Canada,2020-09-24,-15.0
CAN,Canada,2020-09-25,-17.0
CAN,Canada,2020-09-26,-14.0
CAN,Canada,2020-09-27,-11.0
CAN,Canada,2020-09-28,-16.0
CAN,Canada,2020-09-29,-16.0
CAN,Canada,2020-09-30,-15.0
CAN,Canada,2020-10-01,-15.0
CAN,Canada,2020-10-02,-20.0
CAN,Canada,2020-10-03,-16.0
CAN,Canada,2020-10-04,-16.0
CAN,Canada,2020-10-05,-17.0
CAN,Canada,2020-10-06,-18.0
CAN,Canada,2020-10-07,-20.0
CAN,Canada,2020-10-08,-16.0
CAN,Canada,2020-10-09,-19.0
CAN,Canada,2020-10-10,-21.0
CAN,Canada,2020-10-11,-21.0
CAN,Canada,2020-10-12,-43.0
CAN,Canada,2020-10-13,-22.0
CAN,Canada,2020-10-14,-20.0
CAN,Canada,2020-10-15,-20.0
CAN,Canada,2020-10-16,-22.0
CAN,Canada,2020-10-17,-18.0
CAN,Canada,2020-10-18,-19.0
CAN,Canada,2020-10-19,-22.0
CAN,Canada,2020-10-20,-19.0
CAN,Canada,2020-10-21,-22.0
CAN,Canada,2020-10-22,-19.0
CAN,Canada,2020-10-23,-22.0
CAN,Canada,2020-10-24,-19.0
CAN,Canada,2020-10-25,-18.0
CAN,Canada,2020-10-26,-21.0
CAN,Canada,2020-10-27,-22.0
CAN,Canada,2020-10-28,-19.0
CAN,Canada,2020-10-29,-17.0
CAN,Canada,2020-10-30,-20.0
CAN,Canada,2020-10-31,-19.0
CAN,Canada,2020-11-01,-21.0
CAN,Canada,2020-11-02,-22.0
CAN,Canada,2020-11-03,-23.0
CAN,Canada,2020-11-04,-23.0
CAN,Canada,2020-11-05,-20.0
CAN,Canada,2020-11-06,-22.0
CAN,Canada,2020-11-07,-20.0
CAN,Canada,2020-11-08,-18.0
CAN,Canada,2020-11-09,-21.0
CAN,Canada,2020-11-10,-19.0
CAN,Canada,2020-11-11,-25.0
CAN,Canada,2020-11-12,-21.0
CAN,Canada,2020-11-13,-23.0
CAN,Canada,2020-11-14,-21.0
CAN,Canada,2020-11-15,-25.0
CAN,Canada,2020-11-16,-24.0
CAN,Canada,2020-11-17,-25.0
CAN,Canada,2020-11-18,-25.0
CAN,Canada,2020-11-19,-22.0
CAN,Canada,2020-11-20,-22.0
CAN,Canada,2020-11-21,-20.0
CAN,Canada,2020-11-22,-26.0
CAN,Canada,2020-11-23,-26.0
CAN,Canada,2020-11-24,-25.0
CAN,Canada,2020-11-25,-28.0
CAN,Canada,2020-11-26,-22.0
CAN,Canada,2020-11-27,-23.0
CAN,Canada,2020-11-28,-23.0
CAN,Canada,2020-11-29,-22.0
CAN,Canada,2020-11-30,-24.0
CAN,Canada,2020-12-01,-27.0
CAN,Canada,2020-12-02,-25.0
CAN,Canada,2020-12-03,-23.0
CAN,Canada,2020-12-04,-27.0
CAN,Canada,2020-12-05,-25.0
CAN,Canada,2020-12-06,-26.0
CAN,Canada,2020-12-07,-25.0
CHE,Switzerland,2020-02-15,-1.0
CHE,Switzerland,2020-02-16,10.0
CHE,Switzerland,2020-02-17,-3.0
CHE,Switzerland,2020-02-18,3.0
CHE,Switzerland,2020-02-19,-4.0
CHE,Switzerland,2020-02-20,2.0
CHE,Switzerland,2020-02-21,-1.0
CHE,Switzerland,2020-02-22,1.0
CHE,Switzerland,2020-02-23,14.0
CHE,Switzerland,2020-02-24,6.0
CHE,Switzerland,2020-02-25,4.0
CHE,Switzerland,2020-02-26,-5.0
CHE,Switzerland,2020-02-27,-5.0
CHE,Switzerland,2020-02-28,-1.0
CHE,Switzerland,2020-02-29,-6.0
CHE,Switzerland,2020-03-01,3.0
CHE,Switzerland,2020-03-02,-7.0
CHE,Switzerland,2020-03-03,-1.0
CHE,Switzerland,2020-03-04,-3.0
CHE,Switzerland,2020-03-05,-11.0
CHE,Switzerland,2020-03-06,-6.0
CHE,Switzerland,2020-03-07,-4.0
CHE,Switzerland,2020-03-08,6.0
CHE,Switzerland,2020-03-09,-8.0
CHE,Switzerland,2020-03-10,-10.0
CHE,Switzerland,2020-03-11,-7.0
CHE,Switzerland,2020-03-12,-11.0
CHE,Switzerland,2020-03-13,-13.0
CHE,Switzerland,2020-03-14,-25.0
CHE,Switzerland,2020-03-15,-27.0
CHE,Switzerland,2020-03-16,-17.0
CHE,Switzerland,2020-03-17,-57.0
CHE,Switzerland,2020-03-18,-62.0
CHE,Switzerland,2020-03-19,-65.0
CHE,Switzerland,2020-03-20,-67.0
CHE,Switzerland,2020-03-21,-78.0
CHE,Switzerland,2020-03-22,-82.0
CHE,Switzerland,2020-03-23,-68.0
CHE,Switzerland,2020-03-24,-69.0
CHE,Switzerland,2020-03-25,-70.0
CHE,Switzerland,2020-03-26,-70.0
CHE,Switzerland,2020-03-27,-69.0
CHE,Switzerland,2020-03-28,-73.0
CHE,Switzerland,2020-03-29,-81.0
CHE,Switzerland,2020-03-30,-71.0
CHE,Switzerland,2020-03-31,-84.0
CHE,Switzerland,2020-04-01,-84.0
CHE,Switzerland,2020-04-02,-84.0
CHE,Switzerland,2020-04-03,-79.0
CHE,Switzerland,2020-04-04,-82.0
CHE,Switzerland,2020-04-05,-76.0
CHE,Switzerland,2020-04-06,-76.0
CHE,Switzerland,2020-04-07,-72.0
CHE,Switzerland,2020-04-08,-72.0
CHE,Switzerland,2020-04-09,-70.0
CHE,Switzerland,2020-04-10,-87.0
CHE,Switzerland,2020-04-11,-77.0
CHE,Switzerland,2020-04-12,-78.0
CHE,Switzerland,2020-04-13,-86.0
CHE,Switzerland,2020-04-14,-73.0
CHE,Switzerland,2020-04-15,-74.0
CHE,Switzerland,2020-04-16,-72.0
CHE,Switzerland,2020-04-17,-72.0
CHE,Switzerland,2020-04-18,-76.0
CHE,Switzerland,2020-04-19,-74.0
CHE,Switzerland,2020-04-20,-70.0
CHE,Switzerland,2020-04-21,-71.0
CHE,Switzerland,2020-04-22,-70.0
CHE,Switzerland,2020-04-23,-70.0
CHE,Switzerland,2020-04-24,-70.0
CHE,Switzerland,2020-04-25,-74.0
CHE,Switzerland,2020-04-26,-73.0
CHE,Switzerland,2020-04-27,-59.0
CHE,Switzerland,2020-04-28,-64.0
CHE,Switzerland,2020-04-29,-64.0
CHE,Switzerland,2020-04-30,-62.0
CHE,Switzerland,2020-05-01,-71.0
CHE,Switzerland,2020-05-02,-66.0
CHE,Switzerland,2020-05-03,-68.0
CHE,Switzerland,2020-05-04,-55.0
CHE,Switzerland,2020-05-05,-60.0
CHE,Switzerland,2020-05-06,-59.0
CHE,Switzerland,2020-05-07,-53.0
CHE,Switzerland,2020-05-08,-54.0
CHE,Switzerland,2020-05-09,-56.0
CHE,Switzerland,2020-05-10,-61.0
CHE,Switzerland,2020-05-11,-35.0
CHE,Switzerland,2020-05-12,-33.0
CHE,Switzerland,2020-05-13,-39.0
CHE,Switzerland,2020-05-14,-36.0
CHE,Switzerland,2020-05-15,-35.0
CHE,Switzerland,2020-05-16,-33.0
CHE,Switzerland,2020-05-17,-37.0
CHE,Switzerland,2020-05-18,-26.0
CHE,Switzerland,2020-05-19,-25.0
CHE,Switzerland,2020-05-20,-16.0
CHE,Switzerland,2020-05-21,-58.0
CHE,Switzerland,2020-05-22,-18.0
CHE,Switzerland,2020-05-23,-35.0
CHE,Switzerland,2020-05-24,-32.0
CHE,Switzerland,2020-05-25,-17.0
CHE,Switzerland,2020-05-26,-17.0
CHE,Switzerland,2020-05-27,-19.0
CHE,Switzerland,2020-05-28,-20.0
CHE,Switzerland,2020-05-29,-19.0
CHE,Switzerland,2020-05-30,-20.0
CHE,Switzerland,2020-05-31,-19.0
CHE,Switzerland,2020-06-01,-48.0
CHE,Switzerland,2020-06-02,-15.0
CHE,Switzerland,2020-06-03,-21.0
CHE,Switzerland,2020-06-04,-24.0
CHE,Switzerland,2020-06-05,-20.0
CHE,Switzerland,2020-06-06,-17.0
CHE,Switzerland,2020-06-07,-42.0
CHE,Switzerland,2020-06-08,-16.0
CHE,Switzerland,2020-06-09,-16.0
CHE,Switzerland,2020-06-10,-15.0
CHE,Switzerland,2020-06-11,-21.0
CHE,Switzerland,2020-06-12,-13.0
CHE,Switzerland,2020-06-13,-20.0
CHE,Switzerland,2020-06-14,-31.0
CHE,Switzerland,2020-06-15,-14.0
CHE,Switzerland,2020-06-16,-12.0
CHE,Switzerland,2020-06-17,-17.0
CHE,Switzerland,2020-06-18,-15.0
CHE,Switzerland,2020-06-19,-15.0
CHE,Switzerland,2020-06-20,-16.0
CHE,Switzerland,2020-06-21,-13.0
CHE,Switzerland,2020-06-22,-12.0
CHE,Switzerland,2020-06-23,-10.0
CHE,Switzerland,2020-06-24,-12.0
CHE,Switzerland,2020-06-25,-9.0
CHE,Switzerland,2020-06-26,-11.0
CHE,Switzerland,2020-06-27,-13.0
CHE,Switzerland,2020-06-28,-17.0
CHE,Switzerland,2020-06-29,-8.0
CHE,Switzerland,2020-06-30,-3.0
CHE,Switzerland,2020-07-01,-9.0
CHE,Switzerland,2020-07-02,-8.0
CHE,Switzerland,2020-07-03,-8.0
CHE,Switzerland,2020-07-04,-14.0
CHE,Switzerland,2020-07-05,-8.0
CHE,Switzerland,2020-07-06,-5.0
CHE,Switzerland,2020-07-07,-3.0
CHE,Switzerland,2020-07-08,-9.0
CHE,Switzerland,2020-07-09,-10.0
CHE,Switzerland,2020-07-10,-14.0
CHE,Switzerland,2020-07-11,-15.0
CHE,Switzerland,2020-07-12,-6.0
CHE,Switzerland,2020-07-13,-6.0
CHE,Switzerland,2020-07-14,-6.0
CHE,Switzerland,2020-07-15,-10.0
CHE,Switzerland,2020-07-16,-9.0
CHE,Switzerland,2020-07-17,-12.0
CHE,Switzerland,2020-07-18,-19.0
CHE,Switzerland,2020-07-19,-7.0
CHE,Switzerland,2020-07-20,-9.0
CHE,Switzerland,2020-07-21,-7.0
CHE,Switzerland,2020-07-22,-11.0
CHE,Switzerland,2020-07-23,-10.0
CHE,Switzerland,2020-07-24,-11.0
CHE,Switzerland,2020-07-25,-18.0
CHE,Switzerland,2020-07-26,-9.0
CHE,Switzerland,2020-07-27,-6.0
CHE,Switzerland,2020-07-28,-8.0
CHE,Switzerland,2020-07-29,-8.0
CHE,Switzerland,2020-07-30,-10.0
CHE,Switzerland,2020-07-31,-15.0
CHE,Switzerland,2020-08-01,-57.0
CHE,Switzerland,2020-08-02,-21.0
CHE,Switzerland,2020-08-03,-4.0
CHE,Switzerland,2020-08-04,-3.0
CHE,Switzerland,2020-08-05,-7.0
CHE,Switzerland,2020-08-06,-9.0
CHE,Switzerland,2020-08-07,-14.0
CHE,Switzerland,2020-08-08,-20.0
CHE,Switzerland,2020-08-09,-10.0
CHE,Switzerland,2020-08-10,-9.0
CHE,Switzerland,2020-08-11,-7.0
CHE,Switzerland,2020-08-12,-11.0
CHE,Switzerland,2020-08-13,-9.0
CHE,Switzerland,2020-08-14,-10.0
CHE,Switzerland,2020-08-15,-22.0
CHE,Switzerland,2020-08-16,-9.0
CHE,Switzerland,2020-08-17,-7.0
CHE,Switzerland,2020-08-18,-7.0
CHE,Switzerland,2020-08-19,-9.0
CHE,Switzerland,2020-08-20,-11.0
CHE,Switzerland,2020-08-21,-14.0
CHE,Switzerland,2020-08-22,-15.0
CHE,Switzerland,2020-08-23,-7.0
CHE,Switzerland,2020-08-24,-8.0
CHE,Switzerland,2020-08-25,-4.0
CHE,Switzerland,2020-08-26,-8.0
CHE,Switzerland,2020-08-27,-8.0
CHE,Switzerland,2020-08-28,-14.0
CHE,Switzerland,2020-08-29,-15.0
CHE,Switzerland,2020-08-30,-26.0
CHE,Switzerland,2020-08-31,-8.0
CHE,Switzerland,2020-09-01,-7.0
CHE,Switzerland,2020-09-02,-9.0
CHE,Switzerland,2020-09-03,-9.0
CHE,Switzerland,2020-09-04,-9.0
CHE,Switzerland,2020-09-05,-12.0
CHE,Switzerland,2020-09-06,-13.0
CHE,Switzerland,2020-09-07,-8.0
CHE,Switzerland,2020-09-08,-6.0
CHE,Switzerland,2020-09-09,-9.0
CHE,Switzerland,2020-09-10,-12.0
CHE,Switzerland,2020-09-11,-10.0
CHE,Switzerland,2020-09-12,-11.0
CHE,Switzerland,2020-09-13,-1.0
CHE,Switzerland,2020-09-14,-9.0
CHE,Switzerland,2020-09-15,-8.0
CHE,Switzerland,2020-09-16,-11.0
CHE,Switzerland,2020-09-17,-11.0
CHE,Switzerland,2020-09-18,-11.0
CHE,Switzerland,2020-09-19,-13.0
CHE,Switzerland,2020-09-20,-6.0
CHE,Switzerland,2020-09-21,-14.0
CHE,Switzerland,2020-09-22,-10.0
CHE,Switzerland,2020-09-23,-14.0
CHE,Switzerland,2020-09-24,-15.0
CHE,Switzerland,2020-09-25,-14.0
CHE,Switzerland,2020-09-26,-13.0
CHE,Switzerland,2020-09-27,-18.0
CHE,Switzerland,2020-09-28,-9.0
CHE,Switzerland,2020-09-29,-9.0
CHE,Switzerland,2020-09-30,-9.0
CHE,Switzerland,2020-10-01,-13.0
CHE,Switzerland,2020-10-02,-13.0
CHE,Switzerland,2020-10-03,-12.0
CHE,Switzerland,2020-10-04,-12.0
CHE,Switzerland,2020-10-05,-11.0
CHE,Switzerland,2020-10-06,-10.0
CHE,Switzerland,2020-10-07,-13.0
CHE,Switzerland,2020-10-08,-12.0
CHE,Switzerland,2020-10-09,-14.0
CHE,Switzerland,2020-10-10,-18.0
CHE,Switzerland,2020-10-11,-21.0
CHE,Switzerland,2020-10-12,-14.0
CHE,Switzerland,2020-10-13,-11.0
CHE,Switzerland,2020-10-14,-15.0
CHE,Switzerland,2020-10-15,-17.0
CHE,Switzerland,2020-10-16,-17.0
CHE,Switzerland,2020-10-17,-19.0
CHE,Switzerland,2020-10-18,-22.0
CHE,Switzerland,2020-10-19,-17.0
CHE,Switzerland,2020-10-20,-16.0
CHE,Switzerland,2020-10-21,-20.0
CHE,Switzerland,2020-10-22,-21.0
CHE,Switzerland,2020-10-23,-24.0
CHE,Switzerland,2020-10-24,-19.0
CHE,Switzerland,2020-10-25,-18.0
CHE,Switzerland,2020-10-26,-24.0
CHE,Switzerland,2020-10-27,-17.0
CHE,Switzerland,2020-10-28,-22.0
CHE,Switzerland,2020-10-29,-24.0
CHE,Switzerland,2020-10-30,-22.0
CHE,Switzerland,2020-10-31,-23.0
CHE,Switzerland,2020-11-01,-37.0
CHE,Switzerland,2020-11-02,-20.0
CHE,Switzerland,2020-11-03,-26.0
CHE,Switzerland,2020-11-04,-28.0
CHE,Switzerland,2020-11-05,-30.0
CHE,Switzerland,2020-11-06,-29.0
CHE,Switzerland,2020-11-07,-29.0
CHE,Switzerland,2020-11-08,-40.0
CHE,Switzerland,2020-11-09,-28.0
CHE,Switzerland,2020-11-10,-28.0
CHE,Switzerland,2020-11-11,-30.0
CHE,Switzerland,2020-11-12,-30.0
CHE,Switzerland,2020-11-13,-29.0
CHE,Switzerland,2020-11-14,-26.0
CHE,Switzerland,2020-11-15,-36.0
CHE,Switzerland,2020-11-16,-29.0
CHE,Switzerland,2020-11-17,-27.0
CHE,Switzerland,2020-11-18,-29.0
CHE,Switzerland,2020-11-19,-32.0
CHE,Switzerland,2020-11-20,-29.0
CHE,Switzerland,2020-11-21,-25.0
CHE,Switzerland,2020-11-22,-41.0
CHE,Switzerland,2020-11-23,-27.0
CHE,Switzerland,2020-11-24,-26.0
CHE,Switzerland,2020-11-25,-24.0
CHE,Switzerland,2020-11-26,-23.0
CHE,Switzerland,2020-11-27,-18.0
CHE,Switzerland,2020-11-28,-20.0
CHE,Switzerland,2020-11-29,-41.0
CHE,Switzerland,2020-11-30,-21.0
CHE,Switzerland,2020-12-01,-26.0
CHE,Switzerland,2020-12-02,-25.0
CHE,Switzerland,2020-12-03,-24.0
CHE,Switzerland,2020-12-04,-28.0
CHE,Switzerland,2020-12-05,-25.0
CHE,Switzerland,2020-12-06,-46.0
CHE,Switzerland,2020-12-07,-22.0
CHL,Chile,2020-02-15,2.0
CHL,Chile,2020-02-16,3.0
CHL,Chile,2020-02-17,1.0
CHL,Chile,2020-02-18,0.0
CHL,Chile,2020-02-19,0.0
CHL,Chile,2020-02-20,-1.0
CHL,Chile,2020-02-21,-3.0
CHL,Chile,2020-02-22,0.0
CHL,Chile,2020-02-23,-1.0
CHL,Chile,2020-02-24,-1.0
CHL,Chile,2020-02-25,-1.0
CHL,Chile,2020-02-26,-3.0
CHL,Chile,2020-02-27,-1.0
CHL,Chile,2020-02-28,6.0
CHL,Chile,2020-02-29,13.0
CHL,Chile,2020-03-01,11.0
CHL,Chile,2020-03-02,5.0
CHL,Chile,2020-03-03,4.0
CHL,Chile,2020-03-04,1.0
CHL,Chile,2020-03-05,-1.0
CHL,Chile,2020-03-06,1.0
CHL,Chile,2020-03-07,7.0
CHL,Chile,2020-03-08,5.0
CHL,Chile,2020-03-09,-3.0
