iso_code,country,date,ox_stringency_index
ABW,Aruba,2020-01-01,0.0
ABW,Aruba,2020-01-02,0.0
ABW,Aruba,2020-01-03,0.0
ABW,Aruba,2020-01-04,0.0
ABW,Aruba,2020-01-05,0.0
ABW,Aruba,2020-01-06,0.0
ABW,Aruba,2020-01-07,0.0
ABW,Aruba,2020-01-08,0.0
ABW,Aruba,2020-01-09,0.0
ABW,Aruba,2020-01-10,0.0
ABW,Aruba,2020-01-11,0.0
ABW,Aruba,2020-01-12,0.0
ABW,Aruba,2020-01-13,0.0
ABW,Aruba,2020-01-14,0.0
ABW,Aruba,2020-01-15,0.0
ABW,Aruba,2020-01-16,0.0
ABW,Aruba,2020-01-17,0.0
ABW,Aruba,2020-01-18,0.0
ABW,Aruba,2020-01-19,0.0
ABW,Aruba,2020-01-20,0.0
ABW,Aruba,2020-01-21,0.0
ABW,Aruba,2020-01-22,0.0
ABW,Aruba,2020-01-23,0.0
ABW,Aruba,2020-01-24,0.0
ABW,Aruba,2020-01-25,0.0
ABW,Aruba,2020-01-26,0.0
ABW,Aruba,2020-01-27,0.0
ABW,Aruba,2020-01-28,0.0
ABW,Aruba,2020-01-29,0.0
ABW,Aruba,2020-01-30,0.0
ABW,Aruba,2020-01-31,0.0
ABW,Aruba,2020-02-01,0.0
ABW,Aruba,2020-02-02,0.0
ABW,Aruba,2020-02-03,0.0
ABW,Aruba,2020-02-04,0.0
ABW,Aruba,2020-02-05,0.0
ABW,Aruba,2020-02-06,0.0
ABW,Aruba,2020-02-07,0.0
ABW,Aruba,2020-02-08,0.0
ABW,Aruba,2020-02-09,0.0
ABW,Aruba,2020-02-10,0.0
ABW,Aruba,2020-02-11,0.0
ABW,Aruba,2020-02-12,0.0
ABW,Aruba,2020-02-13,0.0
ABW,Aruba,2020-02-14,0.0
ABW,Aruba,2020-02-15,0.0
ABW,Aruba,2020-02-16,0.0
ABW,Aruba,2020-02-17,0.0
ABW,Aruba,2020-02-18,0.0
ABW,Aruba,2020-02-19,0.0
ABW,Aruba,2020-02-20,0.0
ABW,Aruba,2020-02-21,0.0
ABW,Aruba,2020-02-22,0.0
ABW,Aruba,2020-02-23,0.0
ABW,Aruba,2020-02-24,0.0
ABW,Aruba,2020-02-25,0.0
ABW,Aruba,2020-02-26,0.0
ABW,Aruba,2020-02-27,0.0
ABW,Aruba,2020-02-28,0.0
ABW,Aruba,2020-02-29,0.0
ABW,Aruba,2020-03-01,0.0
ABW,Aruba,2020-03-02,0.0
ABW,Aruba,2020-03-03,0.0
ABW,Aruba,2020-03-04,0.0
ABW,Aruba,2020-03-05,0.0
ABW,Aruba,2020-03-06,0.0
ABW,Aruba,2020-03-07,0.0
ABW,Aruba,2020-03-08,0.0
ABW,Aruba,2020-03-09,0.0
ABW,Aruba,2020-03-10,0.0
ABW,Aruba,2020-03-11,0.0
ABW,Aruba,2020-03-12,0.0
ABW,Aruba,2020-03-13,0.0
ABW,Aruba,2020-03-14,0.0
ABW,Aruba,2020-03-15,0.0
ABW,Aruba,2020-03-16,11.11
ABW,Aruba,2020-03-17,22.22
ABW,Aruba,2020-03-18,33.33
ABW,Aruba,2020-03-19,33.33
ABW,Aruba,2020-03-20,33.33
ABW,Aruba,2020-03-21,44.44
ABW,Aruba,2020-03-22,44.44
ABW,Aruba,2020-03-23,44.44
ABW,Aruba,2020-03-24,44.44
ABW,Aruba,2020-03-25,44.44
ABW,Aruba,2020-03-26,44.44
ABW,Aruba,2020-03-27,44.44
ABW,Aruba,2020-03-28,44.44
ABW,Aruba,2020-03-29,85.19
ABW,Aruba,2020-03-30,85.19
ABW,Aruba,2020-03-31,85.19
ABW,Aruba,2020-04-01,85.19
ABW,Aruba,2020-04-02,85.19
ABW,Aruba,2020-04-03,85.19
ABW,Aruba,2020-04-04,85.19
ABW,Aruba,2020-04-05,85.19
ABW,Aruba,2020-04-06,85.19
ABW,Aruba,2020-04-07,85.19
ABW,Aruba,2020-04-08,85.19
ABW,Aruba,2020-04-09,85.19
ABW,Aruba,2020-04-10,88.89
ABW,Aruba,2020-04-11,85.19
ABW,Aruba,2020-04-12,88.89
ABW,Aruba,2020-04-13,88.89
ABW,Aruba,2020-04-14,85.19
ABW,Aruba,2020-04-15,85.19
ABW,Aruba,2020-04-16,85.19
ABW,Aruba,2020-04-17,85.19
ABW,Aruba,2020-04-18,85.19
ABW,Aruba,2020-04-19,85.19
ABW,Aruba,2020-04-20,85.19
ABW,Aruba,2020-04-21,85.19
ABW,Aruba,2020-04-22,85.19
ABW,Aruba,2020-04-23,85.19
ABW,Aruba,2020-04-24,85.19
ABW,Aruba,2020-04-25,85.19
ABW,Aruba,2020-04-26,85.19
ABW,Aruba,2020-04-27,85.19
ABW,Aruba,2020-04-28,85.19
ABW,Aruba,2020-04-29,85.19
ABW,Aruba,2020-04-30,85.19
ABW,Aruba,2020-05-01,85.19
ABW,Aruba,2020-05-02,85.19
ABW,Aruba,2020-05-03,85.19
ABW,Aruba,2020-05-04,81.48
ABW,Aruba,2020-05-05,81.48
ABW,Aruba,2020-05-06,81.48
ABW,Aruba,2020-05-07,81.48
ABW,Aruba,2020-05-08,81.48
ABW,Aruba,2020-05-09,81.48
ABW,Aruba,2020-05-10,81.48
ABW,Aruba,2020-05-11,81.48
ABW,Aruba,2020-05-12,81.48
ABW,Aruba,2020-05-13,81.48
ABW,Aruba,2020-05-14,81.48
ABW,Aruba,2020-05-15,81.48
ABW,Aruba,2020-05-16,81.48
ABW,Aruba,2020-05-17,81.48
ABW,Aruba,2020-05-18,48.15
ABW,Aruba,2020-05-19,48.15
ABW,Aruba,2020-05-20,48.15
ABW,Aruba,2020-05-21,48.15
ABW,Aruba,2020-05-22,48.15
ABW,Aruba,2020-05-23,48.15
ABW,Aruba,2020-05-24,48.15
ABW,Aruba,2020-05-25,48.15
ABW,Aruba,2020-05-26,48.15
ABW,Aruba,2020-05-27,48.15
ABW,Aruba,2020-05-28,44.44
ABW,Aruba,2020-05-29,44.44
ABW,Aruba,2020-05-30,44.44
ABW,Aruba,2020-05-31,38.89
ABW,Aruba,2020-06-01,38.89
ABW,Aruba,2020-06-02,38.89
ABW,Aruba,2020-06-03,38.89
ABW,Aruba,2020-06-04,38.89
ABW,Aruba,2020-06-05,38.89
ABW,Aruba,2020-06-06,38.89
ABW,Aruba,2020-06-07,38.89
ABW,Aruba,2020-06-08,38.89
ABW,Aruba,2020-06-09,38.89
ABW,Aruba,2020-06-10,32.41
ABW,Aruba,2020-06-11,32.41
ABW,Aruba,2020-06-12,32.41
ABW,Aruba,2020-06-13,32.41
ABW,Aruba,2020-06-14,32.41
ABW,Aruba,2020-06-15,32.41
ABW,Aruba,2020-06-16,32.41
ABW,Aruba,2020-06-17,32.41
ABW,Aruba,2020-06-18,32.41
ABW,Aruba,2020-06-19,32.41
ABW,Aruba,2020-06-20,32.41
ABW,Aruba,2020-06-21,32.41
ABW,Aruba,2020-06-22,32.41
ABW,Aruba,2020-06-23,32.41
ABW,Aruba,2020-06-24,32.41
ABW,Aruba,2020-06-25,32.41
ABW,Aruba,2020-06-26,32.41
