iso_code,country,date,ox_stringency_legacy_index
ABW,Aruba,2020-01-01,0.0
ABW,Aruba,2020-01-02,0.0
ABW,Aruba,2020-01-03,0.0
ABW,Aruba,2020-01-04,0.0
ABW,Aruba,2020-01-05,0.0
ABW,Aruba,2020-01-06,0.0
ABW,Aruba,2020-01-07,0.0
ABW,Aruba,2020-01-08,0.0
ABW,Aruba,2020-01-09,0.0
ABW,Aruba,2020-01-10,0.0
ABW,Aruba,2020-01-11,0.0
ABW,Aruba,2020-01-12,0.0
ABW,Aruba,2020-01-13,0.0
ABW,Aruba,2020-01-14,0.0
ABW,Aruba,2020-01-15,0.0
ABW,Aruba,2020-01-16,0.0
ABW,Aruba,2020-01-17,0.0
ABW,Aruba,2020-01-18,0.0
ABW,Aruba,2020-01-19,0.0
ABW,Aruba,2020-01-20,0.0
ABW,Aruba,2020-01-21,0.0
ABW,Aruba,2020-01-22,0.0
ABW,Aruba,2020-01-23,0.0
ABW,Aruba,2020-01-24,0.0
ABW,Aruba,2020-01-25,0.0
ABW,Aruba,2020-01-26,0.0
ABW,Aruba,2020-01-27,0.0
ABW,Aruba,2020-01-28,0.0
ABW,Aruba,2020-01-29,0.0
ABW,Aruba,2020-01-30,0.0
ABW,Aruba,2020-01-31,0.0
ABW,Aruba,2020-02-01,0.0
ABW,Aruba,2020-02-02,0.0
ABW,Aruba,2020-02-03,0.0
ABW,Aruba,2020-02-04,0.0
ABW,Aruba,2020-02-05,0.0
ABW,Aruba,2020-02-06,0.0
ABW,Aruba,2020-02-07,0.0
ABW,Aruba,2020-02-08,0.0
ABW,Aruba,2020-02-09,0.0
ABW,Aruba,2020-02-10,0.0
ABW,Aruba,2020-02-11,0.0
ABW,Aruba,2020-02-12,0.0
ABW,Aruba,2020-02-13,0.0
ABW,Aruba,2020-02-14,0.0
ABW,Aruba,2020-02-15,0.0
ABW,Aruba,2020-02-16,0.0
ABW,Aruba,2020-02-17,0.0
ABW,Aruba,2020-02-18,0.0
ABW,Aruba,2020-02-19,0.0
ABW,Aruba,2020-02-20,0.0
ABW,Aruba,2020-02-21,0.0
ABW,Aruba,2020-02-22,0.0
ABW,Aruba,2020-02-23,0.0
ABW,Aruba,2020-02-24,0.0
ABW,Aruba,2020-02-25,0.0
ABW,Aruba,2020-02-26,0.0
ABW,Aruba,2020-02-27,0.0
ABW,Aruba,2020-02-28,0.0
ABW,Aruba,2020-02-29,0.0
ABW,Aruba,2020-03-01,0.0
ABW,Aruba,2020-03-02,0.0
ABW,Aruba,2020-03-03,0.0
ABW,Aruba,2020-03-04,0.0
ABW,Aruba,2020-03-05,0.0
ABW,Aruba,2020-03-06,0.0
ABW,Aruba,2020-03-07,0.0
ABW,Aruba,2020-03-08,0.0
ABW,Aruba,2020-03-09,0.0
ABW,Aruba,2020-03-10,0.0
ABW,Aruba,2020-03-11,0.0
ABW,Aruba,2020-03-12,0.0
ABW,Aruba,2020-03-13,0.0
ABW,Aruba,2020-03-14,0.0
ABW,Aruba,2020-03-15,0.0
ABW,Aruba,2020-03-16,14.29
ABW,Aruba,2020-03-17,28.57
ABW,Aruba,2020-03-18,42.86
ABW,Aruba,2020-03-19,42.86
ABW,Aruba,2020-03-20,42.86
ABW,Aruba,2020-03-21,60.71
ABW,Aruba,2020-03-22,60.71
ABW,Aruba,2020-03-23,60.71
ABW,Aruba,2020-03-24,60.71
ABW,Aruba,2020-03-25,60.71
ABW,Aruba,2020-03-26,60.71
ABW,Aruba,2020-03-27,60.71
ABW,Aruba,2020-03-28,60.71
ABW,Aruba,2020-03-29,85.71
ABW,Aruba,2020-03-30,85.71
ABW,Aruba,2020-03-31,85.71
ABW,Aruba,2020-04-01,85.71
ABW,Aruba,2020-04-02,85.71
ABW,Aruba,2020-04-03,85.71
ABW,Aruba,2020-04-04,85.71
ABW,Aruba,2020-04-05,85.71
ABW,Aruba,2020-04-06,85.71
ABW,Aruba,2020-04-07,85.71
ABW,Aruba,2020-04-08,85.71
ABW,Aruba,2020-04-09,85.71
ABW,Aruba,2020-04-10,85.71
ABW,Aruba,2020-04-11,85.71
ABW,Aruba,2020-04-12,85.71
ABW,Aruba,2020-04-13,85.71
ABW,Aruba,2020-04-14,85.71
ABW,Aruba,2020-04-15,85.71
ABW,Aruba,2020-04-16,85.71
ABW,Aruba,2020-04-17,85.71
ABW,Aruba,2020-04-18,85.71
ABW,Aruba,2020-04-19,85.71
ABW,Aruba,2020-04-20,85.71
ABW,Aruba,2020-04-21,85.71
ABW,Aruba,2020-04-22,85.71
ABW,Aruba,2020-04-23,85.71
ABW,Aruba,2020-04-24,85.71
ABW,Aruba,2020-04-25,85.71
ABW,Aruba,2020-04-26,85.71
ABW,Aruba,2020-04-27,85.71
ABW,Aruba,2020-04-28,85.71
ABW,Aruba,2020-04-29,85.71
ABW,Aruba,2020-04-30,85.71
ABW,Aruba,2020-05-01,85.71
ABW,Aruba,2020-05-02,85.71
ABW,Aruba,2020-05-03,85.71
ABW,Aruba,2020-05-04,82.14
ABW,Aruba,2020-05-05,82.14
ABW,Aruba,2020-05-06,82.14
ABW,Aruba,2020-05-07,82.14
ABW,Aruba,2020-05-08,82.14
ABW,Aruba,2020-05-09,82.14
ABW,Aruba,2020-05-10,82.14
ABW,Aruba,2020-05-11,82.14
ABW,Aruba,2020-05-12,82.14
ABW,Aruba,2020-05-13,82.14
ABW,Aruba,2020-05-14,82.14
ABW,Aruba,2020-05-15,82.14
ABW,Aruba,2020-05-16,82.14
ABW,Aruba,2020-05-17,82.14
ABW,Aruba,2020-05-18,78.57
ABW,Aruba,2020-05-19,78.57
ABW,Aruba,2020-05-20,78.57
ABW,Aruba,2020-05-21,78.57
ABW,Aruba,2020-05-22,78.57
ABW,Aruba,2020-05-23,78.57
ABW,Aruba,2020-05-24,78.57
ABW,Aruba,2020-05-25,78.57
ABW,Aruba,2020-05-26,78.57
ABW,Aruba,2020-05-27,78.57
ABW,Aruba,2020-05-28,78.57
ABW,Aruba,2020-05-29,78.57
ABW,Aruba,2020-05-30,78.57
ABW,Aruba,2020-05-31,73.81
ABW,Aruba,2020-06-01,73.81
ABW,Aruba,2020-06-02,73.81
ABW,Aruba,2020-06-03,73.81
ABW,Aruba,2020-06-04,73.81
ABW,Aruba,2020-06-05,73.81
ABW,Aruba,2020-06-06,73.81
ABW,Aruba,2020-06-07,73.81
ABW,Aruba,2020-06-08,73.81
ABW,Aruba,2020-06-09,70.24
ABW,Aruba,2020-06-10,63.1
ABW,Aruba,2020-06-11,63.1
ABW,Aruba,2020-06-12,63.1
ABW,Aruba,2020-06-13,63.1
ABW,Aruba,2020-06-14,63.1
ABW,Aruba,2020-06-15,63.1
ABW,Aruba,2020-06-16,63.1
ABW,Aruba,2020-06-17,63.1
ABW,Aruba,2020-06-18,63.1
ABW,Aruba,2020-06-19,63.1
ABW,Aruba,2020-06-20,63.1
ABW,Aruba,2020-06-21,63.1
ABW,Aruba,2020-06-22,63.1
ABW,Aruba,2020-06-23,63.1
ABW,Aruba,2020-06-24,63.1
ABW,Aruba,2020-06-25,63.1
ABW,Aruba,2020-06-26,63.1
ABW,Aruba,2020-06-27,63.1
ABW,Aruba,2020-06-28,63.1
ABW,Aruba,2020-06-29,63.1
ABW,Aruba,2020-06-30,63.1
ABW,Aruba,2020-07-01,63.1
ABW,Aruba,2020-07-02,63.1
ABW,Aruba,2020-07-03,63.1
ABW,Aruba,2020-07-04,63.1
ABW,Aruba,2020-07-05,63.1
ABW,Aruba,2020-07-06,63.1
ABW,Aruba,2020-07-07,63.1
ABW,Aruba,2020-07-08,63.1
ABW,Aruba,2020-07-09,63.1
ABW,Aruba,2020-07-10,63.1
ABW,Aruba,2020-07-11,63.1
ABW,Aruba,2020-07-12,63.1
ABW,Aruba,2020-07-13,55.95
ABW,Aruba,2020-07-14,55.95
ABW,Aruba,2020-07-15,55.95
ABW,Aruba,2020-07-16,55.95
ABW,Aruba,2020-07-17,55.95
ABW,Aruba,2020-07-18,55.95
ABW,Aruba,2020-07-19,55.95
ABW,Aruba,2020-07-20,55.95
ABW,Aruba,2020-07-21,55.95
ABW,Aruba,2020-07-22,55.95
ABW,Aruba,2020-07-23,55.95
ABW,Aruba,2020-07-24,55.95
ABW,Aruba,2020-07-25,55.95
ABW,Aruba,2020-07-26,55.95
ABW,Aruba,2020-07-27,55.95
ABW,Aruba,2020-07-28,55.95
ABW,Aruba,2020-07-29,55.95
ABW,Aruba,2020-07-30,55.95
ABW,Aruba,2020-07-31,55.95
ABW,Aruba,2020-08-01,55.95
ABW,Aruba,2020-08-02,55.95
ABW,Aruba,2020-08-03,55.95
ABW,Aruba,2020-08-04,55.95
ABW,Aruba,2020-08-05,55.95
ABW,Aruba,2020-08-06,55.95
ABW,Aruba,2020-08-07,59.52
ABW,Aruba,2020-08-08,59.52
ABW,Aruba,2020-08-09,59.52
ABW,Aruba,2020-08-10,59.52
ABW,Aruba,2020-08-11,59.52
ABW,Aruba,2020-08-12,59.52
ABW,Aruba,2020-08-13,59.52
ABW,Aruba,2020-08-14,59.52
ABW,Aruba,2020-08-15,59.52
ABW,Aruba,2020-08-16,59.52
ABW,Aruba,2020-08-17,59.52
ABW,Aruba,2020-08-18,73.81
ABW,Aruba,2020-08-19,73.81
ABW,Aruba,2020-08-20,73.81
ABW,Aruba,2020-08-21,73.81
ABW,Aruba,2020-08-22,73.81
ABW,Aruba,2020-08-23,73.81
ABW,Aruba,2020-08-24,73.81
ABW,Aruba,2020-08-25,73.81
ABW,Aruba,2020-08-26,73.81
ABW,Aruba,2020-08-27,73.81
ABW,Aruba,2020-08-28,75.0
ABW,Aruba,2020-08-29,75.0
ABW,Aruba,2020-08-30,75.0
ABW,Aruba,2020-08-31,75.0
ABW,Aruba,2020-09-01,75.0
ABW,Aruba,2020-09-02,75.0
ABW,Aruba,2020-09-03,71.43
ABW,Aruba,2020-09-04,71.43
ABW,Aruba,2020-09-05,71.43
ABW,Aruba,2020-09-06,71.43
ABW,Aruba,2020-09-07,71.43
ABW,Aruba,2020-09-08,71.43
ABW,Aruba,2020-09-09,71.43
ABW,Aruba,2020-09-10,71.43
ABW,Aruba,2020-09-11,68.57
ABW,Aruba,2020-09-12,68.57
ABW,Aruba,2020-09-13,68.57
ABW,Aruba,2020-09-14,68.57
ABW,Aruba,2020-09-15,68.57
ABW,Aruba,2020-09-16,68.57
ABW,Aruba,2020-09-17,68.57
ABW,Aruba,2020-09-18,68.57
ABW,Aruba,2020-09-19,68.57
ABW,Aruba,2020-09-20,68.57
ABW,Aruba,2020-09-21,61.43
ABW,Aruba,2020-09-22,61.43
ABW,Aruba,2020-09-23,61.43
ABW,Aruba,2020-09-24,61.43
ABW,Aruba,2020-09-25,61.43
ABW,Aruba,2020-09-26,61.43
ABW,Aruba,2020-09-27,61.43
ABW,Aruba,2020-09-28,61.43
ABW,Aruba,2020-09-29,61.43
ABW,Aruba,2020-09-30,61.43
ABW,Aruba,2020-10-01,61.43
ABW,Aruba,2020-10-02,61.43
ABW,Aruba,2020-10-03,61.43
ABW,Aruba,2020-10-04,61.43
ABW,Aruba,2020-10-05,61.43
ABW,Aruba,2020-10-06,61.43
ABW,Aruba,2020-10-07,61.43
ABW,Aruba,2020-10-08,61.43
ABW,Aruba,2020-10-09,61.43
ABW,Aruba,2020-10-10,61.43
ABW,Aruba,2020-10-11,61.43
ABW,Aruba,2020-10-12,61.43
ABW,Aruba,2020-10-13,61.43
ABW,Aruba,2020-10-14,61.43
ABW,Aruba,2020-10-15,61.43
ABW,Aruba,2020-10-16,61.43
ABW,Aruba,2020-10-17,61.43
ABW,Aruba,2020-10-18,61.43
ABW,Aruba,2020-10-19,61.43
ABW,Aruba,2020-10-20,61.43
ABW,Aruba,2020-10-21,61.43
ABW,Aruba,2020-10-22,42.86
ABW,Aruba,2020-10-23,42.86
ABW,Aruba,2020-10-24,42.86
ABW,Aruba,2020-10-25,42.86
ABW,Aruba,2020-10-26,42.86
ABW,Aruba,2020-10-27,42.86
ABW,Aruba,2020-10-28,42.86
ABW,Aruba,2020-10-29,42.86
ABW,Aruba,2020-10-30,42.86
ABW,Aruba,2020-10-31,42.86
ABW,Aruba,2020-11-01,42.86
ABW,Aruba,2020-11-02,42.86
ABW,Aruba,2020-11-03,42.86
ABW,Aruba,2020-11-04,42.86
ABW,Aruba,2020-11-05,42.86
ABW,Aruba,2020-11-06,42.86
ABW,Aruba,2020-11-07,42.86
ABW,Aruba,2020-11-08,42.86
ABW,Aruba,2020-11-09,42.86
ABW,Aruba,2020-11-10,39.29
ABW,Aruba,2020-11-11,39.29
ABW,Aruba,2020-11-12,39.29
ABW,Aruba,2020-11-13,39.29
ABW,Aruba,2020-11-14,39.29
ABW,Aruba,2020-11-15,39.29
ABW,Aruba,2020-11-16,39.29
ABW,Aruba,2020-11-17,39.29
ABW,Aruba,2020-11-18,39.29
ABW,Aruba,2020-11-19,35.71
ABW,Aruba,2020-11-20,35.71
ABW,Aruba,2020-11-21,35.71
ABW,Aruba,2020-11-22,35.71
ABW,Aruba,2020-11-23,35.71
ABW,Aruba,2020-11-24,32.86
ABW,Aruba,2020-11-25,32.86
ABW,Aruba,2020-11-26,32.86
ABW,Aruba,2020-11-27,32.86
ABW,Aruba,2020-11-28,32.86
ABW,Aruba,2020-11-29,32.86
ABW,Aruba,2020-11-30,32.86
ABW,Aruba,2020-12-01,36.43
ABW,Aruba,2020-12-02,36.43
ABW,Aruba,2020-12-03,36.43
ABW,Aruba,2020-12-04,36.43
ABW,Aruba,2020-12-05,43.57
ABW,Aruba,2020-12-06,43.57
ABW,Aruba,2020-12-07,43.57
ABW,Aruba,2020-12-08,43.57
ABW,Aruba,2020-12-09,43.57
ABW,Aruba,2020-12-10,43.57
ABW,Aruba,2020-12-11,43.57
ABW,Aruba,2020-12-12,43.57
ABW,Aruba,2020-12-13,43.57
ABW,Aruba,2020-12-14,43.57
ABW,Aruba,2020-12-15,43.57
ABW,Aruba,2020-12-16,43.57
ABW,Aruba,2020-12-17,43.57
ABW,Aruba,2020-12-18,43.57
ABW,Aruba,2020-12-19,36.43
ABW,Aruba,2020-12-20,36.43
ABW,Aruba,2020-12-21,36.43
ABW,Aruba,2020-12-22,36.43
ABW,Aruba,2020-12-23,36.43
ABW,Aruba,2020-12-24,36.43
ABW,Aruba,2020-12-25,36.43
ABW,Aruba,2020-12-26,36.43
ABW,Aruba,2020-12-27,36.43
ABW,Aruba,2020-12-28,36.43
ABW,Aruba,2020-12-29,36.43
ABW,Aruba,2020-12-30,36.43
ABW,Aruba,2020-12-31,36.43
ABW,Aruba,2021-01-01,40.0
ABW,Aruba,2021-01-02,40.0
ABW,Aruba,2021-01-03,40.0
ABW,Aruba,2021-01-04,40.0
ABW,Aruba,2021-01-05,40.0
ABW,Aruba,2021-01-06,40.0
ABW,Aruba,2021-01-07,42.86
ABW,Aruba,2021-01-08,42.86
ABW,Aruba,2021-01-09,42.86
ABW,Aruba,2021-01-10,42.86
ABW,Aruba,2021-01-11,42.86
ABW,Aruba,2021-01-12,42.86
ABW,Aruba,2021-01-13,42.86
ABW,Aruba,2021-01-14,39.29
ABW,Aruba,2021-01-15,39.29
ABW,Aruba,2021-01-16,39.29
ABW,Aruba,2021-01-17,39.29
ABW,Aruba,2021-01-18,39.29
ABW,Aruba,2021-01-19,42.86
ABW,Aruba,2021-01-20,42.86
ABW,Aruba,2021-01-21,42.86
ABW,Aruba,2021-01-22,42.86
ABW,Aruba,2021-01-23,42.86
ABW,Aruba,2021-01-24,42.86
ABW,Aruba,2021-01-25,42.86
ABW,Aruba,2021-01-26,50.0
ABW,Aruba,2021-01-27,50.0
ABW,Aruba,2021-01-28,50.0
ABW,Aruba,2021-01-29,50.0
ABW,Aruba,2021-01-30,50.0
ABW,Aruba,2021-01-31,50.0
ABW,Aruba,2021-02-01,50.0
ABW,Aruba,2021-02-02,50.0
ABW,Aruba,2021-02-03,50.0
ABW,Aruba,2021-02-04,50.0
ABW,Aruba,2021-02-05,60.71
ABW,Aruba,2021-02-06,60.71
ABW,Aruba,2021-02-07,60.71
ABW,Aruba,2021-02-08,60.71
ABW,Aruba,2021-02-09,60.71
ABW,Aruba,2021-02-10,60.71
ABW,Aruba,2021-02-11,60.71
ABW,Aruba,2021-02-12,60.71
ABW,Aruba,2021-02-13,60.71
ABW,Aruba,2021-02-14,60.71
ABW,Aruba,2021-02-15,60.71
ABW,Aruba,2021-02-16,60.71
ABW,Aruba,2021-02-17,60.71
ABW,Aruba,2021-02-18,60.71
AFG,Afghanistan,2020-01-01,0.0
AFG,Afghanistan,2020-01-02,0.0
AFG,Afghanistan,2020-01-03,0.0
AFG,Afghanistan,2020-01-04,0.0
AFG,Afghanistan,2020-01-05,0.0
AFG,Afghanistan,2020-01-06,0.0
AFG,Afghanistan,2020-01-07,0.0
AFG,Afghanistan,2020-01-08,0.0
AFG,Afghanistan,2020-01-09,0.0
AFG,Afghanistan,2020-01-10,0.0
AFG,Afghanistan,2020-01-11,0.0
AFG,Afghanistan,2020-01-12,0.0
AFG,Afghanistan,2020-01-13,0.0
AFG,Afghanistan,2020-01-14,0.0
AFG,Afghanistan,2020-01-15,0.0
AFG,Afghanistan,2020-01-16,0.0
AFG,Afghanistan,2020-01-17,0.0
AFG,Afghanistan,2020-01-18,0.0
AFG,Afghanistan,2020-01-19,0.0
AFG,Afghanistan,2020-01-20,0.0
AFG,Afghanistan,2020-01-21,0.0
AFG,Afghanistan,2020-01-22,0.0
AFG,Afghanistan,2020-01-23,0.0
AFG,Afghanistan,2020-01-24,0.0
AFG,Afghanistan,2020-01-25,0.0
AFG,Afghanistan,2020-01-26,0.0
AFG,Afghanistan,2020-01-27,0.0
AFG,Afghanistan,2020-01-28,0.0
AFG,Afghanistan,2020-01-29,0.0
AFG,Afghanistan,2020-01-30,0.0
AFG,Afghanistan,2020-01-31,0.0
AFG,Afghanistan,2020-02-01,0.0
AFG,Afghanistan,2020-02-02,0.0
AFG,Afghanistan,2020-02-03,0.0
AFG,Afghanistan,2020-02-04,0.0
AFG,Afghanistan,2020-02-05,0.0
AFG,Afghanistan,2020-02-06,0.0
AFG,Afghanistan,2020-02-07,0.0
AFG,Afghanistan,2020-02-08,0.0
AFG,Afghanistan,2020-02-09,0.0
AFG,Afghanistan,2020-02-10,0.0
AFG,Afghanistan,2020-02-11,0.0
AFG,Afghanistan,2020-02-12,0.0
AFG,Afghanistan,2020-02-13,0.0
AFG,Afghanistan,2020-02-14,0.0
AFG,Afghanistan,2020-02-15,0.0
AFG,Afghanistan,2020-02-16,0.0
AFG,Afghanistan,2020-02-17,0.0
AFG,Afghanistan,2020-02-18,0.0
AFG,Afghanistan,2020-02-19,0.0
AFG,Afghanistan,2020-02-20,0.0
AFG,Afghanistan,2020-02-21,0.0
AFG,Afghanistan,2020-02-22,0.0
AFG,Afghanistan,2020-02-23,10.71
AFG,Afghanistan,2020-02-24,10.71
AFG,Afghanistan,2020-02-25,10.71
AFG,Afghanistan,2020-02-26,10.71
AFG,Afghanistan,2020-02-27,10.71
AFG,Afghanistan,2020-02-28,10.71
AFG,Afghanistan,2020-02-29,10.71
AFG,Afghanistan,2020-03-01,34.52
AFG,Afghanistan,2020-03-02,34.52
AFG,Afghanistan,2020-03-03,34.52
AFG,Afghanistan,2020-03-04,34.52
AFG,Afghanistan,2020-03-05,34.52
AFG,Afghanistan,2020-03-06,34.52
AFG,Afghanistan,2020-03-07,34.52
AFG,Afghanistan,2020-03-08,34.52
AFG,Afghanistan,2020-03-09,34.52
AFG,Afghanistan,2020-03-10,34.52
AFG,Afghanistan,2020-03-11,34.52
AFG,Afghanistan,2020-03-12,34.52
AFG,Afghanistan,2020-03-13,34.52
AFG,Afghanistan,2020-03-14,48.81
AFG,Afghanistan,2020-03-15,48.81
AFG,Afghanistan,2020-03-16,48.81
AFG,Afghanistan,2020-03-17,48.81
AFG,Afghanistan,2020-03-18,53.57
AFG,Afghanistan,2020-03-19,53.57
AFG,Afghanistan,2020-03-20,53.57
AFG,Afghanistan,2020-03-21,53.57
AFG,Afghanistan,2020-03-22,53.57
AFG,Afghanistan,2020-03-23,53.57
AFG,Afghanistan,2020-03-24,64.29
AFG,Afghanistan,2020-03-25,71.43
AFG,Afghanistan,2020-03-26,71.43
AFG,Afghanistan,2020-03-27,71.43
AFG,Afghanistan,2020-03-28,80.95
AFG,Afghanistan,2020-03-29,80.95
AFG,Afghanistan,2020-03-30,80.95
AFG,Afghanistan,2020-03-31,80.95
AFG,Afghanistan,2020-04-01,80.95
AFG,Afghanistan,2020-04-02,80.95
AFG,Afghanistan,2020-04-03,80.95
AFG,Afghanistan,2020-04-04,80.95
AFG,Afghanistan,2020-04-05,80.95
AFG,Afghanistan,2020-04-06,80.95
AFG,Afghanistan,2020-04-07,80.95
AFG,Afghanistan,2020-04-08,80.95
AFG,Afghanistan,2020-04-09,80.95
AFG,Afghanistan,2020-04-10,80.95
AFG,Afghanistan,2020-04-11,80.95
AFG,Afghanistan,2020-04-12,83.33
AFG,Afghanistan,2020-04-13,83.33
AFG,Afghanistan,2020-04-14,83.33
AFG,Afghanistan,2020-04-15,83.33
AFG,Afghanistan,2020-04-16,83.33
AFG,Afghanistan,2020-04-17,83.33
AFG,Afghanistan,2020-04-18,83.33
AFG,Afghanistan,2020-04-19,83.33
AFG,Afghanistan,2020-04-20,83.33
AFG,Afghanistan,2020-04-21,83.33
AFG,Afghanistan,2020-04-22,83.33
AFG,Afghanistan,2020-04-23,83.33
AFG,Afghanistan,2020-04-24,83.33
AFG,Afghanistan,2020-04-25,83.33
AFG,Afghanistan,2020-04-26,83.33
AFG,Afghanistan,2020-04-27,83.33
AFG,Afghanistan,2020-04-28,83.33
AFG,Afghanistan,2020-04-29,83.33
AFG,Afghanistan,2020-04-30,83.33
AFG,Afghanistan,2020-05-01,83.33
AFG,Afghanistan,2020-05-02,83.33
AFG,Afghanistan,2020-05-03,83.33
AFG,Afghanistan,2020-05-04,83.33
AFG,Afghanistan,2020-05-05,83.33
AFG,Afghanistan,2020-05-06,83.33
AFG,Afghanistan,2020-05-07,83.33
AFG,Afghanistan,2020-05-08,83.33
AFG,Afghanistan,2020-05-09,83.33
AFG,Afghanistan,2020-05-10,83.33
AFG,Afghanistan,2020-05-11,83.33
AFG,Afghanistan,2020-05-12,83.33
AFG,Afghanistan,2020-05-13,83.33
AFG,Afghanistan,2020-05-14,83.33
AFG,Afghanistan,2020-05-15,83.33
AFG,Afghanistan,2020-05-16,83.33
AFG,Afghanistan,2020-05-17,83.33
AFG,Afghanistan,2020-05-18,83.33
AFG,Afghanistan,2020-05-19,83.33
AFG,Afghanistan,2020-05-20,83.33
AFG,Afghanistan,2020-05-21,83.33
AFG,Afghanistan,2020-05-22,83.33
AFG,Afghanistan,2020-05-23,83.33
AFG,Afghanistan,2020-05-24,83.33
AFG,Afghanistan,2020-05-25,83.33
AFG,Afghanistan,2020-05-26,83.33
AFG,Afghanistan,2020-05-27,83.33
AFG,Afghanistan,2020-05-28,83.33
AFG,Afghanistan,2020-05-29,83.33
AFG,Afghanistan,2020-05-30,83.33
AFG,Afghanistan,2020-05-31,83.33
AFG,Afghanistan,2020-06-01,83.33
AFG,Afghanistan,2020-06-02,83.33
AFG,Afghanistan,2020-06-03,83.33
AFG,Afghanistan,2020-06-04,83.33
AFG,Afghanistan,2020-06-05,83.33
AFG,Afghanistan,2020-06-06,83.33
AFG,Afghanistan,2020-06-07,83.33
AFG,Afghanistan,2020-06-08,83.33
AFG,Afghanistan,2020-06-09,76.19
AFG,Afghanistan,2020-06-10,76.19
AFG,Afghanistan,2020-06-11,76.19
AFG,Afghanistan,2020-06-12,76.19
AFG,Afghanistan,2020-06-13,76.19
AFG,Afghanistan,2020-06-14,76.19
AFG,Afghanistan,2020-06-15,76.19
AFG,Afghanistan,2020-06-16,76.19
AFG,Afghanistan,2020-06-17,76.19
AFG,Afghanistan,2020-06-18,76.19
AFG,Afghanistan,2020-06-19,76.19
AFG,Afghanistan,2020-06-20,76.19
AFG,Afghanistan,2020-06-21,76.19
AFG,Afghanistan,2020-06-22,76.19
AFG,Afghanistan,2020-06-23,76.19
AFG,Afghanistan,2020-06-24,76.19
AFG,Afghanistan,2020-06-25,76.19
AFG,Afghanistan,2020-06-26,76.19
AFG,Afghanistan,2020-06-27,76.19
AFG,Afghanistan,2020-06-28,76.19
AFG,Afghanistan,2020-06-29,76.19
AFG,Afghanistan,2020-06-30,76.19
AFG,Afghanistan,2020-07-01,76.19
AFG,Afghanistan,2020-07-02,76.19
AFG,Afghanistan,2020-07-03,76.19
AFG,Afghanistan,2020-07-04,76.19
AFG,Afghanistan,2020-07-05,76.19
AFG,Afghanistan,2020-07-06,76.19
AFG,Afghanistan,2020-07-07,76.19
AFG,Afghanistan,2020-07-08,76.19
AFG,Afghanistan,2020-07-09,76.19
AFG,Afghanistan,2020-07-10,76.19
AFG,Afghanistan,2020-07-11,76.19
AFG,Afghanistan,2020-07-12,76.19
AFG,Afghanistan,2020-07-13,76.19
AFG,Afghanistan,2020-07-14,76.19
AFG,Afghanistan,2020-07-15,76.19
AFG,Afghanistan,2020-07-16,76.19
AFG,Afghanistan,2020-07-17,76.19
AFG,Afghanistan,2020-07-18,76.19
AFG,Afghanistan,2020-07-19,76.19
AFG,Afghanistan,2020-07-20,76.19
AFG,Afghanistan,2020-07-21,76.19
AFG,Afghanistan,2020-07-22,76.19
AFG,Afghanistan,2020-07-23,76.19
AFG,Afghanistan,2020-07-24,76.19
AFG,Afghanistan,2020-07-25,76.19
AFG,Afghanistan,2020-07-26,76.19
AFG,Afghanistan,2020-07-27,76.19
AFG,Afghanistan,2020-07-28,76.19
AFG,Afghanistan,2020-07-29,76.19
AFG,Afghanistan,2020-07-30,76.19
AFG,Afghanistan,2020-07-31,76.19
AFG,Afghanistan,2020-08-01,76.19
AFG,Afghanistan,2020-08-02,76.19
AFG,Afghanistan,2020-08-03,76.19
AFG,Afghanistan,2020-08-04,72.62
AFG,Afghanistan,2020-08-05,69.05
AFG,Afghanistan,2020-08-06,69.05
AFG,Afghanistan,2020-08-07,69.05
AFG,Afghanistan,2020-08-08,69.05
AFG,Afghanistan,2020-08-09,69.05
AFG,Afghanistan,2020-08-10,69.05
AFG,Afghanistan,2020-08-11,69.05
AFG,Afghanistan,2020-08-12,69.05
AFG,Afghanistan,2020-08-13,69.05
AFG,Afghanistan,2020-08-14,69.05
AFG,Afghanistan,2020-08-15,69.05
AFG,Afghanistan,2020-08-16,69.05
AFG,Afghanistan,2020-08-17,69.05
AFG,Afghanistan,2020-08-18,60.71
AFG,Afghanistan,2020-08-19,60.71
AFG,Afghanistan,2020-08-20,60.71
AFG,Afghanistan,2020-08-21,60.71
AFG,Afghanistan,2020-08-22,60.71
AFG,Afghanistan,2020-08-23,60.71
AFG,Afghanistan,2020-08-24,60.71
AFG,Afghanistan,2020-08-25,60.71
AFG,Afghanistan,2020-08-26,28.57
AFG,Afghanistan,2020-08-27,28.57
AFG,Afghanistan,2020-08-28,28.57
AFG,Afghanistan,2020-08-29,28.57
AFG,Afghanistan,2020-08-30,28.57
AFG,Afghanistan,2020-08-31,28.57
AFG,Afghanistan,2020-09-01,28.57
AFG,Afghanistan,2020-09-02,28.57
AFG,Afghanistan,2020-09-03,28.57
AFG,Afghanistan,2020-09-04,28.57
AFG,Afghanistan,2020-09-05,28.57
AFG,Afghanistan,2020-09-06,28.57
AFG,Afghanistan,2020-09-07,28.57
AFG,Afghanistan,2020-09-08,28.57
AFG,Afghanistan,2020-09-09,28.57
AFG,Afghanistan,2020-09-10,28.57
AFG,Afghanistan,2020-09-11,28.57
AFG,Afghanistan,2020-09-12,28.57
AFG,Afghanistan,2020-09-13,28.57
AFG,Afghanistan,2020-09-14,28.57
