iso_code,country,date,jhu_confirmed
AFG,Afghanistan,2020-01-22,0
AFG,Afghanistan,2020-01-23,0
AFG,Afghanistan,2020-01-24,0
AFG,Afghanistan,2020-01-25,0
AFG,Afghanistan,2020-01-26,0
AFG,Afghanistan,2020-01-27,0
AFG,Afghanistan,2020-01-28,0
AFG,Afghanistan,2020-01-29,0
AFG,Afghanistan,2020-01-30,0
AFG,Afghanistan,2020-01-31,0
AFG,Afghanistan,2020-02-01,0
AFG,Afghanistan,2020-02-02,0
AFG,Afghanistan,2020-02-03,0
AFG,Afghanistan,2020-02-04,0
AFG,Afghanistan,2020-02-05,0
AFG,Afghanistan,2020-02-06,0
AFG,Afghanistan,2020-02-07,0
AFG,Afghanistan,2020-02-08,0
AFG,Afghanistan,2020-02-09,0
AFG,Afghanistan,2020-02-10,0
AFG,Afghanistan,2020-02-11,0
AFG,Afghanistan,2020-02-12,0
AFG,Afghanistan,2020-02-13,0
AFG,Afghanistan,2020-02-14,0
AFG,Afghanistan,2020-02-15,0
AFG,Afghanistan,2020-02-16,0
AFG,Afghanistan,2020-02-17,0
AFG,Afghanistan,2020-02-18,0
AFG,Afghanistan,2020-02-19,0
AFG,Afghanistan,2020-02-20,0
AFG,Afghanistan,2020-02-21,0
AFG,Afghanistan,2020-02-22,0
AFG,Afghanistan,2020-02-23,0
AFG,Afghanistan,2020-02-24,1
AFG,Afghanistan,2020-02-25,1
AFG,Afghanistan,2020-02-26,1
AFG,Afghanistan,2020-02-27,1
AFG,Afghanistan,2020-02-28,1
AFG,Afghanistan,2020-02-29,1
AFG,Afghanistan,2020-03-01,1
AFG,Afghanistan,2020-03-02,1
AFG,Afghanistan,2020-03-03,1
AFG,Afghanistan,2020-03-04,1
AFG,Afghanistan,2020-03-05,1
AFG,Afghanistan,2020-03-06,1
AFG,Afghanistan,2020-03-07,1
AFG,Afghanistan,2020-03-08,4
AFG,Afghanistan,2020-03-09,4
AFG,Afghanistan,2020-03-10,5
AFG,Afghanistan,2020-03-11,7
AFG,Afghanistan,2020-03-12,7
AFG,Afghanistan,2020-03-13,7
AFG,Afghanistan,2020-03-14,11
AFG,Afghanistan,2020-03-15,16
AFG,Afghanistan,2020-03-16,21
AFG,Afghanistan,2020-03-17,22
AFG,Afghanistan,2020-03-18,22
AFG,Afghanistan,2020-03-19,22
AFG,Afghanistan,2020-03-20,24
AFG,Afghanistan,2020-03-21,24
AFG,Afghanistan,2020-03-22,40
AFG,Afghanistan,2020-03-23,40
AFG,Afghanistan,2020-03-24,74
AFG,Afghanistan,2020-03-25,84
AFG,Afghanistan,2020-03-26,94
AFG,Afghanistan,2020-03-27,110
AFG,Afghanistan,2020-03-28,110
AFG,Afghanistan,2020-03-29,120
AFG,Afghanistan,2020-03-30,170
AFG,Afghanistan,2020-03-31,174
AFG,Afghanistan,2020-04-01,237
AFG,Afghanistan,2020-04-02,273
AFG,Afghanistan,2020-04-03,281
AFG,Afghanistan,2020-04-04,299
AFG,Afghanistan,2020-04-05,349
AFG,Afghanistan,2020-04-06,367
AFG,Afghanistan,2020-04-07,423
AFG,Afghanistan,2020-04-08,444
AFG,Afghanistan,2020-04-09,484
AFG,Afghanistan,2020-04-10,521
AFG,Afghanistan,2020-04-11,555
AFG,Afghanistan,2020-04-12,607
AFG,Afghanistan,2020-04-13,665
AFG,Afghanistan,2020-04-14,714
AFG,Afghanistan,2020-04-15,784
AFG,Afghanistan,2020-04-16,840
AFG,Afghanistan,2020-04-17,906
AFG,Afghanistan,2020-04-18,933
AFG,Afghanistan,2020-04-19,996
AFG,Afghanistan,2020-04-20,1026
AFG,Afghanistan,2020-04-21,1092
AFG,Afghanistan,2020-04-22,1176
AFG,Afghanistan,2020-04-23,1279
AFG,Afghanistan,2020-04-24,1351
AFG,Afghanistan,2020-04-25,1463
AFG,Afghanistan,2020-04-26,1531
AFG,Afghanistan,2020-04-27,1703
AFG,Afghanistan,2020-04-28,1828
AFG,Afghanistan,2020-04-29,1939
AFG,Afghanistan,2020-04-30,2171
AFG,Afghanistan,2020-05-01,2335
AFG,Afghanistan,2020-05-02,2469
AFG,Afghanistan,2020-05-03,2704
AFG,Afghanistan,2020-05-04,2894
AFG,Afghanistan,2020-05-05,3224
AFG,Afghanistan,2020-05-06,3392
AFG,Afghanistan,2020-05-07,3563
AFG,Afghanistan,2020-05-08,3778
AFG,Afghanistan,2020-05-09,4033
AFG,Afghanistan,2020-05-10,4402
AFG,Afghanistan,2020-05-11,4687
AFG,Afghanistan,2020-05-12,4963
AFG,Afghanistan,2020-05-13,5226
AFG,Afghanistan,2020-05-14,5639
AFG,Afghanistan,2020-05-15,6053
AFG,Afghanistan,2020-05-16,6402
AFG,Afghanistan,2020-05-17,6664
AFG,Afghanistan,2020-05-18,7072
AFG,Afghanistan,2020-05-19,7653
AFG,Afghanistan,2020-05-20,8145
AFG,Afghanistan,2020-05-21,8676
AFG,Afghanistan,2020-05-22,9216
AFG,Afghanistan,2020-05-23,9998
AFG,Afghanistan,2020-05-24,10582
AFG,Afghanistan,2020-05-25,11173
AFG,Afghanistan,2020-05-26,11831
AFG,Afghanistan,2020-05-27,12456
AFG,Afghanistan,2020-05-28,13036
AFG,Afghanistan,2020-05-29,13659
AFG,Afghanistan,2020-05-30,14525
AFG,Afghanistan,2020-05-31,15205
AFG,Afghanistan,2020-06-01,15750
AFG,Afghanistan,2020-06-02,16509
AFG,Afghanistan,2020-06-03,17267
AFG,Afghanistan,2020-06-04,18054
AFG,Afghanistan,2020-06-05,18969
AFG,Afghanistan,2020-06-06,19551
AFG,Afghanistan,2020-06-07,20342
AFG,Afghanistan,2020-06-08,20917
AFG,Afghanistan,2020-06-09,21459
AFG,Afghanistan,2020-06-10,22142
AFG,Afghanistan,2020-06-11,22890
AFG,Afghanistan,2020-06-12,23546
AFG,Afghanistan,2020-06-13,24102
AFG,Afghanistan,2020-06-14,24766
AFG,Afghanistan,2020-06-15,25527
AFG,Afghanistan,2020-06-16,26310
AFG,Afghanistan,2020-06-17,26874
AFG,Afghanistan,2020-06-18,27532
AFG,Afghanistan,2020-06-19,27878
AFG,Afghanistan,2020-06-20,28424
AFG,Afghanistan,2020-06-21,28833
AFG,Afghanistan,2020-06-22,29157
AFG,Afghanistan,2020-06-23,29481
AFG,Afghanistan,2020-06-24,29640
AFG,Afghanistan,2020-06-25,30175
AFG,Afghanistan,2020-06-26,30451
AFG,Afghanistan,2020-06-27,30616
AFG,Afghanistan,2020-06-28,30967
AFG,Afghanistan,2020-06-29,31238
AFG,Afghanistan,2020-06-30,31517
AFG,Afghanistan,2020-07-01,31836
AFG,Afghanistan,2020-07-02,32022
AFG,Afghanistan,2020-07-03,32324
AFG,Afghanistan,2020-07-04,32672
AFG,Afghanistan,2020-07-05,32951
AFG,Afghanistan,2020-07-06,33190
AFG,Afghanistan,2020-07-07,33384
AFG,Afghanistan,2020-07-08,33594
AFG,Afghanistan,2020-07-09,33908
AFG,Afghanistan,2020-07-10,34194
AFG,Afghanistan,2020-07-11,34366
AFG,Afghanistan,2020-07-12,34451
AFG,Afghanistan,2020-07-13,34455
AFG,Afghanistan,2020-07-14,34740
AFG,Afghanistan,2020-07-15,34994
AFG,Afghanistan,2020-07-16,35070
AFG,Afghanistan,2020-07-17,35229
AFG,Afghanistan,2020-07-18,35301
AFG,Afghanistan,2020-07-19,35475
AFG,Afghanistan,2020-07-20,35526
AFG,Afghanistan,2020-07-21,35615
AFG,Afghanistan,2020-07-22,35727
AFG,Afghanistan,2020-07-23,35928
AFG,Afghanistan,2020-07-24,35981
AFG,Afghanistan,2020-07-25,36036
AFG,Afghanistan,2020-07-26,36157
AFG,Afghanistan,2020-07-27,36263
AFG,Afghanistan,2020-07-28,36368
AFG,Afghanistan,2020-07-29,36471
AFG,Afghanistan,2020-07-30,36542
AFG,Afghanistan,2020-07-31,36675
AFG,Afghanistan,2020-08-01,36710
AFG,Afghanistan,2020-08-02,36710
AFG,Afghanistan,2020-08-03,36747
AFG,Afghanistan,2020-08-04,36782
AFG,Afghanistan,2020-08-05,36829
AFG,Afghanistan,2020-08-06,36896
AFG,Afghanistan,2020-08-07,37015
AFG,Afghanistan,2020-08-08,37054
AFG,Afghanistan,2020-08-09,37054
AFG,Afghanistan,2020-08-10,37162
AGO,Angola,2020-01-22,0
AGO,Angola,2020-01-23,0
AGO,Angola,2020-01-24,0
AGO,Angola,2020-01-25,0
AGO,Angola,2020-01-26,0
AGO,Angola,2020-01-27,0
AGO,Angola,2020-01-28,0
AGO,Angola,2020-01-29,0
AGO,Angola,2020-01-30,0
AGO,Angola,2020-01-31,0
AGO,Angola,2020-02-01,0
AGO,Angola,2020-02-02,0
AGO,Angola,2020-02-03,0
AGO,Angola,2020-02-04,0
AGO,Angola,2020-02-05,0
AGO,Angola,2020-02-06,0
AGO,Angola,2020-02-07,0
AGO,Angola,2020-02-08,0
AGO,Angola,2020-02-09,0
AGO,Angola,2020-02-10,0
AGO,Angola,2020-02-11,0
AGO,Angola,2020-02-12,0
AGO,Angola,2020-02-13,0
AGO,Angola,2020-02-14,0
AGO,Angola,2020-02-15,0
AGO,Angola,2020-02-16,0
AGO,Angola,2020-02-17,0
AGO,Angola,2020-02-18,0
AGO,Angola,2020-02-19,0
AGO,Angola,2020-02-20,0
AGO,Angola,2020-02-21,0
AGO,Angola,2020-02-22,0
AGO,Angola,2020-02-23,0
AGO,Angola,2020-02-24,0
AGO,Angola,2020-02-25,0
AGO,Angola,2020-02-26,0
AGO,Angola,2020-02-27,0
AGO,Angola,2020-02-28,0
AGO,Angola,2020-02-29,0
AGO,Angola,2020-03-01,0
AGO,Angola,2020-03-02,0
AGO,Angola,2020-03-03,0
AGO,Angola,2020-03-04,0
AGO,Angola,2020-03-05,0
AGO,Angola,2020-03-06,0
AGO,Angola,2020-03-07,0
AGO,Angola,2020-03-08,0
AGO,Angola,2020-03-09,0
AGO,Angola,2020-03-10,0
AGO,Angola,2020-03-11,0
AGO,Angola,2020-03-12,0
AGO,Angola,2020-03-13,0
AGO,Angola,2020-03-14,0
AGO,Angola,2020-03-15,0
AGO,Angola,2020-03-16,0
AGO,Angola,2020-03-17,0
AGO,Angola,2020-03-18,0
AGO,Angola,2020-03-19,0
AGO,Angola,2020-03-20,1
AGO,Angola,2020-03-21,2
AGO,Angola,2020-03-22,2
AGO,Angola,2020-03-23,3
AGO,Angola,2020-03-24,3
AGO,Angola,2020-03-25,3
AGO,Angola,2020-03-26,4
AGO,Angola,2020-03-27,4
AGO,Angola,2020-03-28,5
AGO,Angola,2020-03-29,7
AGO,Angola,2020-03-30,7
AGO,Angola,2020-03-31,7
AGO,Angola,2020-04-01,8
AGO,Angola,2020-04-02,8
AGO,Angola,2020-04-03,8
AGO,Angola,2020-04-04,10
AGO,Angola,2020-04-05,14
AGO,Angola,2020-04-06,16
AGO,Angola,2020-04-07,17
AGO,Angola,2020-04-08,19
AGO,Angola,2020-04-09,19
AGO,Angola,2020-04-10,19
AGO,Angola,2020-04-11,19
AGO,Angola,2020-04-12,19
AGO,Angola,2020-04-13,19
AGO,Angola,2020-04-14,19
AGO,Angola,2020-04-15,19
AGO,Angola,2020-04-16,19
AGO,Angola,2020-04-17,19
AGO,Angola,2020-04-18,24
AGO,Angola,2020-04-19,24
AGO,Angola,2020-04-20,24
AGO,Angola,2020-04-21,24
AGO,Angola,2020-04-22,25
AGO,Angola,2020-04-23,25
AGO,Angola,2020-04-24,25
AGO,Angola,2020-04-25,25
AGO,Angola,2020-04-26,26
AGO,Angola,2020-04-27,27
AGO,Angola,2020-04-28,27
AGO,Angola,2020-04-29,27
AGO,Angola,2020-04-30,27
AGO,Angola,2020-05-01,30
AGO,Angola,2020-05-02,35
AGO,Angola,2020-05-03,35
AGO,Angola,2020-05-04,35
AGO,Angola,2020-05-05,36
AGO,Angola,2020-05-06,36
AGO,Angola,2020-05-07,36
AGO,Angola,2020-05-08,43
AGO,Angola,2020-05-09,43
AGO,Angola,2020-05-10,45
AGO,Angola,2020-05-11,45
AGO,Angola,2020-05-12,45
AGO,Angola,2020-05-13,45
AGO,Angola,2020-05-14,48
AGO,Angola,2020-05-15,48
AGO,Angola,2020-05-16,48
AGO,Angola,2020-05-17,48
AGO,Angola,2020-05-18,50
AGO,Angola,2020-05-19,52
AGO,Angola,2020-05-20,52
AGO,Angola,2020-05-21,58
AGO,Angola,2020-05-22,60
AGO,Angola,2020-05-23,61
AGO,Angola,2020-05-24,69
AGO,Angola,2020-05-25,70
AGO,Angola,2020-05-26,70
AGO,Angola,2020-05-27,71
AGO,Angola,2020-05-28,74
AGO,Angola,2020-05-29,81
AGO,Angola,2020-05-30,84
AGO,Angola,2020-05-31,86
AGO,Angola,2020-06-01,86
AGO,Angola,2020-06-02,86
AGO,Angola,2020-06-03,86
AGO,Angola,2020-06-04,86
AGO,Angola,2020-06-05,86
AGO,Angola,2020-06-06,88
AGO,Angola,2020-06-07,91
AGO,Angola,2020-06-08,92
AGO,Angola,2020-06-09,96
AGO,Angola,2020-06-10,113
AGO,Angola,2020-06-11,118
AGO,Angola,2020-06-12,130
AGO,Angola,2020-06-13,138
AGO,Angola,2020-06-14,140
AGO,Angola,2020-06-15,142
AGO,Angola,2020-06-16,148
AGO,Angola,2020-06-17,155
AGO,Angola,2020-06-18,166
AGO,Angola,2020-06-19,172
AGO,Angola,2020-06-20,176
AGO,Angola,2020-06-21,183
AGO,Angola,2020-06-22,186
AGO,Angola,2020-06-23,189
AGO,Angola,2020-06-24,197
AGO,Angola,2020-06-25,212
AGO,Angola,2020-06-26,212
AGO,Angola,2020-06-27,259
AGO,Angola,2020-06-28,267
AGO,Angola,2020-06-29,276
AGO,Angola,2020-06-30,284
AGO,Angola,2020-07-01,291
AGO,Angola,2020-07-02,315
AGO,Angola,2020-07-03,328
AGO,Angola,2020-07-04,346
AGO,Angola,2020-07-05,346
AGO,Angola,2020-07-06,346
AGO,Angola,2020-07-07,386
AGO,Angola,2020-07-08,386
AGO,Angola,2020-07-09,396
AGO,Angola,2020-07-10,458
AGO,Angola,2020-07-11,462
AGO,Angola,2020-07-12,506
AGO,Angola,2020-07-13,525
AGO,Angola,2020-07-14,541
AGO,Angola,2020-07-15,576
AGO,Angola,2020-07-16,607
AGO,Angola,2020-07-17,638
AGO,Angola,2020-07-18,687
AGO,Angola,2020-07-19,705
AGO,Angola,2020-07-20,749
AGO,Angola,2020-07-21,779
AGO,Angola,2020-07-22,812
AGO,Angola,2020-07-23,851
AGO,Angola,2020-07-24,880
AGO,Angola,2020-07-25,916
AGO,Angola,2020-07-26,932
AGO,Angola,2020-07-27,950
AGO,Angola,2020-07-28,1000
AGO,Angola,2020-07-29,1078
AGO,Angola,2020-07-30,1109
AGO,Angola,2020-07-31,1148
AGO,Angola,2020-08-01,1164
AGO,Angola,2020-08-02,1199
AGO,Angola,2020-08-03,1280
AGO,Angola,2020-08-04,1344
AGO,Angola,2020-08-05,1395
AGO,Angola,2020-08-06,1483
AGO,Angola,2020-08-07,1538
AGO,Angola,2020-08-08,1572
AGO,Angola,2020-08-09,1672
AGO,Angola,2020-08-10,1679
ALB,Albania,2020-01-22,0
ALB,Albania,2020-01-23,0
ALB,Albania,2020-01-24,0
ALB,Albania,2020-01-25,0
ALB,Albania,2020-01-26,0
ALB,Albania,2020-01-27,0
ALB,Albania,2020-01-28,0
ALB,Albania,2020-01-29,0
ALB,Albania,2020-01-30,0
ALB,Albania,2020-01-31,0
ALB,Albania,2020-02-01,0
ALB,Albania,2020-02-02,0
ALB,Albania,2020-02-03,0
ALB,Albania,2020-02-04,0
ALB,Albania,2020-02-05,0
ALB,Albania,2020-02-06,0
ALB,Albania,2020-02-07,0
ALB,Albania,2020-02-08,0
ALB,Albania,2020-02-09,0
ALB,Albania,2020-02-10,0
ALB,Albania,2020-02-11,0
ALB,Albania,2020-02-12,0
ALB,Albania,2020-02-13,0
ALB,Albania,2020-02-14,0
ALB,Albania,2020-02-15,0
ALB,Albania,2020-02-16,0
ALB,Albania,2020-02-17,0
ALB,Albania,2020-02-18,0
ALB,Albania,2020-02-19,0
ALB,Albania,2020-02-20,0
ALB,Albania,2020-02-21,0
ALB,Albania,2020-02-22,0
ALB,Albania,2020-02-23,0
ALB,Albania,2020-02-24,0
ALB,Albania,2020-02-25,0
ALB,Albania,2020-02-26,0
ALB,Albania,2020-02-27,0
ALB,Albania,2020-02-28,0
ALB,Albania,2020-02-29,0
ALB,Albania,2020-03-01,0
ALB,Albania,2020-03-02,0
ALB,Albania,2020-03-03,0
ALB,Albania,2020-03-04,0
ALB,Albania,2020-03-05,0
ALB,Albania,2020-03-06,0
ALB,Albania,2020-03-07,0
ALB,Albania,2020-03-08,0
ALB,Albania,2020-03-09,2
ALB,Albania,2020-03-10,10
ALB,Albania,2020-03-11,12
ALB,Albania,2020-03-12,23
ALB,Albania,2020-03-13,33
ALB,Albania,2020-03-14,38
ALB,Albania,2020-03-15,42
ALB,Albania,2020-03-16,51
ALB,Albania,2020-03-17,55
ALB,Albania,2020-03-18,59
ALB,Albania,2020-03-19,64
ALB,Albania,2020-03-20,70
ALB,Albania,2020-03-21,76
ALB,Albania,2020-03-22,89
ALB,Albania,2020-03-23,104
ALB,Albania,2020-03-24,123
ALB,Albania,2020-03-25,146
ALB,Albania,2020-03-26,174
ALB,Albania,2020-03-27,186
ALB,Albania,2020-03-28,197
ALB,Albania,2020-03-29,212
ALB,Albania,2020-03-30,223
ALB,Albania,2020-03-31,243
ALB,Albania,2020-04-01,259
ALB,Albania,2020-04-02,277
ALB,Albania,2020-04-03,304
ALB,Albania,2020-04-04,333
ALB,Albania,2020-04-05,361
ALB,Albania,2020-04-06,377
ALB,Albania,2020-04-07,383
ALB,Albania,2020-04-08,400
ALB,Albania,2020-04-09,409
ALB,Albania,2020-04-10,416
ALB,Albania,2020-04-11,433
ALB,Albania,2020-04-12,446
ALB,Albania,2020-04-13,467
ALB,Albania,2020-04-14,475
ALB,Albania,2020-04-15,494
ALB,Albania,2020-04-16,518
ALB,Albania,2020-04-17,539
ALB,Albania,2020-04-18,548
ALB,Albania,2020-04-19,562
ALB,Albania,2020-04-20,584
ALB,Albania,2020-04-21,609
ALB,Albania,2020-04-22,634
ALB,Albania,2020-04-23,663
ALB,Albania,2020-04-24,678
ALB,Albania,2020-04-25,712
ALB,Albania,2020-04-26,726
ALB,Albania,2020-04-27,736
ALB,Albania,2020-04-28,750
ALB,Albania,2020-04-29,766
ALB,Albania,2020-04-30,773
ALB,Albania,2020-05-01,782
ALB,Albania,2020-05-02,789
ALB,Albania,2020-05-03,795
ALB,Albania,2020-05-04,803
ALB,Albania,2020-05-05,820
ALB,Albania,2020-05-06,832
ALB,Albania,2020-05-07,842
ALB,Albania,2020-05-08,850
ALB,Albania,2020-05-09,856
ALB,Albania,2020-05-10,868
ALB,Albania,2020-05-11,872
ALB,Albania,2020-05-12,876
ALB,Albania,2020-05-13,880
ALB,Albania,2020-05-14,898
ALB,Albania,2020-05-15,916
ALB,Albania,2020-05-16,933
ALB,Albania,2020-05-17,946
ALB,Albania,2020-05-18,948
ALB,Albania,2020-05-19,949
ALB,Albania,2020-05-20,964
ALB,Albania,2020-05-21,969
ALB,Albania,2020-05-22,981
ALB,Albania,2020-05-23,989
ALB,Albania,2020-05-24,998
ALB,Albania,2020-05-25,1004
ALB,Albania,2020-05-26,1029
ALB,Albania,2020-05-27,1050
ALB,Albania,2020-05-28,1076
ALB,Albania,2020-05-29,1099
ALB,Albania,2020-05-30,1122
ALB,Albania,2020-05-31,1137
ALB,Albania,2020-06-01,1143
ALB,Albania,2020-06-02,1164
ALB,Albania,2020-06-03,1184
ALB,Albania,2020-06-04,1197
ALB,Albania,2020-06-05,1212
ALB,Albania,2020-06-06,1232
ALB,Albania,2020-06-07,1246
ALB,Albania,2020-06-08,1263
ALB,Albania,2020-06-09,1299
ALB,Albania,2020-06-10,1341
ALB,Albania,2020-06-11,1385
ALB,Albania,2020-06-12,1416
ALB,Albania,2020-06-13,1464
ALB,Albania,2020-06-14,1521
ALB,Albania,2020-06-15,1590
ALB,Albania,2020-06-16,1672
ALB,Albania,2020-06-17,1722
ALB,Albania,2020-06-18,1788
ALB,Albania,2020-06-19,1838
ALB,Albania,2020-06-20,1891
ALB,Albania,2020-06-21,1962
ALB,Albania,2020-06-22,1995
ALB,Albania,2020-06-23,2047
ALB,Albania,2020-06-24,2114
ALB,Albania,2020-06-25,2192
ALB,Albania,2020-06-26,2269
ALB,Albania,2020-06-27,2330
ALB,Albania,2020-06-28,2402
ALB,Albania,2020-06-29,2466
ALB,Albania,2020-06-30,2535
ALB,Albania,2020-07-01,2580
ALB,Albania,2020-07-02,2662
ALB,Albania,2020-07-03,2752
ALB,Albania,2020-07-04,2819
ALB,Albania,2020-07-05,2893
ALB,Albania,2020-07-06,2964
ALB,Albania,2020-07-07,3038
ALB,Albania,2020-07-08,3106
ALB,Albania,2020-07-09,3188
ALB,Albania,2020-07-10,3278
ALB,Albania,2020-07-11,3371
ALB,Albania,2020-07-12,3454
ALB,Albania,2020-07-13,3571
ALB,Albania,2020-07-14,3667
ALB,Albania,2020-07-15,3752
ALB,Albania,2020-07-16,3851
ALB,Albania,2020-07-17,3906
ALB,Albania,2020-07-18,4008
ALB,Albania,2020-07-19,4090
ALB,Albania,2020-07-20,4171
ALB,Albania,2020-07-21,4290
ALB,Albania,2020-07-22,4358
ALB,Albania,2020-07-23,4466
ALB,Albania,2020-07-24,4570
ALB,Albania,2020-07-25,4637
ALB,Albania,2020-07-26,4763
ALB,Albania,2020-07-27,4880
ALB,Albania,2020-07-28,4997
ALB,Albania,2020-07-29,5105
ALB,Albania,2020-07-30,5197
ALB,Albania,2020-07-31,5276
ALB,Albania,2020-08-01,5396
ALB,Albania,2020-08-02,5519
ALB,Albania,2020-08-03,5620
ALB,Albania,2020-08-04,5750
ALB,Albania,2020-08-05,5889
ALB,Albania,2020-08-06,6016
ALB,Albania,2020-08-07,6151
ALB,Albania,2020-08-08,6275
ALB,Albania,2020-08-09,6411
ALB,Albania,2020-08-10,6536
AND,Andorra,2020-01-22,0
AND,Andorra,2020-01-23,0
AND,Andorra,2020-01-24,0
AND,Andorra,2020-01-25,0
AND,Andorra,2020-01-26,0
AND,Andorra,2020-01-27,0
AND,Andorra,2020-01-28,0
AND,Andorra,2020-01-29,0
AND,Andorra,2020-01-30,0
AND,Andorra,2020-01-31,0
AND,Andorra,2020-02-01,0
AND,Andorra,2020-02-02,0
AND,Andorra,2020-02-03,0
AND,Andorra,2020-02-04,0
AND,Andorra,2020-02-05,0
AND,Andorra,2020-02-06,0
AND,Andorra,2020-02-07,0
AND,Andorra,2020-02-08,0
AND,Andorra,2020-02-09,0
AND,Andorra,2020-02-10,0
AND,Andorra,2020-02-11,0
AND,Andorra,2020-02-12,0
AND,Andorra,2020-02-13,0
AND,Andorra,2020-02-14,0
AND,Andorra,2020-02-15,0
AND,Andorra,2020-02-16,0
AND,Andorra,2020-02-17,0
AND,Andorra,2020-02-18,0
AND,Andorra,2020-02-19,0
AND,Andorra,2020-02-20,0
AND,Andorra,2020-02-21,0
AND,Andorra,2020-02-22,0
AND,Andorra,2020-02-23,0
AND,Andorra,2020-02-24,0
AND,Andorra,2020-02-25,0
AND,Andorra,2020-02-26,0
AND,Andorra,2020-02-27,0
AND,Andorra,2020-02-28,0
AND,Andorra,2020-02-29,0
AND,Andorra,2020-03-01,0
AND,Andorra,2020-03-02,1
AND,Andorra,2020-03-03,1
AND,Andorra,2020-03-04,1
AND,Andorra,2020-03-05,1
AND,Andorra,2020-03-06,1
AND,Andorra,2020-03-07,1
AND,Andorra,2020-03-08,1
AND,Andorra,2020-03-09,1
AND,Andorra,2020-03-10,1
AND,Andorra,2020-03-11,1
AND,Andorra,2020-03-12,1
AND,Andorra,2020-03-13,1
AND,Andorra,2020-03-14,1
AND,Andorra,2020-03-15,1
AND,Andorra,2020-03-16,2
AND,Andorra,2020-03-17,39
AND,Andorra,2020-03-18,39
AND,Andorra,2020-03-19,53
AND,Andorra,2020-03-20,75
AND,Andorra,2020-03-21,88
AND,Andorra,2020-03-22,113
AND,Andorra,2020-03-23,133
AND,Andorra,2020-03-24,164
AND,Andorra,2020-03-25,188
AND,Andorra,2020-03-26,224
AND,Andorra,2020-03-27,267
AND,Andorra,2020-03-28,308
AND,Andorra,2020-03-29,334
AND,Andorra,2020-03-30,370
AND,Andorra,2020-03-31,376
AND,Andorra,2020-04-01,390
AND,Andorra,2020-04-02,428
AND,Andorra,2020-04-03,439
AND,Andorra,2020-04-04,466
AND,Andorra,2020-04-05,501
AND,Andorra,2020-04-06,525
AND,Andorra,2020-04-07,545
AND,Andorra,2020-04-08,564
AND,Andorra,2020-04-09,583
AND,Andorra,2020-04-10,601
AND,Andorra,2020-04-11,601
AND,Andorra,2020-04-12,638
AND,Andorra,2020-04-13,646
AND,Andorra,2020-04-14,659
AND,Andorra,2020-04-15,673
AND,Andorra,2020-04-16,673
AND,Andorra,2020-04-17,696
AND,Andorra,2020-04-18,704
AND,Andorra,2020-04-19,713
AND,Andorra,2020-04-20,717
AND,Andorra,2020-04-21,717
AND,Andorra,2020-04-22,723
AND,Andorra,2020-04-23,723
AND,Andorra,2020-04-24,731
AND,Andorra,2020-04-25,738
AND,Andorra,2020-04-26,738
AND,Andorra,2020-04-27,743
AND,Andorra,2020-04-28,743
AND,Andorra,2020-04-29,743
AND,Andorra,2020-04-30,745
AND,Andorra,2020-05-01,745
AND,Andorra,2020-05-02,747
AND,Andorra,2020-05-03,748
AND,Andorra,2020-05-04,750
AND,Andorra,2020-05-05,751
AND,Andorra,2020-05-06,751
AND,Andorra,2020-05-07,752
AND,Andorra,2020-05-08,752
AND,Andorra,2020-05-09,754
AND,Andorra,2020-05-10,755
AND,Andorra,2020-05-11,755
AND,Andorra,2020-05-12,758
AND,Andorra,2020-05-13,760
AND,Andorra,2020-05-14,761
AND,Andorra,2020-05-15,761
AND,Andorra,2020-05-16,761
AND,Andorra,2020-05-17,761
AND,Andorra,2020-05-18,761
AND,Andorra,2020-05-19,761
AND,Andorra,2020-05-20,762
AND,Andorra,2020-05-21,762
AND,Andorra,2020-05-22,762
AND,Andorra,2020-05-23,762
AND,Andorra,2020-05-24,762
AND,Andorra,2020-05-25,763
AND,Andorra,2020-05-26,763
AND,Andorra,2020-05-27,763
AND,Andorra,2020-05-28,763
AND,Andorra,2020-05-29,764
AND,Andorra,2020-05-30,764
AND,Andorra,2020-05-31,764
AND,Andorra,2020-06-01,765
AND,Andorra,2020-06-02,844
AND,Andorra,2020-06-03,851
AND,Andorra,2020-06-04,852
AND,Andorra,2020-06-05,852
AND,Andorra,2020-06-06,852
AND,Andorra,2020-06-07,852
AND,Andorra,2020-06-08,852
AND,Andorra,2020-06-09,852
AND,Andorra,2020-06-10,852
AND,Andorra,2020-06-11,852
AND,Andorra,2020-06-12,853
AND,Andorra,2020-06-13,853
AND,Andorra,2020-06-14,853
AND,Andorra,2020-06-15,853
AND,Andorra,2020-06-16,854
AND,Andorra,2020-06-17,854
AND,Andorra,2020-06-18,855
AND,Andorra,2020-06-19,855
AND,Andorra,2020-06-20,855
AND,Andorra,2020-06-21,855
AND,Andorra,2020-06-22,855
AND,Andorra,2020-06-23,855
AND,Andorra,2020-06-24,855
AND,Andorra,2020-06-25,855
AND,Andorra,2020-06-26,855
AND,Andorra,2020-06-27,855
AND,Andorra,2020-06-28,855
AND,Andorra,2020-06-29,855
AND,Andorra,2020-06-30,855
AND,Andorra,2020-07-01,855
AND,Andorra,2020-07-02,855
AND,Andorra,2020-07-03,855
AND,Andorra,2020-07-04,855
AND,Andorra,2020-07-05,855
AND,Andorra,2020-07-06,855
AND,Andorra,2020-07-07,855
